circumstance,outcome,authenticity,cost,positive_pct,neutral_pct,negative_pct
work,-1.1458,-0.1228,-0.1234,0.1130,0.3157,0.5713
home,-1.1481,-0.1182,-0.1277,0.1259,0.2889,0.5852
conference,-0.9306,-0.1151,-0.1321,0.1731,0.2815,0.5454
