circumstance,outcome,authenticity,cost,positive_pct,neutral_pct,negative_pct
work,-0.6296,-0.1090,-0.1392,0.1694,0.4093,0.4213
home,-0.5486,-0.1028,-0.1537,0.1750,0.4306,0.3944
conference,-0.6574,-0.1066,-0.1443,0.1935,0.3500,0.4565
