episode,interactions,total_reward,mean_reward,entropy_work,entropy_home,entropy_conference
1,27,-28.3650,-1.0506,1.8366,2.4194,1.6577
2,27,-26.6150,-0.9857,2.3696,2.7108,2.4115
3,27,-12.0230,-0.4453,2.4746,2.5969,2.5047
4,27,-29.5890,-1.0959,2.4810,2.5325,2.6972
5,27,-45.1230,-1.6712,2.5318,2.5363,2.7552
6,27,-24.6310,-0.9123,2.5208,2.5098,2.7623
7,27,-31.8550,-1.1798,2.5331,2.5563,2.7316
8,27,-26.9150,-0.9969,2.5388,2.5456,2.7135
9,27,-39.4570,-1.4614,2.6097,2.5632,2.6765
10,27,-16.9690,-0.6285,2.6568,2.5609,2.6706
11,27,-11.7170,-0.4340,2.6951,2.5097,2.6444
12,27,-34.2830,-1.2697,2.7010,2.4889,2.6770
13,27,-4.4690,-0.1655,2.7097,2.5162,2.6967
14,27,-22.8870,-0.8477,2.7070,2.5009,2.6646
15,27,-42.5810,-1.5771,2.7082,2.4994,2.6078
16,27,-9.2350,-0.3420,2.7061,2.5133,2.5632
17,27,-19.2830,-0.7142,2.6679,2.4821,2.5510
18,27,-24.3670,-0.9025,2.6243,2.4506,2.5742
19,27,-7.0590,-0.2614,2.6108,2.4273,2.5981
20,27,-9.1330,-0.3383,2.5963,2.3848,2.6447
21,27,-6.6330,-0.2457,2.6003,2.4112,2.6252
22,27,-22.0950,-0.8183,2.5940,2.3823,2.5934
23,27,-21.9210,-0.8119,2.6141,2.3519,2.5519
24,27,-27.2510,-1.0093,2.5748,2.4185,2.5630
25,27,-22.0530,-0.8168,2.4678,2.4246,2.5746
26,27,-27.1790,-1.0066,2.4462,2.4417,2.5827
27,27,-22.1610,-0.8208,2.3983,2.4606,2.5604
28,27,-14.0190,-0.5192,2.3774,2.4898,2.6091
29,27,-21.8790,-0.8103,2.3925,2.5303,2.5880
30,27,-26.9210,-0.9971,2.4351,2.5231,2.5754
31,27,-25.9850,-0.9624,2.4629,2.5206,2.5448
32,27,-19.1630,-0.7097,2.4359,2.5184,2.5685
33,27,-18.9530,-0.7020,2.3944,2.5263,2.5847
34,27,-37.3650,-1.3839,2.3866,2.4496,2.6016
35,27,-28.7250,-1.0639,2.4580,2.4293,2.5968
36,27,-28.8930,-1.0701,2.4701,2.3808,2.5858
37,27,-19.1150,-0.7080,2.4635,2.3166,2.6413
38,27,-17.0110,-0.6300,2.4672,2.3079,2.6753
39,27,-31.7050,-1.1743,2.4135,2.3281,2.6690
40,27,-26.6390,-0.9866,2.3498,2.3592,2.6704
41,27,-24.7090,-0.9151,2.3078,2.3473,2.6843
42,27,-34.3130,-1.2709,2.3374,2.4089,2.6689
43,27,-33.5630,-1.2431,2.3733,2.4218,2.6930
44,27,-21.8850,-0.8106,2.4443,2.4174,2.6588
45,27,-21.7470,-0.8054,2.3941,2.4915,2.6775
46,27,-23.9830,-0.8883,2.4058,2.5055,2.6514
47,27,-22.0830,-0.8179,2.4171,2.5129,2.5986
48,27,-17.0290,-0.6307,2.4033,2.4979,2.5444
49,27,-31.6030,-1.1705,2.4364,2.5436,2.5706
50,27,-18.5390,-0.6866,2.4752,2.5185,2.5041
51,27,-6.6090,-0.2448,2.4635,2.5068,2.5500
52,27,-9.3190,-0.3451,2.4651,2.5219,2.5761
53,27,-19.6670,-0.7284,2.4875,2.4861,2.5955
54,27,-12.1070,-0.4484,2.4730,2.4607,2.6152
55,27,-22.0230,-0.8157,2.4629,2.4409,2.6200
56,27,-29.3490,-1.0870,2.5156,2.4027,2.6041
57,27,-21.8490,-0.8092,2.5128,2.4530,2.6262
58,27,-27.2690,-1.0100,2.5478,2.4305,2.6614
59,27,-6.4050,-0.2372,2.5619,2.3473,2.6548
60,27,-32.1910,-1.1923,2.5307,2.4321,2.6562
61,27,-34.7030,-1.2853,2.5200,2.4885,2.6615
62,27,-34.2530,-1.2686,2.5005,2.5604,2.6963
63,27,-27.0530,-1.0020,2.5090,2.6299,2.6427
64,27,-26.3330,-0.9753,2.5265,2.6299,2.5748
65,27,-14.0670,-0.5210,2.5339,2.6024,2.6010
66,27,-14.5530,-0.5390,2.4862,2.5969,2.6023
67,27,-12.3470,-0.4573,2.5001,2.5707,2.6336
68,27,-21.6450,-0.8017,2.4511,2.5544,2.5606
69,27,-14.0850,-0.5217,2.3971,2.5438,2.6106
70,27,-36.3510,-1.3463,2.4072,2.5140,2.6391
71,27,-21.4590,-0.7948,2.4075,2.5183,2.6046
72,27,-8.9110,-0.3300,2.4102,2.4055,2.5386
73,27,-14.5350,-0.5383,2.3990,2.2863,2.5342
74,27,-29.2230,-1.0823,2.3397,2.3574,2.5361
75,27,-14.1930,-0.5257,2.3445,2.4056,2.4843
76,27,-3.7790,-0.1400,2.3497,2.4284,2.4584
77,27,-38.8330,-1.4383,2.3628,2.4795,2.4298
78,27,-32.1730,-1.1916,2.4036,2.5119,2.4655
79,27,-39.8110,-1.4745,2.4744,2.5600,2.4739
80,27,-24.1630,-0.8949,2.4419,2.5565,2.5103
81,27,-29.1930,-1.0812,2.4332,2.5600,2.4919
82,27,-1.4110,-0.0523,2.4283,2.5481,2.5160
83,27,-23.8030,-0.8816,2.4371,2.5447,2.5965
84,27,-8.9770,-0.3325,2.4478,2.5064,2.5755
85,27,-16.4170,-0.6080,2.4202,2.5067,2.5893
86,27,-14.3070,-0.5299,2.4660,2.5018,2.6530
87,27,-22.3290,-0.8270,2.4741,2.4858,2.6466
88,27,-31.5790,-1.1696,2.4028,2.4801,2.5970
89,27,-29.2650,-1.0839,2.4369,2.4325,2.5623
90,27,-24.6430,-0.9127,2.4900,2.4538,2.5194
91,27,-26.5130,-0.9820,2.4751,2.4951,2.5239
92,27,-26.5970,-0.9851,2.4810,2.5426,2.5505
93,27,-34.2110,-1.2671,2.4922,2.5323,2.5078
94,27,-21.6390,-0.8014,2.4957,2.5428,2.5266
95,27,-24.0970,-0.8925,2.5042,2.5099,2.5050
96,27,-22.3770,-0.8288,2.5136,2.5342,2.5004
97,27,-36.5430,-1.3534,2.5530,2.5417,2.5272
98,27,-14.2110,-0.5263,2.5650,2.4990,2.5375
99,27,-32.1070,-1.1891,2.5645,2.5004,2.5324
100,27,-29.4150,-1.0894,2.5154,2.4737,2.5601
101,27,-26.6930,-0.9886,2.5348,2.4250,2.6036
102,27,-28.8690,-1.0692,2.5528,2.3724,2.5877
103,27,-39.6070,-1.4669,2.5284,2.4669,2.6069
104,27,-31.9630,-1.1838,2.5554,2.4822,2.6471
105,27,-24.4690,-0.9063,2.5614,2.4981,2.6884
106,27,-24.4510,-0.9056,2.5352,2.5219,2.6814
107,27,-24.0310,-0.8900,2.4997,2.5230,2.6839
