episode,mask,o,c,e,a,n,norm
0,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1,mask_work,-0.00018,-0.00114,-0.00461,-0.00252,0.00170,0.00564
1,mask_home,-0.00054,0.00533,-0.01791,-0.00979,-0.00110,0.02113
1,mask_conference,0.00328,-0.00759,0.02638,0.01403,-0.00312,0.03116
2,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2,mask_work,0.00844,0.00246,-0.00078,-0.00413,0.00148,0.00985
2,mask_home,-0.00984,0.01019,-0.05713,-0.02519,-0.00115,0.06403
2,mask_conference,0.00937,-0.01245,0.05737,0.03268,-0.01090,0.06871
3,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
3,mask_work,0.01354,0.00305,0.00614,-0.00279,-0.00030,0.01544
3,mask_home,-0.02212,0.00710,-0.08558,-0.03336,0.00224,0.09477
3,mask_conference,0.01857,-0.00810,0.08524,0.04691,-0.02100,0.10158
4,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
4,mask_work,0.01903,0.00051,0.01950,-0.00337,0.00067,0.02747
4,mask_home,-0.03143,0.00894,-0.11747,-0.04100,0.00236,0.12866
4,mask_conference,0.02728,-0.01516,0.12291,0.06666,-0.02765,0.14591
5,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
5,mask_work,0.02522,0.00427,0.02134,-0.00927,-0.00014,0.03457
5,mask_home,-0.04455,0.00661,-0.15051,-0.04744,0.00470,0.16418
5,mask_conference,0.03480,-0.02501,0.15937,0.08627,-0.03364,0.18923
6,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
6,mask_work,0.03256,0.00921,0.02250,-0.01468,-0.00179,0.04324
6,mask_home,-0.05435,0.00325,-0.17862,-0.05233,0.00531,0.19400
6,mask_conference,0.04088,-0.03599,0.19379,0.10371,-0.03757,0.22954
7,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
7,mask_work,0.03967,0.01448,0.02185,-0.02168,-0.00283,0.05234
7,mask_home,-0.06693,-0.00296,-0.20875,-0.05727,0.00820,0.22674
7,mask_conference,0.04502,-0.04656,0.22221,0.11595,-0.03837,0.26170
8,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
8,mask_work,0.04637,0.02096,0.01677,-0.03143,-0.00308,0.06220
8,mask_home,-0.07779,-0.01074,-0.22707,-0.05768,0.01118,0.24734
8,mask_conference,0.05052,-0.05371,0.24943,0.12880,-0.04180,0.29323
9,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
9,mask_work,0.05148,0.02798,0.01003,-0.04137,-0.00268,0.07247
9,mask_home,-0.09155,-0.01579,-0.25834,-0.06264,0.01488,0.28199
9,mask_conference,0.05599,-0.05862,0.27295,0.14035,-0.04594,0.32075
10,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
10,mask_work,0.05784,0.03272,0.01094,-0.04772,-0.00322,0.08261
10,mask_home,-0.10596,-0.01699,-0.29191,-0.06922,0.01765,0.31911
10,mask_conference,0.06163,-0.06235,0.29494,0.15142,-0.05062,0.34664
11,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
11,mask_work,0.06392,0.03783,0.01020,-0.05529,-0.00308,0.09321
11,mask_home,-0.12009,-0.01951,-0.32220,-0.07438,0.02053,0.35294
11,mask_conference,0.06848,-0.06544,0.32032,0.16439,-0.05678,0.37660
12,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
12,mask_work,0.07276,0.05006,-0.00084,-0.06600,-0.00576,0.11041
12,mask_home,-0.13272,-0.01861,-0.35875,-0.08238,0.02220,0.39235
12,mask_conference,0.07445,-0.06770,0.34158,0.17552,-0.06233,0.40187
13,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
13,mask_work,0.08109,0.05993,-0.00674,-0.07522,-0.00850,0.12626
13,mask_home,-0.14771,-0.02295,-0.39013,-0.08759,0.02585,0.42765
13,mask_conference,0.08037,-0.06845,0.35983,0.18669,-0.06904,0.42455
14,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
14,mask_work,0.08919,0.06956,-0.01674,-0.08571,-0.01051,0.14328
14,mask_home,-0.16160,-0.02431,-0.42572,-0.09476,0.02885,0.46664
14,mask_conference,0.08576,-0.07018,0.37745,0.19723,-0.07487,0.44638
15,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
15,mask_work,0.09902,0.07736,-0.01859,-0.09228,-0.01332,0.15757
15,mask_home,-0.17198,-0.02194,-0.45323,-0.10107,0.03007,0.49658
15,mask_conference,0.09220,-0.07073,0.39660,0.20963,-0.08263,0.47071
16,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
16,mask_work,0.10708,0.08658,-0.02726,-0.10195,-0.01593,0.17422
16,mask_home,-0.19094,-0.03027,-0.47883,-0.10306,0.03577,0.52778
16,mask_conference,0.09872,-0.07082,0.41492,0.22221,-0.09088,0.49452
17,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
17,mask_work,0.11656,0.09960,-0.04057,-0.11341,-0.02032,0.19602
17,mask_home,-0.20522,-0.03337,-0.50000,-0.10802,0.03900,0.55355
17,mask_conference,0.10404,-0.07153,0.43032,0.23239,-0.09719,0.51436
18,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18,mask_work,0.12720,0.11756,-0.06221,-0.12795,-0.02575,0.22562
18,mask_home,-0.21885,-0.03585,-0.50000,-0.11343,0.04255,0.56023
18,mask_conference,0.10864,-0.07332,0.44543,0.24114,-0.10181,0.53301
19,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
19,mask_work,0.13695,0.13173,-0.07637,-0.13897,-0.03124,0.24946
19,mask_home,-0.23455,-0.04553,-0.50000,-0.11545,0.04883,0.56816
19,mask_conference,0.11379,-0.07427,0.46065,0.25096,-0.10774,0.55250
20,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
20,mask_work,0.14749,0.14647,-0.08846,-0.14898,-0.03721,0.27315
20,mask_home,-0.25034,-0.05357,-0.50000,-0.11736,0.05364,0.57636
20,mask_conference,0.11998,-0.07393,0.47679,0.26299,-0.11603,0.57430
21,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
21,mask_work,0.15777,0.15821,-0.09633,-0.15732,-0.04278,0.29288
21,mask_home,-0.26861,-0.06177,-0.50000,-0.12168,0.05934,0.58677
21,mask_conference,0.12495,-0.07402,0.49002,0.27272,-0.12256,0.59212
22,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
22,mask_work,0.16486,0.17250,-0.10814,-0.16660,-0.04894,0.31430
22,mask_home,-0.28381,-0.07259,-0.50000,-0.12269,0.06479,0.59588
22,mask_conference,0.12868,-0.07463,0.50000,0.28005,-0.12717,0.60558
23,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
23,mask_work,0.17359,0.18942,-0.12480,-0.17889,-0.05662,0.34175
23,mask_home,-0.30101,-0.08318,-0.50000,-0.12822,0.07129,0.60749
23,mask_conference,0.13312,-0.07515,0.50000,0.28903,-0.13298,0.61204
24,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
24,mask_work,0.18214,0.20847,-0.14185,-0.18985,-0.06323,0.36986
24,mask_home,-0.32034,-0.09427,-0.50000,-0.13366,0.07795,0.62084
24,mask_conference,0.13626,-0.07659,0.50000,0.29541,-0.13643,0.61670
25,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
25,mask_work,0.18836,0.22190,-0.15215,-0.19735,-0.06905,0.38933
25,mask_home,-0.33774,-0.10470,-0.50000,-0.13964,0.08447,0.63377
25,mask_conference,0.14243,-0.07627,0.50000,0.30824,-0.14542,0.62631
26,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
26,mask_work,0.19634,0.23905,-0.16742,-0.20788,-0.07816,0.41599
26,mask_home,-0.35379,-0.11292,-0.50000,-0.14433,0.08966,0.64559
26,mask_conference,0.14693,-0.07710,0.50000,0.31778,-0.15148,0.63361
27,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
27,mask_work,0.20308,0.25506,-0.18270,-0.21814,-0.08695,0.44138
27,mask_home,-0.36724,-0.11997,-0.50000,-0.14812,0.09370,0.65573
27,mask_conference,0.15017,-0.07945,0.50000,0.32489,-0.15489,0.63907
28,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
28,mask_work,0.21029,0.26548,-0.18820,-0.22396,-0.09446,0.45739
28,mask_home,-0.38226,-0.12817,-0.50000,-0.15504,0.09852,0.66805
28,mask_conference,0.15315,-0.08236,0.50000,0.33057,-0.15690,0.64353
29,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
29,mask_work,0.21999,0.28319,-0.20390,-0.23482,-0.10247,0.48560
29,mask_home,-0.39794,-0.13595,-0.50000,-0.16261,0.10345,0.68116
29,mask_conference,0.15858,-0.08196,0.50000,0.34038,-0.16378,0.65157
30,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
30,mask_work,0.22831,0.30298,-0.22273,-0.24707,-0.11099,0.51662
30,mask_home,-0.40978,-0.14113,-0.50000,-0.16619,0.10596,0.69042
30,mask_conference,0.16232,-0.08303,0.49942,0.34638,-0.16714,0.65618
31,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
31,mask_work,0.23507,0.32234,-0.24029,-0.25920,-0.11900,0.54612
31,mask_home,-0.42154,-0.14641,-0.50000,-0.16983,0.10849,0.69982
31,mask_conference,0.16594,-0.08347,0.49941,0.35186,-0.17055,0.66092
32,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
32,mask_work,0.24046,0.33727,-0.25179,-0.26865,-0.12636,0.56843
32,mask_home,-0.43340,-0.15169,-0.50000,-0.17389,0.11137,0.70957
32,mask_conference,0.17085,-0.08334,0.50000,0.36014,-0.17623,0.66850
33,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
