circumstance,outcome,authenticity,cost,positive_pct,neutral_pct,negative_pct
work,-0.5972,-0.1072,-0.1411,0.1815,0.3981,0.4204
home,-0.6296,-0.1034,-0.1670,0.1611,0.4259,0.4130
conference,-0.6204,-0.1073,-0.1428,0.2019,0.3481,0.4500
