circumstance,outcome,authenticity,cost,positive_pct,neutral_pct,negative_pct
work,-1.1481,-0.1018,-0.1607,0.1213,0.2981,0.5806
home,-0.8796,-0.1043,-0.1571,0.1407,0.3667,0.4926
conference,-0.6782,-0.1039,-0.1550,0.1991,0.3306,0.4704
