circumstance,outcome,authenticity,cost,positive_pct,neutral_pct,negative_pct
work,-1.3287,-0.1016,-0.1795,0.1028,0.2630,0.6343
home,-0.7847,-0.1021,-0.1737,0.1667,0.3528,0.4806
conference,-0.3866,-0.1019,-0.1767,0.2306,0.3843,0.3852
