episode,interactions,total_reward,mean_reward,entropy_work,entropy_home,entropy_conference
1,27,-35.0990,-1.3000,1.6577,2.1133,2.0588
2,27,-37.5210,-1.3897,2.0169,2.2244,2.5941
3,27,-34.1390,-1.2644,2.4912,2.2629,2.5871
4,27,-27.4970,-1.0184,2.4655,2.2997,2.5040
5,27,-32.5030,-1.2038,2.4284,2.3611,2.5615
6,27,-29.4210,-1.0897,2.4156,2.4371,2.4876
7,27,-33.3370,-1.2347,2.4851,2.4552,2.5688
8,27,-32.4130,-1.2005,2.5570,2.5148,2.5898
9,27,-22.5630,-0.8357,2.5750,2.5049,2.5346
10,27,-17.3770,-0.6436,2.6030,2.5160,2.5562
11,27,-12.2030,-0.4520,2.6125,2.5372,2.5608
12,27,-25.7290,-0.9529,2.5881,2.5595,2.5127
13,27,-47.4430,-1.7571,2.5481,2.5769,2.5147
14,27,-22.6230,-0.8379,2.5729,2.5651,2.5366
15,27,-57.3170,-2.1229,2.5635,2.5538,2.4893
16,27,-14.7870,-0.5477,2.6044,2.5170,2.4758
17,27,-45.5430,-1.6868,2.5708,2.5155,2.4696
18,27,-19.8770,-0.7362,2.5282,2.4543,2.5020
19,27,-38.0010,-1.4074,2.4688,2.4750,2.5257
20,27,-10.0150,-0.3709,2.3948,2.4987,2.4688
21,27,-22.7070,-0.8410,2.4261,2.4539,2.4641
22,27,-35.3630,-1.3097,2.4574,2.4410,2.4387
23,27,-32.1130,-1.1894,2.4997,2.4580,2.3713
24,27,-30.1110,-1.1152,2.4571,2.5063,2.3745
25,27,-17.2030,-0.6371,2.4678,2.4875,2.4111
26,27,-29.8350,-1.1050,2.4981,2.4656,2.4157
27,27,-35.6330,-1.3197,2.5457,2.4895,2.4584
28,27,-29.4330,-1.0901,2.5476,2.5252,2.4893
29,27,-24.4030,-0.9038,2.5686,2.5213,2.4931
30,27,-17.3950,-0.6443,2.5739,2.5006,2.5218
31,27,-42.1850,-1.5624,2.5876,2.5656,2.5533
32,27,-32.8510,-1.2167,2.5975,2.5457,2.5668
33,27,-20.0630,-0.7431,2.6009,2.5114,2.5556
34,27,-24.8590,-0.9207,2.6141,2.5103,2.5907
35,27,-38.2410,-1.4163,2.6088,2.5052,2.5892
36,27,-42.1730,-1.5620,2.6180,2.5177,2.6177
37,27,-42.6230,-1.5786,2.6127,2.5500,2.6090
38,27,-43.2110,-1.6004,2.6161,2.5922,2.5585
39,27,-34.6250,-1.2824,2.6005,2.6229,2.5523
40,27,-35.3150,-1.3080,2.5774,2.6576,2.5663
41,27,-27.9590,-1.0355,2.5181,2.5853,2.5130
42,27,-22.3230,-0.8268,2.5319,2.6137,2.4685
43,27,-33.3670,-1.2358,2.4897,2.6093,2.4867
44,27,-32.1010,-1.1889,2.5475,2.5940,2.4787
45,27,-9.7570,-0.3614,2.5690,2.6295,2.4687
46,27,-34.4510,-1.2760,2.5370,2.6023,2.4173
47,27,-32.8390,-1.2163,2.5926,2.5444,2.4000
48,27,-39.8950,-1.4776,2.6140,2.6058,2.4954
49,27,-22.0530,-0.8168,2.5885,2.6221,2.5255
50,27,-41.8790,-1.5511,2.6241,2.5730,2.5677
51,27,-48.2530,-1.7871,2.6339,2.6399,2.5866
52,27,-14.5830,-0.5401,2.6611,2.6121,2.6153
