circumstance,outcome,authenticity,cost,positive_pct,neutral_pct,negative_pct
work,-1.1481,-0.1036,-0.1593,0.1194,0.3019,0.5787
home,-0.9005,-0.1030,-0.1613,0.1389,0.3620,0.4991
conference,-0.6505,-0.1022,-0.1580,0.1852,0.3694,0.4454
