circumstance,outcome,authenticity,cost,positive_pct,neutral_pct,negative_pct
work,-1.1620,-0.1021,-0.1585,0.1148,0.3056,0.5796
home,-0.8356,-0.1020,-0.1571,0.1472,0.3713,0.4815
conference,-0.5856,-0.1028,-0.1590,0.2102,0.3454,0.4444
