circumstance,outcome,authenticity,cost,positive_pct,neutral_pct,negative_pct
work,-1.1481,-0.1235,-0.1167,0.1120,0.3167,0.5713
home,-1.0093,-0.1165,-0.1367,0.1370,0.3222,0.5407
conference,-1.0023,-0.1194,-0.1288,0.1491,0.3009,0.5500
