circumstance,outcome,authenticity,cost,positive_pct,neutral_pct,negative_pct
work,-1.3148,-0.1153,-0.1393,0.0991,0.2759,0.6250
home,-1.1713,-0.1169,-0.1347,0.1241,0.2833,0.5926
conference,-1.0648,-0.1173,-0.1314,0.1491,0.2759,0.5750
