episode,mask,o,c,e,a,n,norm
0,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1,mask_work,-0.00344,0.00607,-0.00095,0.00435,0.00184,0.00848
1,mask_home,-0.00327,-0.00320,0.00140,0.00472,0.00208,0.00703
1,mask_conference,0.00193,-0.00519,0.00337,-0.00273,-0.00215,0.00736
2,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2,mask_work,-0.00751,0.01774,-0.00690,0.00496,0.00396,0.02142
2,mask_home,-0.00487,-0.01137,0.00457,0.00648,0.00271,0.01493
2,mask_conference,0.01086,-0.00066,0.00920,-0.01499,-0.01095,0.02340
3,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
3,mask_work,-0.01147,0.03100,-0.01730,0.00369,0.00704,0.03815
3,mask_home,-0.00326,-0.01522,0.00981,0.00528,0.00032,0.01914
3,mask_conference,0.02084,0.00461,0.01714,-0.02521,-0.02046,0.04247
4,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
4,mask_work,-0.01517,0.04588,-0.02841,0.00231,0.01009,0.05700
4,mask_home,-0.00080,-0.01601,0.01510,0.00261,-0.00306,0.02239
4,mask_conference,0.03114,0.01031,0.02604,-0.03501,-0.03035,0.06246
5,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
5,mask_work,-0.01918,0.05995,-0.03922,0.00089,0.01311,0.07532
5,mask_home,-0.00025,-0.01993,0.01952,0.00137,-0.00478,0.02833
5,mask_conference,0.04201,0.02437,0.03239,-0.04306,-0.03976,0.08273
6,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
6,mask_work,-0.02146,0.07698,-0.04961,-0.00272,0.01447,0.09521
6,mask_home,-0.00114,-0.01940,0.02322,0.00398,-0.00529,0.03099
6,mask_conference,0.05380,0.03834,0.04043,-0.05053,-0.04974,0.10500
7,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
7,mask_work,-0.02257,0.09724,-0.06058,-0.00748,0.01499,0.11796
7,mask_home,-0.00184,-0.02259,0.02788,0.00569,-0.00608,0.03688
7,mask_conference,0.06483,0.05317,0.04787,-0.05671,-0.05891,0.12653
8,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
8,mask_work,-0.02444,0.11708,-0.07173,-0.01266,0.01570,0.14092
8,mask_home,-0.00235,-0.02205,0.03208,0.00667,-0.00733,0.04024
8,mask_conference,0.07534,0.06729,0.05524,-0.06301,-0.06800,0.14781
9,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
9,mask_work,-0.02539,0.13658,-0.08206,-0.01676,0.01595,0.16300
9,mask_home,-0.00419,-0.02724,0.03682,0.00906,-0.00741,0.04746
9,mask_conference,0.08645,0.07979,0.06302,-0.07022,-0.07749,0.16955
10,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
10,mask_work,-0.02648,0.15642,-0.09261,-0.02091,0.01620,0.18559
10,mask_home,-0.00605,-0.02928,0.04192,0.01152,-0.00798,0.05336
10,mask_conference,0.09728,0.09102,0.07131,-0.07708,-0.08679,0.19055
11,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
11,mask_work,-0.02764,0.17680,-0.10349,-0.02510,0.01646,0.20889
11,mask_home,-0.00628,-0.03406,0.04931,0.01238,-0.01005,0.06233
11,mask_conference,0.10866,0.10090,0.07936,-0.08511,-0.09634,0.21169
12,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
12,mask_work,-0.02818,0.19787,-0.11461,-0.02928,0.01673,0.23285
12,mask_home,-0.00729,-0.03767,0.05593,0.01387,-0.01156,0.07019
12,mask_conference,0.11951,0.11185,0.08730,-0.09208,-0.10552,0.23244
13,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
13,mask_work,-0.02808,0.21709,-0.12479,-0.03327,0.01702,0.25473
13,mask_home,-0.00844,-0.04230,0.06259,0.01552,-0.01289,0.07864
13,mask_conference,0.13068,0.12177,0.09548,-0.09952,-0.11488,0.25322
14,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
14,mask_work,-0.02818,0.23593,-0.13487,-0.03726,0.01733,0.27629
14,mask_home,-0.01106,-0.04784,0.06838,0.01882,-0.01289,0.08722
14,mask_conference,0.14279,0.13162,0.10339,-0.10788,-0.12461,0.27490
15,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
15,mask_work,-0.02818,0.25539,-0.14528,-0.04129,0.01764,0.29856
15,mask_home,-0.01307,-0.05128,0.07527,0.02251,-0.01361,0.09570
15,mask_conference,0.15209,0.14657,0.11061,-0.11157,-0.13256,0.29473
16,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
16,mask_work,-0.02839,0.27444,-0.15558,-0.04533,0.01797,0.32048
16,mask_home,-0.01503,-0.05623,0.08146,0.02518,-0.01420,0.10420
16,mask_conference,0.16201,0.15851,0.11744,-0.11726,-0.14077,0.31422
17,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
17,mask_work,-0.02868,0.29416,-0.16640,-0.04964,0.01841,0.34329
17,mask_home,-0.01568,-0.06137,0.08817,0.02604,-0.01584,0.11276
17,mask_conference,0.17311,0.16883,0.12592,-0.12366,-0.14992,0.33480
18,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18,mask_work,-0.02906,0.31347,-0.17703,-0.05384,0.01881,0.36565
18,mask_home,-0.01689,-0.06398,0.09479,0.02895,-0.01704,0.12039
18,mask_conference,0.18301,0.18082,0.13323,-0.12875,-0.15811,0.35428
19,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
19,mask_work,-0.02933,0.33334,-0.18797,-0.05808,0.01922,0.38865
19,mask_home,-0.01878,-0.06878,0.10108,0.03196,-0.01762,0.12896
19,mask_conference,0.19372,0.19244,0.14042,-0.13465,-0.16663,0.37440
20,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
20,mask_work,-0.02891,0.35247,-0.19849,-0.06219,0.01965,0.41075
20,mask_home,-0.01948,-0.07109,0.10776,0.03363,-0.01933,0.13620
20,mask_conference,0.20387,0.20325,0.14728,-0.14047,-0.17477,0.39350
21,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
21,mask_work,-0.02894,0.37155,-0.20913,-0.06637,0.02010,0.43294
21,mask_home,-0.01968,-0.07519,0.11479,0.03450,-0.02135,0.14444
21,mask_conference,0.21387,0.21355,0.15479,-0.14588,-0.18295,0.41238
22,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
22,mask_work,-0.02836,0.39235,-0.22057,-0.07063,0.02054,0.45696
22,mask_home,-0.02012,-0.07591,0.12231,0.03716,-0.02331,0.15182
22,mask_conference,0.22334,0.22442,0.16104,-0.15116,-0.19053,0.43050
23,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
23,mask_work,-0.02763,0.41323,-0.23205,-0.07480,0.02097,0.48105
23,mask_home,-0.02008,-0.08189,0.12994,0.03862,-0.02518,0.16161
23,mask_conference,0.23304,0.23520,0.16800,-0.15615,-0.19834,0.44897
24,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
24,mask_work,-0.02759,0.43333,-0.24354,-0.07930,0.02155,0.50458
24,mask_home,-0.02136,-0.08699,0.13656,0.04146,-0.02597,0.17049
24,mask_conference,0.24298,0.24619,0.17590,-0.16056,-0.20639,0.46794
25,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
25,mask_work,-0.02737,0.45325,-0.25498,-0.08378,0.02215,0.52793
25,mask_home,-0.02126,-0.09136,0.14375,0.04252,-0.02795,0.17903
25,mask_conference,0.25326,0.25611,0.18395,-0.16530,-0.21448,0.48672
26,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
26,mask_work,-0.02727,0.47345,-0.26661,-0.08821,0.02271,0.55161
26,mask_home,-0.02088,-0.09246,0.15148,0.04448,-0.03033,0.18663
26,mask_conference,0.26203,0.26855,0.19055,-0.16845,-0.22150,0.50451
27,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
27,mask_work,-0.02707,0.49355,-0.27826,-0.09265,0.02328,0.57523
27,mask_home,-0.02117,-0.09680,0.15911,0.04514,-0.03247,0.19551
27,mask_conference,0.27122,0.27974,0.19748,-0.17220,-0.22878,0.52231
28,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
28,mask_work,-0.02672,0.50000,-0.29070,-0.09760,0.02407,0.58764
28,mask_home,-0.02126,-0.10148,0.16665,0.04701,-0.03430,0.20471
28,mask_conference,0.28117,0.28891,0.20498,-0.17706,-0.23654,0.54022
29,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
29,mask_work,-0.02607,0.50000,-0.30132,-0.10187,0.02470,0.59369
29,mask_home,-0.02114,-0.10711,0.17396,0.04687,-0.03651,0.21380
29,mask_conference,0.29017,0.30069,0.21232,-0.17987,-0.24369,0.55805
30,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
30,mask_work,-0.02550,0.50000,-0.31283,-0.10638,0.02536,0.60039
30,mask_home,-0.02041,-0.11228,0.18132,0.04653,-0.03905,0.22269
30,mask_conference,0.29968,0.30872,0.21966,-0.18477,-0.25117,0.57498
31,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
31,mask_work,-0.02498,0.50000,-0.32441,-0.11090,0.02602,0.60733
31,mask_home,-0.02096,-0.11471,0.18804,0.04847,-0.04056,0.23011
31,mask_conference,0.30873,0.31747,0.22675,-0.18901,-0.25833,0.59158
32,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
32,mask_work,-0.02273,0.50000,-0.33549,-0.11518,0.02668,0.61404
32,mask_home,-0.02259,-0.11993,0.19429,0.05139,-0.04101,0.23867
32,mask_conference,0.31805,0.32706,0.23456,-0.19250,-0.26567,0.60892
33,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
33,mask_work,-0.02130,0.50000,-0.34729,-0.11965,0.02734,0.62139
