episode,mask,o,c,e,a,n,norm
48,mask_home,-0.01158,-0.25591,0.37017,0.10171,-0.08309,0.46893
48,mask_conference,0.43334,0.49873,0.28866,-0.19423,-0.33240,0.81735
49,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
49,mask_work,-0.01374,0.50000,-0.50000,-0.24429,0.03380,0.74901
49,mask_home,-0.01196,-0.25895,0.37725,0.10461,-0.08467,0.47710
49,mask_conference,0.44159,0.50000,0.29453,-0.19641,-0.33804,0.82740
50,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
50,mask_work,-0.01191,0.50000,-0.50000,-0.24860,0.03490,0.75044
50,mask_home,-0.01263,-0.26184,0.38397,0.10822,-0.08585,0.48501
50,mask_conference,0.45035,0.49991,0.30079,-0.19926,-0.34398,0.83739
51,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
51,mask_work,-0.01065,0.50000,-0.50000,-0.25282,0.03604,0.75188
51,mask_home,-0.01265,-0.26412,0.39105,0.11049,-0.08778,0.49270
51,mask_conference,0.45815,0.49976,0.30681,-0.20115,-0.34946,0.84639
52,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
52,mask_work,-0.01084,0.50000,-0.50000,-0.25723,0.03718,0.75344
52,mask_home,-0.01410,-0.26777,0.39754,0.11469,-0.08840,0.50090
52,mask_conference,0.46708,0.50000,0.31412,-0.20319,-0.35563,0.85708
53,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
53,mask_work,-0.00989,0.50000,-0.50000,-0.26151,0.03840,0.75496
53,mask_home,-0.01448,-0.26854,0.40483,0.11830,-0.09010,0.50826
53,mask_conference,0.47550,0.49990,0.32094,-0.20522,-0.36154,0.86709
54,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
54,mask_work,-0.01040,0.50000,-0.50000,-0.26583,0.03959,0.75653
54,mask_home,-0.01356,-0.26984,0.41319,0.12053,-0.09292,0.51661
54,mask_conference,0.48475,0.49983,0.32820,-0.20685,-0.36782,0.87784
55,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
55,mask_work,-0.00990,0.50000,-0.50000,-0.26994,0.04079,0.75804
55,mask_home,-0.01250,-0.27097,0.42114,0.12171,-0.09592,0.52436
55,mask_conference,0.49311,0.49970,0.33421,-0.20796,-0.37344,0.88728
56,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
56,mask_work,-0.00890,0.50000,-0.50000,-0.27394,0.04195,0.75953
56,mask_home,-0.01291,-0.27494,0.42780,0.12409,-0.09736,0.53259
56,mask_conference,0.50000,0.49983,0.34086,-0.20941,-0.37942,0.89656
