circumstance,outcome,authenticity,cost,positive_pct,neutral_pct,negative_pct
work,-1.1366,-0.1249,-0.1182,0.1120,0.3213,0.5667
home,-1.1157,-0.1180,-0.1293,0.1241,0.3056,0.5704
conference,-0.9282,-0.1166,-0.1304,0.1667,0.2954,0.5380
