circumstance,outcome,authenticity,cost,positive_pct,neutral_pct,negative_pct
work,-0.6273,-0.1107,-0.1393,0.1611,0.4269,0.4120
home,-0.6620,-0.1045,-0.1590,0.1546,0.4259,0.4194
conference,-0.6458,-0.1062,-0.1404,0.1917,0.3583,0.4500
