episode,interactions,total_reward,mean_reward,entropy_work,entropy_home,entropy_conference
1,27,-54.2290,-2.0085,2.5033,2.1972,2.1972
2,27,-27.5450,-1.0202,2.8638,2.6144,2.5522
3,27,-43.8930,-1.6257,2.8942,2.7688,2.6710
4,27,-37.1490,-1.3759,2.8832,2.8509,2.5602
5,27,-31.2970,-1.1591,2.9179,2.8734,2.6037
6,27,-34.9970,-1.2962,2.9576,2.8644,2.6573
7,27,-53.8150,-1.9931,2.9694,2.8802,2.7589
8,27,-47.0770,-1.7436,2.9773,2.9331,2.7649
9,27,-34.1990,-1.2666,2.9638,2.9265,2.7780
10,27,-49.4870,-1.8329,2.9698,2.9426,2.8163
11,27,-38.7850,-1.4365,2.9467,2.9681,2.8295
12,27,-34.2170,-1.2673,2.9248,2.9746,2.8591
13,27,-31.5970,-1.1703,2.9224,2.9514,2.9158
14,27,-44.9370,-1.6643,2.9469,2.9532,2.9840
15,27,-24.6190,-0.9118,3.0161,2.9363,2.9976
16,27,-33.8870,-1.2551,3.0345,2.9116,3.0058
17,27,-29.6970,-1.0999,3.0294,2.9371,3.0021
18,27,-42.2030,-1.5631,3.0628,2.9428,3.0075
19,27,-29.6010,-1.0963,3.0739,2.9286,3.0056
20,27,-21.9690,-0.8137,3.0495,2.8882,3.0217
21,27,-38.9110,-1.4411,3.0585,2.8676,3.0177
22,27,-38.1630,-1.4134,3.0629,2.8239,3.0015
23,27,-41.4110,-1.5337,3.0422,2.8424,3.0075
24,27,-41.9390,-1.5533,3.0227,2.8852,2.9561
25,27,-29.2110,-1.0819,2.9717,2.9266,2.9359
26,27,-26.9630,-0.9986,2.9791,2.9027,2.8799
27,27,-19.2470,-0.7129,2.9627,2.9269,2.8616
28,27,-52.3950,-1.9406,2.8981,2.9118,2.8851
29,27,-49.2170,-1.8229,2.8968,2.9925,2.9222
30,27,-27.1250,-1.0046,2.9006,2.9996,2.9058
31,27,-54.8770,-2.0325,2.8717,2.9869,2.9426
32,27,-19.3790,-0.7177,2.8852,2.9892,2.9288
33,27,-34.0850,-1.2624,2.8989,2.9971,2.9163
34,27,-29.2470,-1.0832,2.8726,2.9758,2.9370
35,27,-37.0590,-1.3726,2.8956,2.9431,2.8939
36,27,-59.5350,-2.2050,2.9221,2.9658,2.8756
37,27,-31.7950,-1.1776,2.9202,2.9768,2.9083
38,27,-53.5990,-1.9851,2.9629,2.9735,2.9096
39,27,-33.6470,-1.2462,2.9602,2.8876,2.9676
40,27,-39.3910,-1.4589,3.0173,2.8688,2.9808
41,27,-46.9690,-1.7396,3.0158,2.8816,2.9213
42,27,-32.6950,-1.2109,3.0066,2.8639,2.9343
43,27,-44.0790,-1.6326,2.9992,2.8735,2.9065
44,27,-36.7650,-1.3617,2.9867,2.8679,2.8857
45,27,-54.5890,-2.0218,2.9448,2.8710,2.9149
46,27,-36.8010,-1.3630,2.9580,2.8613,2.9261
47,27,-31.5970,-1.1703,2.9773,2.8527,2.9313
48,27,-21.6390,-0.8014,2.9769,2.9040,2.9494
49,27,-36.6090,-1.3559,2.9823,2.8992,2.9338
50,27,-31.0930,-1.1516,2.9212,2.9092,3.0148
51,27,-39.7270,-1.4714,2.9227,2.9605,3.0175
52,27,-44.1150,-1.6339,2.9428,2.9535,3.0398
53,27,-38.6830,-1.4327,2.9101,2.9770,3.0454
54,27,-39.7330,-1.4716,2.8581,3.0019,3.0458
55,27,-54.6070,-2.0225,2.8639,3.0081,3.0535
56,27,-39.0850,-1.4476,2.8700,3.0257,3.0438
57,27,-46.9450,-1.7387,2.8824,3.0162,3.0287
58,27,-35.8890,-1.3292,2.9127,3.0365,3.0105
59,27,-33.9410,-1.2571,2.9127,3.0344,2.9954
60,27,-36.9330,-1.3679,2.9203,3.0403,2.9671
61,27,-44.4870,-1.6477,2.9048,3.0260,2.9040
62,27,-44.7450,-1.6572,2.9241,3.0214,2.9221
63,27,-44.2530,-1.6390,2.9295,3.0468,2.8862
64,27,-48.9470,-1.8129,2.9168,3.0322,2.9009
65,27,-41.5070,-1.5373,2.9573,2.9996,2.8924
66,27,-39.7930,-1.4738,3.0213,3.0107,2.9068
67,27,-39.1510,-1.4500,3.0192,3.0031,2.8945
68,27,-29.5890,-1.0959,2.9910,2.9496,2.9050
69,27,-51.3750,-1.9028,2.9901,3.0017,2.9085
70,27,-34.6010,-1.2815,3.0234,2.9993,2.9495
71,27,-56.5670,-2.0951,3.0162,2.9829,2.9523
72,27,-53.9350,-1.9976,2.9946,3.0127,2.9859
73,27,-34.3070,-1.2706,2.9823,3.0524,3.0151
74,27,-47.4610,-1.7578,2.9888,3.0757,3.0133
75,27,-34.3010,-1.2704,2.9665,3.0564,3.0080
76,27,-44.1990,-1.6370,2.9173,3.0320,3.0119
77,27,-46.9810,-1.7400,2.9056,3.0203,2.9957
78,27,-33.5210,-1.2415,2.9274,3.0174,2.9984
79,27,-42.1190,-1.5600,2.9096,2.9744,3.0086
80,27,-34.7870,-1.2884,2.8772,2.9881,2.9366
81,27,-21.8010,-0.8074,2.8711,2.9712,2.9379
82,27,-41.7170,-1.5451,2.9089,2.9701,2.8930
83,27,-49.2470,-1.8240,2.9649,2.9287,2.9167
84,27,-33.9170,-1.2562,2.9875,2.9149,2.9207
85,27,-34.0550,-1.2613,2.9657,2.9319,2.9461
86,27,-41.2850,-1.5291,2.9908,2.9313,2.9485
87,27,-44.3610,-1.6430,2.9826,2.9556,2.9862
88,27,-36.8910,-1.3663,2.9595,2.9362,2.9730
89,27,-49.3670,-1.8284,2.9659,2.9374,2.9477
90,27,-44.3190,-1.6414,2.9686,2.9622,2.9365
91,27,-31.4950,-1.1665,2.9953,2.9724,2.9086
92,27,-33.2990,-1.2333,2.9651,2.9737,2.9267
93,27,-37.1010,-1.3741,2.9180,2.9532,2.8972
94,27,-44.4570,-1.6466,2.9410,2.9582,2.8909
95,27,-54.3310,-2.0123,2.9286,2.9470,2.8708
96,27,-17.6350,-0.6531,2.9625,2.9446,2.8552
97,27,-48.8270,-1.8084,2.9723,2.9512,2.8003
98,27,-21.9510,-0.8130,2.9324,3.0145,2.7384
99,27,-39.2470,-1.4536,2.8888,3.0049,2.7632
100,27,-46.8370,-1.7347,2.8905,2.9909,2.7487
101,27,-34.6790,-1.2844,2.8473,3.0053,2.7318
102,27,-36.5070,-1.3521,2.8854,2.9979,2.7644
103,27,-19.4570,-0.7206,2.8499,3.0336,2.7475
104,27,-42.0710,-1.5582,2.8680,3.0447,2.7875
105,27,-41.8070,-1.5484,2.8956,3.0114,2.8318
106,27,-46.2850,-1.7143,2.8954,3.0383,2.8552
107,27,-36.9270,-1.3677,2.9427,3.0444,2.8461
108,27,-26.7770,-0.9917,2.9692,3.0147,2.8699
109,27,-43.9350,-1.6272,2.9786,3.0270,2.9004
110,27,-31.5910,-1.1700,2.9747,3.0242,2.9240
111,27,-34.0550,-1.2613,2.9805,3.0113,2.9556
112,27,-47.0590,-1.7429,2.9363,3.0051,2.9514
113,27,-29.5650,-1.0950,2.9292,2.9613,2.9551
114,27,-31.6930,-1.1738,2.9351,2.9107,2.9436
115,27,-46.2070,-1.7114,2.9329,2.9421,2.9657
116,27,-37.3170,-1.3821,2.9353,2.8958,2.9617
117,27,-46.6990,-1.7296,2.9862,2.9099,2.9656
118,27,-34.3130,-1.2709,2.9860,2.9644,2.9589
119,27,-36.9870,-1.3699,2.9812,2.9505,2.9768
120,27,-41.8430,-1.5497,2.9716,2.9149,2.9621
