circumstance,outcome,authenticity,cost,positive_pct,neutral_pct,negative_pct
work,-0.6343,-0.1084,-0.1396,0.1574,0.4315,0.4111
home,-0.6458,-0.1009,-0.1637,0.1685,0.4046,0.4269
conference,-0.5972,-0.1049,-0.1514,0.1972,0.3667,0.4361
