circumstance,outcome,authenticity,cost,positive_pct,neutral_pct,negative_pct
work,-1.3704,-0.1152,-0.1408,0.1056,0.2407,0.6537
home,-1.0972,-0.1169,-0.1340,0.1333,0.2944,0.5722
conference,-1.0856,-0.1151,-0.1387,0.1491,0.2676,0.5833
