circumstance,outcome,authenticity,cost,positive_pct,neutral_pct,negative_pct
work,-1.3056,-0.1160,-0.1342,0.1065,0.2648,0.6287
home,-1.0579,-0.1155,-0.1332,0.1343,0.3083,0.5574
conference,-1.0046,-0.1163,-0.1369,0.1574,0.2833,0.5593
