episode,mask,o,c,e,a,n,norm
0,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1,mask_work,-0.00024,-0.00217,-0.00207,-0.00059,0.00082,0.00317
1,mask_home,0.00180,0.00113,0.00301,-0.00094,-0.00196,0.00427
1,mask_conference,0.00399,0.00248,0.00019,-0.00625,-0.00329,0.00849
2,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2,mask_work,-0.00707,0.00912,-0.01190,0.00579,0.00697,0.01890
2,mask_home,0.00433,-0.00042,0.00841,-0.00226,-0.00500,0.01094
2,mask_conference,0.01175,0.01230,0.00318,-0.01241,-0.00953,0.02333
3,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
3,mask_work,-0.01074,0.02366,-0.02214,0.00657,0.01036,0.03627
3,mask_home,0.01111,0.00200,0.01930,-0.00677,-0.01272,0.02660
3,mask_conference,0.01714,0.02441,0.00558,-0.01703,-0.01460,0.03773
4,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
4,mask_work,-0.01345,0.03851,-0.03266,0.00601,0.01306,0.05420
4,mask_home,0.01464,0.00024,0.02891,-0.00747,-0.01748,0.03757
4,mask_conference,0.02306,0.03379,0.00933,-0.02262,-0.02034,0.05183
5,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
5,mask_work,-0.01637,0.05376,-0.04349,0.00522,0.01580,0.07298
5,mask_home,0.01471,-0.00960,0.03823,-0.00614,-0.01974,0.04688
5,mask_conference,0.02866,0.04470,0.01347,-0.02697,-0.02595,0.06634
6,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
6,mask_work,-0.01759,0.07181,-0.05383,0.00224,0.01685,0.09302
6,mask_home,0.01547,-0.01793,0.04842,-0.00488,-0.02271,0.05869
6,mask_conference,0.03459,0.05646,0.01878,-0.03061,-0.03198,0.08184
7,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
7,mask_work,-0.01826,0.09025,-0.06350,-0.00173,0.01707,0.11316
7,mask_home,0.01387,-0.02439,0.05626,-0.00128,-0.02367,0.06719
7,mask_conference,0.04349,0.06984,0.02485,-0.03858,-0.04058,0.10258
8,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
8,mask_work,-0.01897,0.10953,-0.07362,-0.00579,0.01729,0.13457
8,mask_home,0.01444,-0.03411,0.06586,-0.00038,-0.02632,0.08002
8,mask_conference,0.05175,0.08437,0.03071,-0.04542,-0.04873,0.12320
9,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
9,mask_work,-0.01927,0.12744,-0.08306,-0.00972,0.01754,0.15464
9,mask_home,0.01546,-0.03921,0.07495,0.00132,-0.02901,0.09076
9,mask_conference,0.06100,0.09735,0.03758,-0.05273,-0.05753,0.14387
10,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
10,mask_work,-0.01974,0.14623,-0.09298,-0.01373,0.01779,0.17585
10,mask_home,0.01646,-0.04420,0.08455,0.00407,-0.03144,0.10188
10,mask_conference,0.07084,0.10953,0.04507,-0.05949,-0.06658,0.16438
11,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
11,mask_work,-0.02063,0.16548,-0.10341,-0.01814,0.01820,0.19789
11,mask_home,0.01660,-0.05347,0.09371,0.00693,-0.03299,0.11425
11,mask_conference,0.08104,0.12502,0.05190,-0.06535,-0.07553,0.18673
12,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
12,mask_work,-0.02126,0.18564,-0.11420,-0.02247,0.01856,0.22092
12,mask_home,0.01708,-0.06054,0.10326,0.00995,-0.03495,0.12625
12,mask_conference,0.09137,0.13754,0.05880,-0.07208,-0.08437,0.20745
13,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
13,mask_work,-0.02227,0.20691,-0.12591,-0.02739,0.01914,0.24552
13,mask_home,0.01753,-0.06746,0.11247,0.01288,-0.03675,0.13793
13,mask_conference,0.10180,0.14968,0.06577,-0.07828,-0.09288,0.22770
14,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
14,mask_work,-0.02364,0.22828,-0.13761,-0.03208,0.01959,0.27022
14,mask_home,0.01846,-0.07480,0.12133,0.01519,-0.03875,0.14963
14,mask_conference,0.11136,0.16159,0.07222,-0.08452,-0.10113,0.24718
15,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
15,mask_work,-0.02493,0.24968,-0.14939,-0.03677,0.02006,0.29501
15,mask_home,0.01849,-0.08125,0.13011,0.01874,-0.04021,0.16074
15,mask_conference,0.12114,0.17380,0.07913,-0.09027,-0.10944,0.26696
16,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
16,mask_work,-0.02622,0.27130,-0.16128,-0.04143,0.02049,0.32006
16,mask_home,0.01996,-0.08646,0.13886,0.01967,-0.04295,0.17143
16,mask_conference,0.12951,0.18831,0.08483,-0.09424,-0.11667,0.28622
17,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
17,mask_work,-0.02779,0.29320,-0.17354,-0.04634,0.02103,0.34561
17,mask_home,0.02270,-0.09187,0.14908,0.02021,-0.04677,0.18378
17,mask_conference,0.13930,0.20003,0.09255,-0.09945,-0.12506,0.30580
18,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18,mask_work,-0.02903,0.31736,-0.18686,-0.05131,0.02152,0.37360
18,mask_home,0.02448,-0.09819,0.15763,0.02038,-0.04968,0.19486
18,mask_conference,0.14815,0.21300,0.09909,-0.10381,-0.13265,0.32482
19,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
19,mask_work,-0.03066,0.34045,-0.19983,-0.05628,0.02203,0.40054
19,mask_home,0.02608,-0.10406,0.16619,0.02113,-0.05247,0.20574
19,mask_conference,0.15731,0.22455,0.10562,-0.10896,-0.14039,0.34337
20,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
20,mask_work,-0.03010,0.36201,-0.21166,-0.06082,0.02253,0.42540
20,mask_home,0.02642,-0.11033,0.17446,0.02309,-0.05443,0.21634
20,mask_conference,0.16567,0.23828,0.11187,-0.11198,-0.14729,0.36190
21,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
21,mask_work,-0.03009,0.38450,-0.22417,-0.06557,0.02306,0.45147
21,mask_home,0.02791,-0.11719,0.18323,0.02317,-0.05739,0.22785
21,mask_conference,0.17501,0.25085,0.11746,-0.11688,-0.15465,0.38069
22,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
22,mask_work,-0.03154,0.40680,-0.23692,-0.07045,0.02359,0.47763
22,mask_home,0.03064,-0.12316,0.19272,0.02219,-0.06142,0.23982
22,mask_conference,0.18389,0.26217,0.12356,-0.12137,-0.16180,0.39841
23,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
23,mask_work,-0.03210,0.43013,-0.25014,-0.07537,0.02414,0.50485
23,mask_home,0.03107,-0.12284,0.20115,0.02535,-0.06390,0.24747
23,mask_conference,0.19428,0.27295,0.13009,-0.12697,-0.16968,0.41723
24,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
24,mask_work,-0.03308,0.45338,-0.26341,-0.08020,0.02463,0.53205
24,mask_home,0.03232,-0.12638,0.20994,0.02714,-0.06674,0.25745
24,mask_conference,0.20483,0.28244,0.13714,-0.13255,-0.17756,0.43546
25,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
25,mask_work,-0.03440,0.47659,-0.27707,-0.08550,0.02532,0.55950
25,mask_home,0.03268,-0.12939,0.21768,0.02922,-0.06889,0.26607
25,mask_conference,0.21352,0.29524,0.14304,-0.13582,-0.18431,0.45348
26,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
26,mask_work,-0.03531,0.49984,-0.29070,-0.09063,0.02594,0.58693
26,mask_home,0.03244,-0.13277,0.22592,0.03277,-0.07063,0.27529
26,mask_conference,0.22238,0.30659,0.14865,-0.14021,-0.19124,0.47093
27,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
27,mask_work,-0.03641,0.50000,-0.30488,-0.09588,0.02656,0.59513
27,mask_home,0.03153,-0.13720,0.23351,0.03668,-0.07173,0.28431
27,mask_conference,0.23037,0.32210,0.15332,-0.14217,-0.19725,0.48933
28,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
28,mask_work,-0.03758,0.50000,-0.31877,-0.10125,0.02727,0.60334
28,mask_home,0.03047,-0.14249,0.24002,0.04021,-0.07239,0.29274
28,mask_conference,0.23878,0.33480,0.15885,-0.14536,-0.20381,0.50696
29,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
29,mask_work,-0.03847,0.50000,-0.33294,-0.10666,0.02796,0.61195
29,mask_home,0.03172,-0.14469,0.24798,0.04116,-0.07531,0.30133
29,mask_conference,0.24759,0.34701,0.16518,-0.14838,-0.21062,0.52477
30,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
30,mask_work,-0.03861,0.50000,-0.34618,-0.11175,0.02861,0.62019
30,mask_home,0.03334,-0.14942,0.25586,0.04118,-0.07832,0.31102
30,mask_conference,0.25595,0.35947,0.17077,-0.15126,-0.21703,0.54210
31,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
31,mask_work,-0.03950,0.50000,-0.36041,-0.11707,0.02925,0.62930
31,mask_home,0.03405,-0.15330,0.26349,0.04243,-0.08074,0.32001
31,mask_conference,0.26412,0.37214,0.17624,-0.15384,-0.22326,0.55930
32,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
32,mask_work,-0.03937,0.50000,-0.37359,-0.12214,0.02989,0.63791
32,mask_home,0.03302,-0.15753,0.27063,0.04648,-0.08169,0.32860
32,mask_conference,0.27307,0.38496,0.18079,-0.15735,-0.22958,0.57698
33,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
33,mask_work,-0.04063,0.50000,-0.38657,-0.12728,0.03053,0.64670
