circumstance,outcome,authenticity,cost,positive_pct,neutral_pct,negative_pct
work,-1.2569,-0.1020,-0.1740,0.1296,0.2380,0.6324
home,-0.6389,-0.1022,-0.1776,0.1620,0.4204,0.4176
conference,-0.3935,-0.1023,-0.1757,0.2370,0.3685,0.3944
