circumstance,outcome,authenticity,cost,positive_pct,neutral_pct,negative_pct
work,-0.7569,-0.1056,-0.1579,0.1602,0.3769,0.4630
home,-0.4583,-0.1040,-0.1734,0.1981,0.4204,0.3815
conference,-0.2500,-0.1047,-0.1607,0.2472,0.4056,0.3472
