circumstance,outcome,authenticity,cost,positive_pct,neutral_pct,negative_pct
work,-0.6389,-0.1109,-0.1367,0.1694,0.4056,0.4250
home,-0.5833,-0.1024,-0.1665,0.1630,0.4407,0.3963
conference,-0.6111,-0.1058,-0.1459,0.2000,0.3556,0.4444
