episode,mask,o,c,e,a,n,norm
33,mask_work,-0.45661,0.00304,-0.46705,-0.46809,-0.27888,0.85060
33,mask_home,-0.18887,-0.35350,-0.08809,-0.43153,-0.40496,0.72014
33,mask_conference,-0.08510,0.10716,-0.15019,-0.26691,-0.45907,0.56857
34,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
34,mask_work,-0.45840,0.00412,-0.46969,-0.47064,-0.28059,0.85497
34,mask_home,-0.19440,-0.35338,-0.09370,-0.43701,-0.40539,0.72579
34,mask_conference,-0.08664,0.10735,-0.15295,-0.27009,-0.46078,0.57245
35,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
35,mask_work,-0.45978,0.00511,-0.47211,-0.47299,-0.28223,0.85889
35,mask_home,-0.19976,-0.35305,-0.09911,-0.44205,-0.40565,0.73098
35,mask_conference,-0.08799,0.10740,-0.15537,-0.27300,-0.46236,0.57595
36,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
36,mask_work,-0.46087,0.00605,-0.47434,-0.47515,-0.28382,0.86241
36,mask_home,-0.20485,-0.35249,-0.10428,-0.44669,-0.40584,0.73574
36,mask_conference,-0.08943,0.10730,-0.15783,-0.27597,-0.46367,0.57929
37,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
37,mask_work,-0.46164,0.00690,-0.47640,-0.47714,-0.28532,0.86555
37,mask_home,-0.20958,-0.35193,-0.10916,-0.45095,-0.40601,0.74020
37,mask_conference,-0.09105,0.10703,-0.16044,-0.27912,-0.46468,0.58252
38,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
38,mask_work,-0.46220,0.00773,-0.47828,-0.47897,-0.28678,0.86838
38,mask_home,-0.21400,-0.35121,-0.11372,-0.45487,-0.40617,0.74429
38,mask_conference,-0.09235,0.10689,-0.16273,-0.28184,-0.46569,0.58544
39,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
39,mask_work,-0.46255,0.00854,-0.48002,-0.48065,-0.28817,0.87092
39,mask_home,-0.21863,-0.35044,-0.11861,-0.45848,-0.40600,0.74814
39,mask_conference,-0.09390,0.10635,-0.16518,-0.28492,-0.46634,0.58827
40,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
40,mask_work,-0.46261,0.00943,-0.48162,-0.48220,-0.28957,0.87316
40,mask_home,-0.22292,-0.34976,-0.12317,-0.46181,-0.40583,0.75177
40,mask_conference,-0.09560,0.10562,-0.16762,-0.28804,-0.46681,0.59099
41,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
41,mask_work,-0.46264,0.01020,-0.48309,-0.48362,-0.29090,0.87523
41,mask_home,-0.22708,-0.34900,-0.12762,-0.46486,-0.40557,0.75514
41,mask_conference,-0.09728,0.10479,-0.17000,-0.29115,-0.46712,0.59356
42,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
42,mask_work,-0.46231,0.01095,-0.48444,-0.48493,-0.29226,0.87699
42,mask_home,-0.23091,-0.34823,-0.13179,-0.46767,-0.40538,0.75829
42,mask_conference,-0.09875,0.10399,-0.17221,-0.29404,-0.46738,0.59592
43,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
43,mask_work,-0.46166,0.01167,-0.48569,-0.48614,-0.29366,0.87848
43,mask_home,-0.23446,-0.34747,-0.13573,-0.47026,-0.40520,0.76123
43,mask_conference,-0.09996,0.10323,-0.17421,-0.29669,-0.46762,0.59807
44,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
44,mask_work,-0.46080,0.01232,-0.48683,-0.48725,-0.29504,0.87974
44,mask_home,-0.23766,-0.34664,-0.13926,-0.47264,-0.40510,0.76389
44,mask_conference,-0.10115,0.10237,-0.17614,-0.29931,-0.46775,0.60009
45,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
45,mask_work,-0.45988,0.01287,-0.48789,-0.48827,-0.29638,0.88087
45,mask_home,-0.24078,-0.34586,-0.14273,-0.47483,-0.40489,0.76640
45,mask_conference,-0.10235,0.10157,-0.17820,-0.30197,-0.46774,0.60210
46,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
46,mask_work,-0.45883,0.01332,-0.48885,-0.48921,-0.29769,0.88183
46,mask_home,-0.24366,-0.34510,-0.14600,-0.47684,-0.40473,0.76874
46,mask_conference,-0.10377,0.10073,-0.18040,-0.30475,-0.46759,0.60413
47,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
47,mask_work,-0.45767,0.01377,-0.48955,-0.49007,-0.29901,0.88254
47,mask_home,-0.24640,-0.34444,-0.14917,-0.47869,-0.40452,0.77096
47,mask_conference,-0.10555,0.10002,-0.18288,-0.30766,-0.46731,0.60632
48,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
48,mask_work,-0.45640,0.01417,-0.48999,-0.49086,-0.30032,0.88302
48,mask_home,-0.24902,-0.34372,-0.15226,-0.48040,-0.40429,0.77303
48,mask_conference,-0.10731,0.09933,-0.18541,-0.31056,-0.46693,0.60847
49,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
49,mask_work,-0.45507,0.01447,-0.49021,-0.49159,-0.30158,0.88330
49,mask_home,-0.25154,-0.34295,-0.15526,-0.48197,-0.40405,0.77495
49,mask_conference,-0.10905,0.09865,-0.18790,-0.31340,-0.46651,0.61056
50,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
50,mask_work,-0.45354,0.01477,-0.49018,-0.49227,-0.30285,0.88331
50,mask_home,-0.25391,-0.34234,-0.15817,-0.48341,-0.40379,0.77680
50,mask_conference,-0.11067,0.09791,-0.19031,-0.31620,-0.46602,0.61255
