circumstance,outcome,authenticity,cost,positive_pct,neutral_pct,negative_pct
work,-0.6042,-0.1056,-0.1568,0.1861,0.3861,0.4278
home,-0.4028,-0.1039,-0.1644,0.1991,0.4407,0.3602
conference,-0.3519,-0.1064,-0.1581,0.2241,0.4111,0.3648
