episode,interactions,total_reward,mean_reward,entropy_work,entropy_home,entropy_conference
1,27,-23.9710,-0.8878,1.8366,2.4194,1.8911
2,27,-19.5290,-0.7233,2.4613,2.6144,2.4807
3,27,-17.1730,-0.6360,2.4564,2.5450,2.5336
4,27,-32.3650,-1.1987,2.4810,2.4812,2.6395
5,27,-35.5490,-1.3166,2.5079,2.5396,2.6975
6,27,-27.6230,-1.0231,2.4898,2.5087,2.6810
7,27,-39.6190,-1.4674,2.4863,2.6017,2.7060
8,27,-32.1730,-1.1916,2.4974,2.6253,2.6816
9,27,-42.1010,-1.5593,2.5056,2.6742,2.6245
10,27,-9.7270,-0.3603,2.5444,2.6737,2.6088
11,27,-12.0710,-0.4471,2.6368,2.6741,2.5648
12,27,-24.6490,-0.9129,2.6378,2.6486,2.6077
13,27,-4.7150,-0.1746,2.6685,2.6402,2.5478
14,27,-18.1150,-0.6709,2.6605,2.6128,2.5728
15,27,-20.4110,-0.7560,2.6529,2.5654,2.5238
16,27,-4.6670,-0.1729,2.6694,2.6118,2.4798
17,27,-12.2450,-0.4535,2.6686,2.5529,2.3976
18,27,-14.5770,-0.5399,2.6694,2.4943,2.3795
19,27,-12.0410,-0.4460,2.6530,2.4137,2.4002
20,27,-6.9750,-0.2583,2.6031,2.3751,2.4414
21,27,-7.0770,-0.2621,2.5528,2.3299,2.4544
22,27,-27.4970,-1.0184,2.5041,2.2802,2.4029
23,27,-12.3410,-0.4571,2.5040,2.2386,2.3981
24,27,-15.0390,-0.5570,2.4360,2.2256,2.3226
25,27,-14.9490,-0.5537,2.3520,2.2973,2.3260
26,27,-34.7570,-1.2873,2.3532,2.2981,2.3566
27,27,-17.3950,-0.6443,2.3095,2.3130,2.4355
28,27,-9.6310,-0.3567,2.2831,2.2661,2.4373
29,27,-22.3650,-0.8283,2.2418,2.3213,2.4637
30,27,-27.2690,-1.0100,2.3252,2.3493,2.4332
31,27,-19.0850,-0.7069,2.3460,2.3457,2.4240
32,27,-27.0710,-1.0026,2.3450,2.3856,2.4378
33,27,-24.2050,-0.8965,2.3289,2.4054,2.4938
34,27,-27.5570,-1.0206,2.3467,2.4575,2.5247
35,27,-33.8930,-1.2553,2.4091,2.4015,2.5854
36,27,-11.9330,-0.4420,2.3938,2.3861,2.5510
37,27,-19.1930,-0.7109,2.4009,2.4047,2.5394
38,27,-12.3110,-0.4560,2.3981,2.4055,2.5714
39,27,-17.5810,-0.6511,2.3587,2.4470,2.5572
40,27,-32.0890,-1.1885,2.2809,2.4405,2.5635
41,27,-22.5150,-0.8339,2.2761,2.4384,2.5944
42,27,-29.4870,-1.0921,2.2929,2.4509,2.5971
43,27,-34.1630,-1.2653,2.2929,2.4484,2.6426
44,27,-22.3650,-0.8283,2.3475,2.4343,2.6598
45,27,-17.0830,-0.6327,2.2858,2.4236,2.6874
