update,episode,circumstance,mask,partner,style,outcome,chosen_regret,o,c,e,a,n,step_o,step_c,step_e,step_a,step_n
978,37,work,mask_work,bob,joke_deflect,rejected,-0.3951,0.00000,0.00000,-0.00000,-0.00000,-0.00000,0.000000,0.000000,0.000000,0.000000,-0.000000
979,37,work,mask_work,carol,help_after_task,tolerated,1.6158,0.00000,0.00000,-0.00000,-0.00000,-0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
980,37,work,mask_work,dave,pair_up,rejected,-0.7809,-0.00000,0.00000,-0.00000,-0.00000,0.00000,-0.000000,0.000000,0.000000,0.000000,0.000000
981,37,work,mask_work,bob,teach,tolerated,1.9789,0.00000,0.00000,-0.00000,-0.00000,-0.00000,0.000000,0.000000,0.000000,0.000000,-0.000000
982,37,home,mask_home,carol,pair_up,accepted,2.0442,-0.00000,-0.00000,0.00000,0.00000,0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
983,37,home,mask_home,dave,quick_tip,accepted,1.5787,0.00000,-0.00000,0.00000,-0.00000,-0.00000,0.000000,0.000000,0.000000,-0.000000,-0.000000
984,37,home,mask_home,bob,pair_up,rejected,-0.6925,-0.00000,-0.00000,-0.00000,-0.00000,0.00000,-0.000000,0.000000,-0.000000,0.000000,0.000000
985,37,home,mask_home,carol,drop_everything,accepted,1.9722,-0.00000,-0.00000,0.00000,0.00000,0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
986,37,home,mask_home,dave,drop_everything,rejected,-3.3336,0.00000,-0.00000,0.00000,-0.00000,-0.00000,0.000000,0.000000,0.000000,-0.000000,-0.000000
987,37,home,mask_home,bob,joke_deflect,rejected,-0.5206,-0.00000,-0.00000,-0.00000,0.00000,0.00000,-0.000000,0.000000,-0.000000,0.000000,0.000000
988,37,home,mask_home,carol,drop_everything,accepted,1.9722,-0.00000,-0.00000,0.00000,0.00000,0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
989,37,home,mask_home,dave,joke_deflect,accepted,1.5684,0.00000,-0.00000,0.00000,-0.00000,-0.00000,0.000000,0.000000,0.000000,-0.000000,-0.000000
990,37,home,mask_home,bob,quick_tip,tolerated,1.6990,-0.00000,-0.00000,-0.00000,-0.00000,0.00000,-0.000000,0.000000,-0.000000,0.000000,0.000000
991,37,conference,mask_conference,carol,quick_tip,rejected,-2.1740,0.00000,0.00000,0.00000,0.00000,-0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
992,37,conference,mask_conference,dave,quick_tip,accepted,1.8085,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.000000,0.000000,0.000000,-0.000000,0.000000
993,37,conference,mask_conference,bob,quick_tip,rejected,-0.9050,0.00000,0.00000,-0.00000,-0.00000,-0.00000,0.000000,0.000000,-0.000000,0.000000,0.000000
994,37,conference,mask_conference,carol,quick_tip,rejected,-2.1740,0.00000,0.00000,0.00000,0.00000,-0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
995,37,conference,mask_conference,dave,quick_tip,accepted,1.8085,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.000000,0.000000,0.000000,-0.000000,0.000000
996,37,conference,mask_conference,bob,drop_everything,rejected,-1.1330,0.00000,0.00000,-0.00000,-0.00000,-0.00000,0.000000,0.000000,-0.000000,0.000000,0.000000
997,37,conference,mask_conference,carol,pair_up,accepted,2.6700,0.00000,0.00000,0.00000,0.00000,-0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
998,37,conference,mask_conference,dave,pair_up,accepted,1.6525,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.000000,0.000000,0.000000,-0.000000,0.000000
999,37,conference,mask_conference,bob,drop_everything,rejected,-1.1330,0.00000,0.00000,-0.00000,-0.00000,-0.00000,0.000000,0.000000,-0.000000,0.000000,0.000000
1000,38,work,mask_work,carol,drop_everything,rejected,-0.9264,0.00000,0.00000,-0.00000,-0.00000,-0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
1001,38,work,mask_work,dave,pair_up,rejected,-0.7809,-0.00000,0.00000,-0.00000,-0.00000,0.00000,-0.000000,0.000000,0.000000,0.000000,0.000000
1002,38,work,mask_work,bob,pair_up,rejected,-0.5271,0.00000,0.00000,-0.00000,-0.00000,-0.00000,0.000000,0.000000,0.000000,0.000000,-0.000000
1003,38,work,mask_work,carol,drop_everything,rejected,-0.9264,0.00000,0.00000,-0.00000,-0.00000,-0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
1004,38,work,mask_work,dave,pair_up,rejected,-0.7809,-0.00000,0.00000,-0.00000,-0.00000,0.00000,-0.000000,0.000000,0.000000,0.000000,0.000000
1005,38,work,mask_work,bob,pair_up,rejected,-0.5271,0.00000,0.00000,-0.00000,-0.00000,-0.00000,0.000000,0.000000,0.000000,0.000000,-0.000000
1006,38,work,mask_work,carol,drop_everything,rejected,-0.9264,0.00000,0.00000,-0.00000,-0.00000,-0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
1007,38,work,mask_work,dave,quick_tip,accepted,4.3751,-0.00000,0.00000,-0.00000,-0.00000,0.00000,-0.000000,0.000000,0.000000,0.000000,0.000000
1008,38,work,mask_work,bob,joke_deflect,rejected,-0.3951,0.00000,0.00000,-0.00000,-0.00000,-0.00000,0.000000,0.000000,0.000000,0.000000,-0.000000
1009,38,home,mask_home,carol,drop_everything,accepted,1.9722,-0.00000,-0.00000,0.00000,0.00000,0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
1010,38,home,mask_home,dave,teach,rejected,-3.3599,0.00000,-0.00000,0.00000,-0.00000,-0.00000,0.000000,0.000000,0.000000,-0.000000,-0.000000
1011,38,home,mask_home,bob,quick_tip,tolerated,1.6990,-0.00000,-0.00000,-0.00000,-0.00000,0.00000,-0.000000,0.000000,-0.000000,0.000000,0.000000
1012,38,home,mask_home,carol,drop_everything,accepted,1.9722,-0.00000,-0.00000,0.00000,0.00000,0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
1013,38,home,mask_home,dave,pair_up,accepted,1.4454,0.00000,-0.00000,0.00000,-0.00000,-0.00000,0.000000,0.000000,0.000000,-0.000000,-0.000000
1014,38,home,mask_home,bob,drop_everything,rejected,-0.6972,0.00000,-0.00000,0.00000,-0.00000,-0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
1015,38,home,mask_home,carol,teach,rejected,-2.9498,-0.00000,-0.00000,0.00000,0.00000,0.00000,-0.000000,0.000000,0.000000,0.000000,0.000000
1016,38,home,mask_home,dave,teach,rejected,-3.3599,0.00000,-0.00000,0.00000,-0.00000,-0.00000,0.000000,0.000000,0.000000,-0.000000,-0.000000
1017,38,home,mask_home,bob,drop_everything,tolerated,1.2241,-0.00000,-0.00000,-0.00000,0.00000,0.00000,-0.000000,0.000000,-0.000000,0.000000,0.000000
1018,38,conference,mask_conference,carol,pair_up,accepted,2.6700,0.00000,0.00000,0.00000,0.00000,-0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
1019,38,conference,mask_conference,dave,drop_everything,rejected,-3.4195,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.000000,0.000000,0.000000,-0.000000,0.000000
1020,38,conference,mask_conference,bob,drop_everything,rejected,-1.1330,0.00000,0.00000,-0.00000,-0.00000,-0.00000,0.000000,0.000000,-0.000000,0.000000,0.000000
1021,38,conference,mask_conference,carol,teach,accepted,2.6760,0.00000,0.00000,0.00000,0.00000,-0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
1022,38,conference,mask_conference,dave,quick_tip,accepted,1.8085,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.000000,0.000000,0.000000,-0.000000,0.000000
1023,38,conference,mask_conference,bob,joke_deflect,tolerated,1.3354,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
1024,38,conference,mask_conference,carol,drop_everything,rejected,-2.4020,0.00000,0.00000,0.00000,0.00000,-0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
1025,38,conference,mask_conference,dave,teach,tolerated,-0.9636,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.000000,0.000000,0.000000,-0.000000,0.000000
1026,38,conference,mask_conference,bob,teach,tolerated,1.4376,0.00000,0.00000,-0.00000,-0.00000,-0.00000,0.000000,0.000000,-0.000000,0.000000,0.000000
1027,39,work,mask_work,carol,joke_deflect,rejected,-0.7224,0.00000,0.00000,-0.00000,-0.00000,-0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
1028,39,work,mask_work,dave,joke_deflect,rejected,-0.6489,-0.00000,0.00000,-0.00000,-0.00000,0.00000,-0.000000,0.000000,0.000000,0.000000,0.000000
1029,39,work,mask_work,bob,drop_everything,rejected,-0.5991,0.00000,0.00000,-0.00000,-0.00000,-0.00000,0.000000,0.000000,0.000000,0.000000,-0.000000
1030,39,work,mask_work,carol,drop_everything,rejected,-0.9264,0.00000,0.00000,-0.00000,-0.00000,-0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
1031,39,work,mask_work,dave,joke_deflect,rejected,-0.6489,-0.00000,0.00000,-0.00000,-0.00000,0.00000,-0.000000,0.000000,0.000000,0.000000,0.000000
1032,39,work,mask_work,bob,quick_tip,tolerated,1.9519,-0.00000,0.00000,-0.00000,-0.00000,0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
1033,39,work,mask_work,carol,drop_everything,rejected,-0.9264,0.00000,0.00000,-0.00000,-0.00000,-0.00000,0.000000,0.000000,0.000000,0.000000,-0.000000
1034,39,work,mask_work,dave,joke_deflect,rejected,-0.6489,-0.00000,0.00000,-0.00000,-0.00000,0.00000,-0.000000,0.000000,0.000000,0.000000,0.000000
1035,39,work,mask_work,bob,joke_deflect,rejected,-0.4204,0.00000,0.00000,-0.00000,-0.00000,-0.00000,0.000000,0.000000,0.000000,0.000000,-0.000000
1036,39,home,mask_home,carol,drop_everything,accepted,1.9722,-0.00000,-0.00000,0.00000,0.00000,0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
1037,39,home,mask_home,dave,joke_deflect,accepted,1.5856,0.00000,-0.00000,0.00000,-0.00000,-0.00000,0.000000,0.000000,0.000000,-0.000000,-0.000000
1038,39,home,mask_home,bob,pair_up,rejected,-0.7033,-0.00000,-0.00000,-0.00000,-0.00000,0.00000,-0.000000,0.000000,-0.000000,0.000000,0.000000
1039,39,home,mask_home,carol,drop_everything,accepted,1.9722,-0.00000,-0.00000,0.00000,0.00000,0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
1040,39,home,mask_home,dave,pair_up,accepted,1.4536,0.00000,-0.00000,0.00000,-0.00000,-0.00000,0.000000,0.000000,0.000000,-0.000000,-0.000000
1041,39,home,mask_home,bob,help_after_task,rejected,-0.8782,-0.00000,-0.00000,0.00000,-0.00000,0.00000,-0.000000,0.000000,0.000000,0.000000,0.000000
1042,39,home,mask_home,carol,pair_up,accepted,2.0442,-0.00000,-0.00000,0.00000,0.00000,0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
1043,39,home,mask_home,dave,teach,tolerated,-1.2059,0.00000,-0.00000,0.00000,-0.00000,-0.00000,0.000000,0.000000,0.000000,-0.000000,-0.000000
1044,39,home,mask_home,bob,joke_deflect,rejected,-0.5303,-0.00000,-0.00000,-0.00000,0.00000,0.00000,-0.000000,0.000000,-0.000000,0.000000,0.000000
1045,39,conference,mask_conference,carol,drop_everything,rejected,-2.4020,0.00000,0.00000,0.00000,0.00000,-0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
1046,39,conference,mask_conference,dave,drop_everything,rejected,-3.4263,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.000000,0.000000,0.000000,-0.000000,0.000000
1047,39,conference,mask_conference,bob,pair_up,tolerated,1.0396,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
1048,39,conference,mask_conference,carol,quick_tip,rejected,-2.1740,0.00000,0.00000,0.00000,0.00000,-0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
1049,39,conference,mask_conference,dave,teach,rejected,-3.1176,0.00000,-0.00000,0.00000,-0.00000,-0.00000,0.000000,-0.000000,0.000000,-0.000000,0.000000
1050,39,conference,mask_conference,bob,joke_deflect,rejected,-0.5767,0.00000,0.00000,-0.00000,0.00000,-0.00000,0.000000,0.000000,-0.000000,0.000000,0.000000
1051,39,conference,mask_conference,carol,drop_everything,rejected,-2.4020,0.00000,0.00000,0.00000,0.00000,-0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
1052,39,conference,mask_conference,dave,quick_tip,accepted,1.8139,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.000000,0.000000,0.000000,-0.000000,0.000000
1053,39,conference,mask_conference,bob,joke_deflect,rejected,-0.5767,0.00000,0.00000,-0.00000,0.00000,-0.00000,0.000000,0.000000,-0.000000,0.000000,0.000000
1054,40,work,mask_work,carol,drop_everything,rejected,-0.9264,0.00000,0.00000,-0.00000,-0.00000,-0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
1055,40,work,mask_work,dave,pair_up,rejected,-0.7809,-0.00000,0.00000,-0.00000,-0.00000,0.00000,-0.000000,0.000000,0.000000,0.000000,0.000000
1056,40,work,mask_work,bob,pair_up,rejected,-0.5524,0.00000,0.00000,-0.00000,-0.00000,-0.00000,0.000000,0.000000,0.000000,0.000000,-0.000000
1057,40,work,mask_work,carol,quick_tip,tolerated,1.6357,0.00000,0.00000,-0.00000,-0.00000,0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
1058,40,work,mask_work,dave,teach,tolerated,1.5364,-0.00000,0.00000,-0.00000,-0.00000,0.00000,-0.000000,0.000000,0.000000,0.000000,0.000000
1059,40,work,mask_work,bob,quick_tip,tolerated,1.9519,-0.00000,0.00000,-0.00000,-0.00000,0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
1060,40,work,mask_work,carol,teach,accepted,4.1419,0.00000,0.00000,-0.00000,-0.00000,-0.00000,0.000000,0.000000,0.000000,0.000000,-0.000000
1061,40,work,mask_work,dave,teach,tolerated,1.5364,-0.00000,0.00000,-0.00000,-0.00000,0.00000,-0.000000,0.000000,0.000000,0.000000,0.000000
1062,40,work,mask_work,bob,drop_everything,rejected,-0.6433,0.00000,0.00000,-0.00000,-0.00000,0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
1063,40,home,mask_home,carol,pair_up,accepted,2.0442,-0.00000,-0.00000,0.00000,0.00000,0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
1064,40,home,mask_home,dave,joke_deflect,accepted,1.5787,0.00000,-0.00000,0.00000,-0.00000,-0.00000,0.000000,0.000000,0.000000,-0.000000,-0.000000
1065,40,home,mask_home,bob,pair_up,tolerated,1.1620,-0.00000,-0.00000,0.00000,0.00000,-0.00000,-0.000000,0.000000,0.000000,0.000000,0.000000
1066,40,home,mask_home,carol,quick_tip,rejected,-2.6405,-0.00000,-0.00000,0.00000,0.00000,0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
1067,40,home,mask_home,dave,joke_deflect,accepted,1.5787,0.00000,-0.00000,0.00000,-0.00000,-0.00000,0.000000,0.000000,0.000000,-0.000000,-0.000000
1068,40,home,mask_home,bob,joke_deflect,tolerated,1.3409,0.00000,-0.00000,0.00000,-0.00000,-0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
1069,40,home,mask_home,carol,drop_everything,accepted,1.9987,-0.00000,-0.00000,0.00000,0.00000,0.00000,-0.000000,0.000000,0.000000,0.000000,0.000000
1070,40,home,mask_home,dave,pair_up,accepted,1.4467,0.00000,-0.00000,0.00000,-0.00000,-0.00000,0.000000,0.000000,0.000000,-0.000000,-0.000000
1071,40,home,mask_home,bob,drop_everything,rejected,-0.7145,0.00000,-0.00000,0.00000,-0.00000,-0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
1072,40,conference,mask_conference,carol,drop_everything,rejected,-2.4020,0.00000,0.00000,0.00000,0.00000,-0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
1073,40,conference,mask_conference,dave,joke_deflect,accepted,1.7899,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.000000,0.000000,0.000000,-0.000000,0.000000
1074,40,conference,mask_conference,bob,pair_up,rejected,-0.7966,0.00000,0.00000,-0.00000,-0.00000,-0.00000,0.000000,0.000000,-0.000000,0.000000,0.000000
1075,40,conference,mask_conference,carol,pair_up,accepted,2.6700,0.00000,0.00000,0.00000,0.00000,-0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
1076,40,conference,mask_conference,dave,joke_deflect,accepted,1.7899,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.000000,0.000000,0.000000,-0.000000,0.000000
1077,40,conference,mask_conference,bob,quick_tip,rejected,-0.8972,0.00000,0.00000,-0.00000,-0.00000,-0.00000,0.000000,0.000000,-0.000000,0.000000,0.000000
1078,40,conference,mask_conference,carol,teach,accepted,2.6760,0.00000,0.00000,0.00000,0.00000,-0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
1079,40,conference,mask_conference,dave,pair_up,accepted,1.6579,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.000000,0.000000,0.000000,-0.000000,0.000000
1080,40,conference,mask_conference,bob,drop_everything,rejected,-1.1252,0.00000,0.00000,-0.00000,-0.00000,-0.00000,0.000000,0.000000,-0.000000,0.000000,0.000000
1081,41,work,mask_work,carol,joke_deflect,rejected,-0.7321,0.00000,0.00000,-0.00000,-0.00000,-0.00000,0.000000,0.000000,0.000000,0.000000,-0.000000
1082,41,work,mask_work,dave,quick_tip,accepted,4.3594,-0.00000,0.00000,-0.00000,-0.00000,0.00000,-0.000000,0.000000,0.000000,0.000000,0.000000
1083,41,work,mask_work,bob,joke_deflect,rejected,-0.4393,0.00000,0.00000,-0.00000,-0.00000,0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
1084,41,work,mask_work,carol,pair_up,rejected,-0.8641,0.00000,0.00000,-0.00000,-0.00000,-0.00000,0.000000,0.000000,0.000000,0.000000,-0.000000
1085,41,work,mask_work,dave,joke_deflect,rejected,-0.6646,-0.00000,0.00000,-0.00000,-0.00000,0.00000,-0.000000,0.000000,0.000000,0.000000,0.000000
1086,41,work,mask_work,bob,joke_deflect,rejected,-0.4393,0.00000,0.00000,-0.00000,-0.00000,0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
1087,41,work,mask_work,carol,help_after_task,tolerated,1.6060,0.00000,0.00000,-0.00000,-0.00000,-0.00000,0.000000,0.000000,0.000000,0.000000,-0.000000
1088,41,work,mask_work,dave,joke_deflect,rejected,-0.6646,-0.00000,0.00000,-0.00000,-0.00000,0.00000,-0.000000,0.000000,0.000000,0.000000,0.000000
1089,41,work,mask_work,bob,joke_deflect,rejected,-0.4393,0.00000,0.00000,-0.00000,-0.00000,0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
1090,41,home,mask_home,carol,drop_everything,accepted,1.9987,-0.00000,-0.00000,0.00000,0.00000,0.00000,-0.000000,0.000000,0.000000,0.000000,0.000000
1091,41,home,mask_home,dave,teach,rejected,-3.3599,0.00000,-0.00000,0.00000,-0.00000,-0.00000,0.000000,0.000000,0.000000,-0.000000,-0.000000
1092,41,home,mask_home,bob,joke_deflect,tolerated,1.3490,0.00000,-0.00000,0.00000,-0.00000,-0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
1093,41,home,mask_home,carol,joke_deflect,tolerated,-0.5825,-0.00000,-0.00000,0.00000,0.00000,0.00000,-0.000000,0.000000,0.000000,0.000000,0.000000
1094,41,home,mask_home,dave,joke_deflect,accepted,1.5862,0.00000,-0.00000,0.00000,-0.00000,-0.00000,0.000000,0.000000,0.000000,-0.000000,-0.000000
1095,41,home,mask_home,bob,teach,rejected,-0.9011,-0.00000,-0.00000,0.00000,-0.00000,0.00000,-0.000000,0.000000,0.000000,0.000000,0.000000
1096,41,home,mask_home,carol,quick_tip,tolerated,-0.4147,-0.00000,-0.00000,0.00000,0.00000,0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
1097,41,home,mask_home,dave,drop_everything,tolerated,-1.3946,0.00000,-0.00000,0.00000,-0.00000,-0.00000,0.000000,0.000000,0.000000,-0.000000,-0.000000
1098,41,home,mask_home,bob,joke_deflect,rejected,-0.5424,-0.00000,-0.00000,-0.00000,0.00000,0.00000,-0.000000,0.000000,-0.000000,0.000000,0.000000
1099,41,conference,mask_conference,carol,pair_up,accepted,2.6700,0.00000,0.00000,0.00000,0.00000,-0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
1100,41,conference,mask_conference,dave,quick_tip,accepted,1.8139,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.000000,0.000000,0.000000,-0.000000,0.000000
1101,41,conference,mask_conference,bob,pair_up,rejected,-0.7966,0.00000,0.00000,-0.00000,-0.00000,-0.00000,0.000000,0.000000,-0.000000,0.000000,0.000000
1102,41,conference,mask_conference,carol,quick_tip,rejected,-2.1740,0.00000,0.00000,0.00000,0.00000,-0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
1103,41,conference,mask_conference,dave,pair_up,accepted,1.6579,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.000000,0.000000,0.000000,-0.000000,0.000000
1104,41,conference,mask_conference,bob,teach,tolerated,1.4651,0.00000,0.00000,-0.00000,-0.00000,-0.00000,0.000000,0.000000,-0.000000,0.000000,0.000000
1105,41,conference,mask_conference,carol,joke_deflect,rejected,-1.8758,0.00000,0.00000,0.00000,0.00000,-0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
1106,41,conference,mask_conference,dave,drop_everything,rejected,-3.4141,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.000000,0.000000,0.000000,-0.000000,0.000000
1107,41,conference,mask_conference,bob,joke_deflect,rejected,-0.5509,0.00000,0.00000,-0.00000,0.00000,-0.00000,0.000000,0.000000,-0.000000,0.000000,0.000000
1108,42,work,mask_work,carol,joke_deflect,rejected,-0.7364,0.00000,0.00000,-0.00000,-0.00000,-0.00000,0.000000,0.000000,0.000000,0.000000,-0.000000
1109,42,work,mask_work,dave,pair_up,rejected,-0.7966,-0.00000,0.00000,-0.00000,-0.00000,0.00000,-0.000000,0.000000,0.000000,0.000000,0.000000
1110,42,work,mask_work,bob,teach,tolerated,1.9347,0.00000,0.00000,-0.00000,-0.00000,0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
1111,42,work,mask_work,carol,quick_tip,rejected,-0.6031,0.00000,0.00000,-0.00000,-0.00000,-0.00000,0.000000,0.000000,0.000000,0.000000,-0.000000
1112,42,work,mask_work,dave,pair_up,rejected,-0.7966,-0.00000,0.00000,-0.00000,-0.00000,0.00000,-0.000000,0.000000,0.000000,0.000000,0.000000
1113,42,work,mask_work,bob,joke_deflect,rejected,-0.4393,0.00000,0.00000,-0.00000,-0.00000,0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
1114,42,work,mask_work,carol,pair_up,rejected,-0.8623,0.00000,0.00000,-0.00000,-0.00000,-0.00000,0.000000,0.000000,0.000000,0.000000,-0.000000
1115,42,work,mask_work,dave,quick_tip,accepted,4.3594,-0.00000,0.00000,-0.00000,-0.00000,0.00000,-0.000000,0.000000,0.000000,0.000000,0.000000
1116,42,work,mask_work,bob,quick_tip,tolerated,1.9519,-0.00000,0.00000,-0.00000,-0.00000,0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
1117,42,home,mask_home,carol,help_after_task,rejected,-2.9569,-0.00000,-0.00000,0.00000,0.00000,0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
1118,42,home,mask_home,dave,drop_everything,rejected,-3.3158,0.00000,-0.00000,0.00000,-0.00000,-0.00000,0.000000,0.000000,0.000000,-0.000000,-0.000000
1119,42,home,mask_home,bob,teach,rejected,-0.8944,-0.00000,-0.00000,0.00000,-0.00000,0.00000,-0.000000,0.000000,0.000000,0.000000,0.000000
1120,42,home,mask_home,carol,joke_deflect,rejected,-2.4929,-0.00000,-0.00000,0.00000,0.00000,0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
1121,42,home,mask_home,dave,pair_up,accepted,1.4552,0.00000,-0.00000,0.00000,-0.00000,-0.00000,0.000000,0.000000,0.000000,-0.000000,-0.000000
1122,42,home,mask_home,bob,joke_deflect,rejected,-0.5424,-0.00000,-0.00000,-0.00000,0.00000,0.00000,-0.000000,0.000000,-0.000000,0.000000,0.000000
1123,42,home,mask_home,carol,teach,rejected,-2.9411,-0.00000,-0.00000,0.00000,0.00000,0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
1124,42,home,mask_home,dave,pair_up,accepted,1.4552,0.00000,-0.00000,0.00000,-0.00000,-0.00000,0.000000,0.000000,0.000000,-0.000000,-0.000000
1125,42,home,mask_home,bob,pair_up,rejected,-0.6989,-0.00000,-0.00000,-0.00000,-0.00000,0.00000,-0.000000,0.000000,-0.000000,0.000000,0.000000
1126,42,conference,mask_conference,carol,pair_up,accepted,2.6792,0.00000,0.00000,0.00000,0.00000,-0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
1127,42,conference,mask_conference,dave,joke_deflect,accepted,1.7899,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.000000,0.000000,0.000000,-0.000000,0.000000
1128,42,conference,mask_conference,bob,joke_deflect,rejected,-0.5509,0.00000,0.00000,-0.00000,0.00000,-0.00000,0.000000,0.000000,-0.000000,0.000000,0.000000
1129,42,conference,mask_conference,carol,pair_up,accepted,2.6792,0.00000,0.00000,0.00000,0.00000,-0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
1130,42,conference,mask_conference,dave,quick_tip,accepted,1.8139,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.000000,0.000000,0.000000,-0.000000,0.000000
1131,42,conference,mask_conference,bob,teach,tolerated,1.4850,0.00000,0.00000,-0.00000,-0.00000,-0.00000,0.000000,0.000000,-0.000000,0.000000,0.000000
1132,42,conference,mask_conference,carol,teach,accepted,2.6852,0.00000,0.00000,0.00000,0.00000,-0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
1133,42,conference,mask_conference,dave,pair_up,accepted,1.6579,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.000000,0.000000,0.000000,-0.000000,0.000000
1134,42,conference,mask_conference,bob,joke_deflect,rejected,-0.5509,0.00000,0.00000,-0.00000,0.00000,-0.00000,0.000000,0.000000,-0.000000,0.000000,0.000000
1135,43,work,mask_work,carol,joke_deflect,rejected,-0.7303,0.00000,0.00000,-0.00000,-0.00000,-0.00000,0.000000,0.000000,0.000000,0.000000,-0.000000
1136,43,work,mask_work,dave,quick_tip,accepted,4.3594,-0.00000,0.00000,-0.00000,-0.00000,0.00000,-0.000000,0.000000,0.000000,0.000000,0.000000
1137,43,work,mask_work,bob,teach,tolerated,1.9199,0.00000,0.00000,-0.00000,-0.00000,0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
1138,43,work,mask_work,carol,drop_everything,rejected,-0.9343,0.00000,0.00000,-0.00000,-0.00000,-0.00000,0.000000,0.000000,0.000000,0.000000,-0.000000
1139,43,work,mask_work,dave,teach,tolerated,1.5364,-0.00000,0.00000,-0.00000,-0.00000,0.00000,-0.000000,0.000000,0.000000,0.000000,0.000000
1140,43,work,mask_work,bob,quick_tip,tolerated,1.9519,-0.00000,0.00000,-0.00000,-0.00000,0.00000,0.000000,0.000000,0.000000,0.000000,0.000000
1141,43,work,mask_work,carol,teach,accepted,4.1437,0.00000,0.00000,-0.00000,-0.00000,-0.00000,0.000000,0.000000,0.000000,0.000000,-0.000000
1142,43,work,mask_work,dave,pair_up,rejected,-0.8035,-0.00000,0.00000,-0.00000,-0.00000,0.00000,-0.000000,0.000000,0.000000,0.000000,0.000000
