circumstance,outcome,authenticity,cost,positive_pct,neutral_pct,negative_pct
work,-1.0949,-0.1209,-0.1196,0.1213,0.3194,0.5593
home,-1.1944,-0.1167,-0.1364,0.1167,0.2889,0.5944
conference,-0.9676,-0.1183,-0.1331,0.1556,0.3019,0.5426
