circumstance,outcome,authenticity,cost,positive_pct,neutral_pct,negative_pct
work,-0.7569,-0.1087,-0.1474,0.1528,0.3917,0.4556
home,-0.6134,-0.1027,-0.1605,0.1741,0.4065,0.4194
conference,-0.5370,-0.1046,-0.1503,0.2287,0.3278,0.4435
