episode,mask,o,c,e,a,n,norm
0,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1,mask_work,0.00001,0.01729,-0.03352,-0.01475,-0.00403,0.04070
1,mask_home,-0.00724,-0.00280,-0.01440,-0.01083,0.00586,0.02047
1,mask_conference,0.00588,-0.00596,0.03759,0.01451,-0.00260,0.04124
2,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2,mask_work,-0.00300,0.03333,-0.06478,-0.02868,-0.00739,0.07870
2,mask_home,-0.01447,-0.00806,-0.02431,-0.02118,0.01305,0.03852
2,mask_conference,0.01186,-0.01365,0.07641,0.02776,-0.00290,0.08333
3,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
3,mask_work,-0.00860,0.05025,-0.09835,-0.04335,-0.01037,0.11941
3,mask_home,-0.03014,-0.01455,-0.04864,-0.03412,0.02323,0.07204
3,mask_conference,0.01414,-0.02864,0.11332,0.03715,0.00375,0.12351
4,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
4,mask_work,-0.00674,0.06808,-0.12300,-0.05640,-0.01502,0.15236
4,mask_home,-0.04300,-0.02205,-0.05809,-0.03524,0.02684,0.08759
4,mask_conference,0.02142,-0.03090,0.13792,0.04875,-0.00004,0.15104
5,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
5,mask_work,-0.00375,0.08057,-0.14850,-0.06946,-0.01786,0.18358
5,mask_home,-0.05728,-0.02584,-0.08106,-0.04162,0.03065,0.11486
5,mask_conference,0.02680,-0.03863,0.16955,0.06114,-0.00101,0.18627
6,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
6,mask_work,-0.00291,0.09744,-0.17969,-0.08461,-0.02255,0.22239
6,mask_home,-0.07366,-0.02899,-0.11283,-0.05127,0.03545,0.15127
6,mask_conference,0.03304,-0.04298,0.19745,0.07235,-0.00345,0.21720
7,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
7,mask_work,-0.00169,0.11254,-0.20714,-0.09861,-0.02791,0.25706
7,mask_home,-0.09007,-0.03337,-0.14167,-0.05928,0.04008,0.18552
7,mask_conference,0.04083,-0.04467,0.22495,0.08520,-0.00897,0.24820
8,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
8,mask_work,0.00205,0.12804,-0.22695,-0.11065,-0.03498,0.28526
8,mask_home,-0.10433,-0.03498,-0.16565,-0.06642,0.04350,0.21413
8,mask_conference,0.04739,-0.04604,0.24629,0.09589,-0.01402,0.27279
9,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
9,mask_work,0.00414,0.14526,-0.24838,-0.12276,-0.04243,0.31573
9,mask_home,-0.11962,-0.03727,-0.19268,-0.07322,0.04654,0.24567
9,mask_conference,0.05368,-0.04612,0.26435,0.10478,-0.01883,0.29364
10,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
10,mask_work,0.00827,0.15587,-0.26196,-0.13133,-0.04801,0.33546
10,mask_home,-0.13374,-0.04025,-0.21561,-0.07987,0.05026,0.27368
10,mask_conference,0.06214,-0.04376,0.28408,0.11718,-0.02766,0.31777
11,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
11,mask_work,0.01101,0.17147,-0.28360,-0.14318,-0.05453,0.36528
11,mask_home,-0.14808,-0.04615,-0.23238,-0.08208,0.05334,0.29604
11,mask_conference,0.06976,-0.04222,0.30240,0.12809,-0.03510,0.34020
12,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
12,mask_work,0.01159,0.18667,-0.30579,-0.15505,-0.06177,0.39541
12,mask_home,-0.16701,-0.05279,-0.26386,-0.08897,0.05924,0.33425
12,mask_conference,0.07594,-0.04035,0.31507,0.13601,-0.04095,0.35615
13,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
13,mask_work,0.01434,0.20113,-0.32136,-0.16641,-0.06788,0.41980
13,mask_home,-0.18417,-0.05732,-0.29391,-0.09592,0.06335,0.36987
13,mask_conference,0.08306,-0.03892,0.33020,0.14567,-0.04780,0.37543
14,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
14,mask_work,0.01989,0.21822,-0.33961,-0.17893,-0.07448,0.44823
14,mask_home,-0.20141,-0.06375,-0.32427,-0.10227,0.06815,0.40606
14,mask_conference,0.08797,-0.03851,0.34043,0.15171,-0.05178,0.38834
15,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
15,mask_work,0.02255,0.23721,-0.36275,-0.19315,-0.08214,0.48210
15,mask_home,-0.21951,-0.07098,-0.35188,-0.10671,0.07290,0.44016
15,mask_conference,0.09536,-0.03721,0.35691,0.16275,-0.05962,0.40976
16,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
16,mask_work,0.02813,0.25550,-0.38681,-0.20759,-0.08912,0.51646
16,mask_home,-0.23850,-0.08160,-0.37588,-0.10855,0.07826,0.47195
16,mask_conference,0.10255,-0.03584,0.37237,0.17343,-0.06732,0.43020
17,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
17,mask_work,0.03083,0.27033,-0.40636,-0.22026,-0.09590,0.54485
17,mask_home,-0.25808,-0.09082,-0.40567,-0.11238,0.08358,0.50895
17,mask_conference,0.10914,-0.03600,0.38790,0.18375,-0.07403,0.45047
18,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18,mask_work,0.03326,0.28479,-0.42628,-0.23263,-0.10110,0.57294
18,mask_home,-0.27876,-0.10102,-0.43765,-0.11669,0.08961,0.54872
18,mask_conference,0.11624,-0.03577,0.40469,0.19541,-0.08189,0.47271
19,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
19,mask_work,0.03285,0.29623,-0.44251,-0.24306,-0.10531,0.59566
19,mask_home,-0.30045,-0.11177,-0.47267,-0.12196,0.09640,0.59190
19,mask_conference,0.12214,-0.03619,0.41862,0.20464,-0.08778,0.49097
20,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
20,mask_work,0.03575,0.30925,-0.46052,-0.25401,-0.10966,0.62092
20,mask_home,-0.32214,-0.12182,-0.50000,-0.12693,0.10277,0.62872
20,mask_conference,0.12922,-0.03601,0.43503,0.21662,-0.09596,0.51320
21,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
21,mask_work,0.03630,0.31669,-0.46981,-0.26066,-0.11249,0.63476
21,mask_home,-0.33944,-0.13214,-0.50000,-0.13171,0.10814,0.64166
21,mask_conference,0.13560,-0.03624,0.44995,0.22738,-0.10313,0.53338
22,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
22,mask_work,0.03987,0.33222,-0.48701,-0.27225,-0.11929,0.66143
22,mask_home,-0.35311,-0.13538,-0.50000,-0.13381,0.11014,0.65042
22,mask_conference,0.14090,-0.03687,0.46222,0.23594,-0.10859,0.54984
23,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
23,mask_work,0.04129,0.34510,-0.50000,-0.28104,-0.12435,0.68209
23,mask_home,-0.36802,-0.14142,-0.50000,-0.13777,0.11402,0.66138
23,mask_conference,0.14551,-0.03889,0.47468,0.24358,-0.11259,0.56570
24,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
24,mask_work,0.04609,0.35647,-0.49810,-0.28947,-0.12916,0.69121
24,mask_home,-0.38130,-0.14908,-0.49860,-0.13704,0.11717,0.66987
24,mask_conference,0.14919,-0.03913,0.48179,0.24866,-0.11594,0.57549
25,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
25,mask_work,0.04974,0.37052,-0.50000,-0.29894,-0.13550,0.70533
25,mask_home,-0.39447,-0.15397,-0.50000,-0.13809,0.11925,0.68015
25,mask_conference,0.15481,-0.03856,0.49313,0.25813,-0.12287,0.59191
26,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
26,mask_work,0.05009,0.38062,-0.50000,-0.30582,-0.14065,0.71463
26,mask_home,-0.40623,-0.15541,-0.50000,-0.14085,0.12051,0.68814
26,mask_conference,0.15958,-0.03894,0.50000,0.26617,-0.12828,0.60356
27,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
27,mask_work,0.05251,0.39229,-0.50000,-0.31469,-0.14583,0.72591
27,mask_home,-0.41768,-0.15643,-0.50000,-0.14288,0.12126,0.69573
27,mask_conference,0.16217,-0.04181,0.50000,0.27081,-0.12988,0.60684
28,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
28,mask_work,0.05803,0.40482,-0.50000,-0.32533,-0.15285,0.73922
28,mask_home,-0.42698,-0.15835,-0.50000,-0.14258,0.12189,0.70184
28,mask_conference,0.16667,-0.04255,0.50000,0.27891,-0.13513,0.61290
29,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
29,mask_work,0.06391,0.41822,-0.50000,-0.33638,-0.16003,0.75350
29,mask_home,-0.43863,-0.16250,-0.50000,-0.14576,0.12428,0.71098
29,mask_conference,0.17013,-0.04381,0.50000,0.28457,-0.13837,0.61724
30,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
30,mask_work,0.06657,0.42805,-0.50000,-0.34481,-0.16590,0.76425
30,mask_home,-0.44814,-0.16277,-0.50000,-0.14789,0.12481,0.71747
30,mask_conference,0.17187,-0.04528,0.49914,0.28612,-0.13859,0.61790
31,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
31,mask_work,0.06963,0.43887,-0.50000,-0.35401,-0.17187,0.77609
31,mask_home,-0.45657,-0.16416,-0.49912,-0.14945,0.12548,0.72291
31,mask_conference,0.17522,-0.04656,0.50000,0.29160,-0.14167,0.62287
32,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
32,mask_work,0.07329,0.44995,-0.50000,-0.36273,-0.17840,0.78818
32,mask_home,-0.46636,-0.16653,-0.50000,-0.15168,0.12641,0.73090
32,mask_conference,0.17877,-0.04755,0.50000,0.29749,-0.14521,0.62754
33,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
