circumstance,outcome,authenticity,cost,positive_pct,neutral_pct,negative_pct
work,-1.1042,-0.1222,-0.1229,0.1315,0.2954,0.5731
home,-1.1644,-0.1209,-0.1286,0.1213,0.2917,0.5870
conference,-1.1412,-0.1202,-0.1239,0.1278,0.2880,0.5843
