circumstance,outcome,authenticity,cost,positive_pct,neutral_pct,negative_pct
work,-1.3009,-0.1006,-0.1771,0.1176,0.2444,0.6380
home,-0.6690,-0.1024,-0.1774,0.1694,0.3935,0.4370
conference,-0.4190,-0.1021,-0.1782,0.2259,0.3806,0.3935
