circumstance,outcome,authenticity,cost,positive_pct,neutral_pct,negative_pct
work,-0.7292,-0.1074,-0.1571,0.1537,0.4009,0.4454
home,-0.4838,-0.1047,-0.1710,0.1880,0.4306,0.3815
conference,-0.3866,-0.1045,-0.1646,0.2269,0.3917,0.3815
