episode,agent,context,formal,casual,enthusiastic,quiet,entropy
13500,alice,concert,0.1614,0.7974,0.0304,0.0108,0.4545
13500,alice,default,0.0577,0.5556,0.3504,0.0363,0.7061
13500,bob,work,0.4210,0.0002,0.0002,0.5786,0.4935
13500,bob,home,0.5510,0.0008,0.0004,0.4479,0.5026
13500,bob,concert,0.4637,0.0005,0.0004,0.5354,0.5033
13500,bob,default,0.4956,0.0081,0.0051,0.4912,0.5504
13500,carol,work,0.0004,0.8852,0.1140,0.0004,0.2609
13500,carol,home,0.0003,0.7036,0.2958,0.0003,0.4418
13500,carol,concert,0.0003,0.5102,0.4892,0.0003,0.5033
13500,carol,default,0.0053,0.5538,0.4361,0.0048,0.5356
13500,dave,work,0.0004,0.0420,0.9573,0.0003,0.1303
13500,dave,home,0.0003,0.0419,0.9575,0.0003,0.1292
13500,dave,concert,0.0003,0.0240,0.9755,0.0003,0.0851
13500,dave,default,0.0049,0.4184,0.5722,0.0046,0.5300
14000,alice,work,0.4239,0.3977,0.0068,0.1717,0.7696
14000,alice,home,0.0221,0.9491,0.0281,0.0007,0.1726
14000,alice,concert,0.1617,0.7985,0.0294,0.0104,0.4513
14000,alice,default,0.0574,0.5593,0.3478,0.0355,0.7032
14000,bob,work,0.4161,0.0002,0.0002,0.5836,0.4922
14000,bob,home,0.5510,0.0007,0.0004,0.4479,0.5024
14000,bob,concert,0.4634,0.0005,0.0004,0.5357,0.5031
14000,bob,default,0.4955,0.0078,0.0049,0.4917,0.5489
14000,carol,work,0.0004,0.8866,0.1126,0.0004,0.2587
14000,carol,home,0.0003,0.7040,0.2954,0.0003,0.4415
14000,carol,concert,0.0003,0.5100,0.4895,0.0003,0.5032
14000,carol,default,0.0051,0.5551,0.4352,0.0046,0.5342
14000,dave,work,0.0004,0.0405,0.9589,0.0003,0.1265
14000,dave,home,0.0003,0.0404,0.9590,0.0003,0.1258
14000,dave,concert,0.0003,0.0232,0.9763,0.0002,0.0828
14000,dave,default,0.0047,0.4143,0.5766,0.0044,0.5279
14500,alice,work,0.4288,0.3978,0.0065,0.1668,0.7656
14500,alice,home,0.0221,0.9501,0.0272,0.0007,0.1700
14500,alice,concert,0.1620,0.7995,0.0284,0.0101,0.4481
14500,alice,default,0.0571,0.5629,0.3452,0.0348,0.7004
14500,bob,work,0.4112,0.0002,0.0002,0.5884,0.4909
14500,bob,home,0.5510,0.0007,0.0004,0.4479,0.5022
14500,bob,concert,0.4631,0.0005,0.0004,0.5361,0.5029
14500,bob,default,0.4955,0.0075,0.0048,0.4922,0.5476
14500,carol,work,0.0004,0.8879,0.1114,0.0003,0.2567
14500,carol,home,0.0003,0.7045,0.2950,0.0003,0.4411
14500,carol,concert,0.0003,0.5098,0.4897,0.0002,0.5031
14500,carol,default,0.0049,0.5563,0.4343,0.0045,0.5329
14500,dave,work,0.0003,0.0390,0.9603,0.0003,0.1231
14500,dave,home,0.0003,0.0391,0.9604,0.0002,0.1225
14500,dave,concert,0.0003,0.0224,0.9771,0.0002,0.0805
14500,dave,default,0.0046,0.4101,0.5811,0.0043,0.5258
15000,alice,work,0.4332,0.3980,0.0063,0.1625,0.7620
15000,alice,home,0.0220,0.9510,0.0263,0.0007,0.1675
15000,alice,concert,0.1624,0.8006,0.0273,0.0097,0.4447
15000,alice,default,0.0568,0.5666,0.3424,0.0341,0.6976
15000,bob,work,0.4069,0.0002,0.0002,0.5928,0.4897
15000,bob,home,0.5511,0.0007,0.0004,0.4479,0.5020
15000,bob,concert,0.4627,0.0004,0.0003,0.5365,0.5027
15000,bob,default,0.4954,0.0073,0.0046,0.4927,0.5463
15000,carol,work,0.0004,0.8890,0.1103,0.0003,0.2550
15000,carol,home,0.0003,0.7048,0.2946,0.0002,0.4408
15000,carol,concert,0.0003,0.5095,0.4900,0.0002,0.5030
15000,carol,default,0.0048,0.5576,0.4333,0.0043,0.5317
15000,dave,work,0.0003,0.0378,0.9615,0.0003,0.1202
15000,dave,home,0.0003,0.0378,0.9617,0.0002,0.1195
15000,dave,concert,0.0002,0.0215,0.9780,0.0002,0.0781
15000,dave,default,0.0044,0.4059,0.5856,0.0041,0.5236
15500,alice,work,0.4385,0.3982,0.0061,0.1572,0.7575
15500,alice,home,0.0220,0.9519,0.0255,0.0006,0.1653
15500,alice,concert,0.1626,0.8015,0.0264,0.0094,0.4419
15500,alice,default,0.0566,0.5703,0.3396,0.0334,0.6949
15500,bob,work,0.4016,0.0002,0.0002,0.5981,0.4881
15500,bob,home,0.5511,0.0007,0.0003,0.4479,0.5019
15500,bob,concert,0.4625,0.0004,0.0003,0.5368,0.5025
15500,bob,default,0.4953,0.0070,0.0045,0.4932,0.5450
15500,carol,work,0.0004,0.8901,0.1092,0.0003,0.2532
15500,carol,home,0.0003,0.7052,0.2943,0.0002,0.4405
15500,carol,concert,0.0003,0.5093,0.4902,0.0002,0.5029
15500,carol,default,0.0046,0.5589,0.4323,0.0042,0.5305
15500,dave,work,0.0003,0.0365,0.9629,0.0003,0.1170
15500,dave,home,0.0003,0.0367,0.9628,0.0002,0.1168
15500,dave,concert,0.0002,0.0208,0.9787,0.0002,0.0761
15500,dave,default,0.0043,0.4017,0.5901,0.0040,0.5215
16000,alice,work,0.4437,0.3983,0.0059,0.1521,0.7531
16000,alice,home,0.0220,0.9527,0.0247,0.0006,0.1631
16000,alice,concert,0.1629,0.8024,0.0256,0.0091,0.4393
16000,alice,default,0.0564,0.5740,0.3368,0.0328,0.6921
16000,bob,work,0.3965,0.0002,0.0001,0.6032,0.4866
16000,bob,home,0.5511,0.0006,0.0003,0.4479,0.5017
16000,bob,concert,0.4622,0.0004,0.0003,0.5370,0.5024
16000,bob,default,0.4952,0.0068,0.0043,0.4936,0.5439
16000,carol,work,0.0004,0.8912,0.1082,0.0003,0.2515
16000,carol,home,0.0003,0.7055,0.2940,0.0002,0.4402
16000,carol,concert,0.0003,0.5091,0.4904,0.0002,0.5028
16000,carol,default,0.0045,0.5601,0.4314,0.0040,0.5293
16000,dave,work,0.0003,0.0353,0.9641,0.0003,0.1141
16000,dave,home,0.0003,0.0356,0.9640,0.0002,0.1140
16000,dave,concert,0.0002,0.0202,0.9793,0.0002,0.0743
16000,dave,default,0.0041,0.3974,0.5946,0.0039,0.5194
16500,alice,work,0.4483,0.3984,0.0057,0.1476,0.7489
16500,alice,home,0.0219,0.9534,0.0240,0.0006,0.1611
16500,alice,concert,0.1632,0.8033,0.0248,0.0088,0.4365
16500,alice,default,0.0562,0.5777,0.3339,0.0322,0.6894
16500,bob,work,0.3919,0.0002,0.0001,0.6078,0.4851
16500,bob,home,0.5511,0.0006,0.0003,0.4479,0.5016
16500,bob,concert,0.4619,0.0004,0.0003,0.5373,0.5022
16500,bob,default,0.4951,0.0066,0.0042,0.4941,0.5428
16500,carol,work,0.0004,0.8921,0.1072,0.0003,0.2499
16500,carol,home,0.0003,0.7058,0.2937,0.0002,0.4399
16500,carol,concert,0.0002,0.5090,0.4906,0.0002,0.5027
16500,carol,default,0.0043,0.5614,0.4304,0.0039,0.5282
16500,dave,work,0.0003,0.0343,0.9652,0.0003,0.1114
16500,dave,home,0.0003,0.0346,0.9650,0.0002,0.1116
16500,dave,concert,0.0002,0.0195,0.9800,0.0002,0.0723
16500,dave,default,0.0040,0.3930,0.5992,0.0037,0.5172
17000,alice,work,0.4528,0.3985,0.0056,0.1431,0.7448
17000,alice,home,0.0219,0.9542,0.0233,0.0006,0.1589
17000,alice,concert,0.1634,0.8040,0.0241,0.0086,0.4342
17000,alice,default,0.0561,0.5814,0.3309,0.0316,0.6867
17000,bob,work,0.3874,0.0002,0.0001,0.6123,0.4836
17000,bob,home,0.5512,0.0006,0.0003,0.4479,0.5014
17000,bob,concert,0.4617,0.0004,0.0003,0.5376,0.5021
17000,bob,default,0.4950,0.0064,0.0041,0.4945,0.5418
17000,carol,work,0.0003,0.8930,0.1063,0.0003,0.2485
17000,carol,home,0.0003,0.7062,0.2934,0.0002,0.4396
17000,carol,concert,0.0002,0.5088,0.4908,0.0002,0.5027
17000,carol,default,0.0042,0.5627,0.4293,0.0038,0.5272
17000,dave,work,0.0003,0.0332,0.9662,0.0003,0.1088
17000,dave,home,0.0002,0.0335,0.9660,0.0002,0.1089
17000,dave,concert,0.0002,0.0190,0.9806,0.0002,0.0707
17000,dave,default,0.0039,0.3886,0.6039,0.0036,0.5150
17500,alice,work,0.4566,0.3986,0.0054,0.1394,0.7412
17500,alice,home,0.0219,0.9550,0.0226,0.0006,0.1569
17500,alice,concert,0.1636,0.8047,0.0234,0.0083,0.4318
17500,alice,default,0.0560,0.5852,0.3279,0.0310,0.6840
17500,bob,work,0.3837,0.0002,0.0001,0.6160,0.4823
17500,bob,home,0.5512,0.0006,0.0003,0.4479,0.5013
17500,bob,concert,0.4615,0.0004,0.0003,0.5378,0.5020
17500,bob,default,0.4949,0.0062,0.0039,0.4949,0.5408
17500,carol,work,0.0003,0.8938,0.1056,0.0003,0.2472
17500,carol,home,0.0003,0.7065,0.2931,0.0002,0.4394
17500,carol,concert,0.0002,0.5086,0.4909,0.0002,0.5026
17500,carol,default,0.0041,0.5639,0.4283,0.0037,0.5261
17500,dave,work,0.0003,0.0324,0.9671,0.0003,0.1067
17500,dave,home,0.0002,0.0325,0.9670,0.0002,0.1064
17500,dave,concert,0.0002,0.0184,0.9812,0.0002,0.0690
17500,dave,default,0.0038,0.3841,0.6085,0.0035,0.5127
18000,alice,work,0.4608,0.3987,0.0053,0.1353,0.7371
18000,alice,home,0.0218,0.9556,0.0220,0.0006,0.1550
18000,alice,concert,0.1638,0.8053,0.0228,0.0081,0.4298
18000,alice,default,0.0559,0.5890,0.3248,0.0304,0.6813
18000,bob,work,0.3795,0.0002,0.0001,0.6202,0.4808
18000,bob,home,0.5512,0.0006,0.0003,0.4479,0.5012
18000,bob,concert,0.4613,0.0004,0.0003,0.5380,0.5018
18000,bob,default,0.4948,0.0061,0.0038,0.4954,0.5399
18000,carol,work,0.0003,0.8947,0.1047,0.0003,0.2458
18000,carol,home,0.0003,0.7067,0.2928,0.0002,0.4391
18000,carol,concert,0.0002,0.5085,0.4911,0.0002,0.5026
18000,carol,default,0.0040,0.5652,0.4273,0.0036,0.5252
18000,dave,work,0.0003,0.0314,0.9681,0.0002,0.1042
18000,dave,home,0.0002,0.0316,0.9680,0.0002,0.1041
18000,dave,concert,0.0002,0.0180,0.9816,0.0002,0.0676
18000,dave,default,0.0037,0.3796,0.6133,0.0034,0.5105
18500,alice,work,0.4645,0.3988,0.0051,0.1316,0.7334
18500,alice,home,0.0218,0.9563,0.0214,0.0005,0.1533
18500,alice,concert,0.1640,0.8060,0.0222,0.0079,0.4276
18500,alice,default,0.0558,0.5928,0.3216,0.0299,0.6785
18500,bob,work,0.3758,0.0002,0.0001,0.6239,0.4794
18500,bob,home,0.5512,0.0006,0.0003,0.4479,0.5011
18500,bob,concert,0.4611,0.0004,0.0003,0.5383,0.5017
18500,bob,default,0.4946,0.0059,0.0037,0.4958,0.5390
18500,carol,work,0.0003,0.8954,0.1040,0.0003,0.2446
18500,carol,home,0.0002,0.7070,0.2926,0.0002,0.4389
18500,carol,concert,0.0002,0.5084,0.4912,0.0002,0.5025
18500,carol,default,0.0039,0.5664,0.4262,0.0035,0.5242
18500,dave,work,0.0003,0.0306,0.9689,0.0002,0.1020
18500,dave,home,0.0002,0.0308,0.9688,0.0002,0.1020
18500,dave,concert,0.0002,0.0175,0.9822,0.0002,0.0661
18500,dave,default,0.0036,0.3750,0.6181,0.0033,0.5081
19000,alice,work,0.4677,0.3988,0.0050,0.1284,0.7300
19000,alice,home,0.0218,0.9568,0.0208,0.0005,0.1516
19000,alice,concert,0.1642,0.8067,0.0215,0.0076,0.4254
19000,alice,default,0.0557,0.5966,0.3184,0.0293,0.6758
19000,bob,work,0.3726,0.0001,0.0001,0.6271,0.4782
19000,bob,home,0.5512,0.0005,0.0003,0.4479,0.5009
19000,bob,concert,0.4609,0.0004,0.0003,0.5385,0.5016
19000,bob,default,0.4945,0.0057,0.0036,0.4962,0.5381
19000,carol,work,0.0003,0.8961,0.1034,0.0003,0.2435
19000,carol,home,0.0002,0.7072,0.2923,0.0002,0.4387
19000,carol,concert,0.0002,0.5082,0.4914,0.0002,0.5024
19000,carol,default,0.0038,0.5677,0.4251,0.0034,0.5233
19000,dave,work,0.0003,0.0298,0.9697,0.0002,0.1001
19000,dave,home,0.0002,0.0300,0.9696,0.0002,0.0999
19000,dave,concert,0.0002,0.0170,0.9827,0.0002,0.0646
19000,dave,default,0.0035,0.3704,0.6229,0.0033,0.5057
19500,alice,work,0.4714,0.3989,0.0048,0.1249,0.7262
19500,alice,home,0.0218,0.9574,0.0203,0.0005,0.1500
19500,alice,concert,0.1643,0.8072,0.0210,0.0075,0.4237
19500,alice,default,0.0556,0.6005,0.3151,0.0288,0.6730
19500,bob,work,0.3691,0.0001,0.0001,0.6307,0.4768
19500,bob,home,0.5513,0.0005,0.0003,0.4479,0.5008
19500,bob,concert,0.4607,0.0003,0.0003,0.5387,0.5015
19500,bob,default,0.4943,0.0056,0.0035,0.4966,0.5373
19500,carol,work,0.0003,0.8968,0.1026,0.0003,0.2423
19500,carol,home,0.0002,0.7075,0.2921,0.0002,0.4385
19500,carol,concert,0.0002,0.5081,0.4915,0.0002,0.5024
19500,carol,default,0.0037,0.5690,0.4240,0.0033,0.5224
19500,dave,work,0.0003,0.0290,0.9705,0.0002,0.0979
19500,dave,home,0.0002,0.0292,0.9704,0.0002,0.0979
19500,dave,concert,0.0002,0.0166,0.9831,0.0002,0.0633
19500,dave,default,0.0034,0.3657,0.6278,0.0032,0.5033
20000,alice,work,0.4745,0.3990,0.0047,0.1218,0.7228
20000,alice,home,0.0218,0.9579,0.0198,0.0005,0.1485
20000,alice,concert,0.1645,0.8078,0.0205,0.0073,0.4218
20000,alice,default,0.0556,0.6045,0.3117,0.0282,0.6701
20000,bob,work,0.3659,0.0001,0.0001,0.6338,0.4755
20000,bob,home,0.5513,0.0005,0.0003,0.4479,0.5007
20000,bob,concert,0.4605,0.0003,0.0003,0.5389,0.5014
20000,bob,default,0.4941,0.0055,0.0035,0.4969,0.5366
20000,carol,work,0.0003,0.8975,0.1020,0.0002,0.2412
20000,carol,home,0.0002,0.7077,0.2919,0.0002,0.4383
20000,carol,concert,0.0002,0.5080,0.4916,0.0002,0.5023
20000,carol,default,0.0036,0.5703,0.4229,0.0032,0.5215
20000,dave,work,0.0002,0.0283,0.9713,0.0002,0.0960
20000,dave,home,0.0002,0.0285,0.9711,0.0002,0.0961
20000,dave,concert,0.0002,0.0161,0.9835,0.0002,0.0620
20000,dave,default,0.0033,0.3609,0.6327,0.0031,0.5008
20500,alice,work,0.4775,0.3991,0.0046,0.1188,0.7195
20500,alice,home,0.0217,0.9585,0.0193,0.0005,0.1469
20500,alice,concert,0.1647,0.8082,0.0200,0.0071,0.4202
20500,alice,default,0.0555,0.6085,0.3083,0.0277,0.6672
20500,bob,work,0.3629,0.0001,0.0001,0.6368,0.4743
20500,bob,home,0.5513,0.0005,0.0003,0.4479,0.5006
20500,bob,concert,0.4604,0.0003,0.0003,0.5390,0.5013
20500,bob,default,0.4940,0.0053,0.0034,0.4973,0.5358
20500,carol,work,0.0003,0.8981,0.1014,0.0002,0.2402
20500,carol,home,0.0002,0.7079,0.2917,0.0002,0.4381
20500,carol,concert,0.0002,0.5079,0.4917,0.0002,0.5023
20500,carol,default,0.0035,0.5716,0.4218,0.0032,0.5206
20500,dave,work,0.0002,0.0276,0.9720,0.0002,0.0942
20500,dave,home,0.0002,0.0277,0.9719,0.0002,0.0940
20500,dave,concert,0.0002,0.0158,0.9839,0.0002,0.0609
20500,dave,default,0.0032,0.3560,0.6377,0.0030,0.4981
21000,alice,work,0.4805,0.3991,0.0045,0.1159,0.7162
21000,alice,home,0.0217,0.9590,0.0188,0.0005,0.1455
21000,alice,concert,0.1648,0.8087,0.0196,0.0069,0.4186
21000,alice,default,0.0555,0.6125,0.3048,0.0272,0.6643
21000,bob,work,0.3600,0.0001,0.0001,0.6397,0.4731
21000,bob,home,0.5513,0.0005,0.0003,0.4479,0.5005
21000,bob,concert,0.4603,0.0003,0.0002,0.5392,0.5012
21000,bob,default,0.4938,0.0052,0.0033,0.4977,0.5351
21000,carol,work,0.0003,0.8987,0.1008,0.0002,0.2392
21000,carol,home,0.0002,0.7081,0.2915,0.0002,0.4379
21000,carol,concert,0.0002,0.5078,0.4919,0.0002,0.5022
21000,carol,default,0.0034,0.5729,0.4207,0.0031,0.5198
21000,dave,work,0.0002,0.0269,0.9726,0.0002,0.0924
21000,dave,home,0.0002,0.0271,0.9726,0.0002,0.0923
21000,dave,concert,0.0002,0.0154,0.9843,0.0002,0.0598
21000,dave,default,0.0032,0.3511,0.6428,0.0029,0.4955
21500,alice,work,0.4828,0.3992,0.0044,0.1136,0.7135
21500,alice,home,0.0217,0.9595,0.0184,0.0005,0.1440
21500,alice,concert,0.1650,0.8092,0.0191,0.0068,0.4168
21500,alice,default,0.0555,0.6166,0.3012,0.0267,0.6613
21500,bob,work,0.3577,0.0001,0.0001,0.6421,0.4720
21500,bob,home,0.5513,0.0005,0.0002,0.4479,0.5004
21500,bob,concert,0.4601,0.0003,0.0002,0.5393,0.5011
21500,bob,default,0.4936,0.0051,0.0032,0.4981,0.5344
21500,carol,work,0.0003,0.8991,0.1004,0.0002,0.2384
21500,carol,home,0.0002,0.7083,0.2913,0.0002,0.4377
21500,carol,concert,0.0002,0.5077,0.4920,0.0002,0.5022
21500,carol,default,0.0033,0.5742,0.4195,0.0030,0.5190
21500,dave,work,0.0002,0.0264,0.9732,0.0002,0.0909
21500,dave,home,0.0002,0.0264,0.9732,0.0002,0.0905
21500,dave,concert,0.0002,0.0150,0.9846,0.0002,0.0585
21500,dave,default,0.0031,0.3460,0.6480,0.0029,0.4927
22000,alice,work,0.4850,0.3992,0.0043,0.1115,0.7110
22000,alice,home,0.0217,0.9600,0.0179,0.0004,0.1425
22000,alice,concert,0.1651,0.8097,0.0186,0.0066,0.4153
22000,alice,default,0.0555,0.6208,0.2975,0.0262,0.6583
22000,bob,work,0.3556,0.0001,0.0001,0.6442,0.4711
22000,bob,home,0.5513,0.0005,0.0002,0.4479,0.5003
22000,bob,concert,0.4600,0.0003,0.0002,0.5395,0.5010
22000,bob,default,0.4934,0.0050,0.0031,0.4985,0.5338
22000,carol,work,0.0003,0.8996,0.0999,0.0002,0.2376
22000,carol,home,0.0002,0.7085,0.2911,0.0002,0.4375
22000,carol,concert,0.0002,0.5076,0.4921,0.0002,0.5021
22000,carol,default,0.0033,0.5755,0.4183,0.0029,0.5182
22000,dave,work,0.0002,0.0259,0.9737,0.0002,0.0896
22000,dave,home,0.0002,0.0257,0.9740,0.0002,0.0886
22000,dave,concert,0.0002,0.0147,0.9850,0.0002,0.0575
22000,dave,default,0.0030,0.3409,0.6533,0.0028,0.4898
22500,alice,work,0.4877,0.3993,0.0042,0.1088,0.7078
22500,alice,home,0.0217,0.9604,0.0175,0.0004,0.1413
22500,alice,concert,0.1652,0.8101,0.0182,0.0065,0.4138
22500,alice,default,0.0555,0.6250,0.2938,0.0257,0.6551
22500,bob,work,0.3529,0.0001,0.0001,0.6469,0.4699
22500,bob,home,0.5514,0.0005,0.0002,0.4479,0.5003
22500,bob,concert,0.4598,0.0003,0.0002,0.5396,0.5010
22500,bob,default,0.4932,0.0048,0.0031,0.4988,0.5332
22500,carol,work,0.0003,0.9001,0.0994,0.0002,0.2367
22500,carol,home,0.0002,0.7087,0.2909,0.0002,0.4374
22500,carol,concert,0.0002,0.5075,0.4922,0.0002,0.5021
22500,carol,default,0.0032,0.5768,0.4172,0.0029,0.5174
22500,dave,work,0.0002,0.0253,0.9743,0.0002,0.0879
22500,dave,home,0.0002,0.0252,0.9745,0.0002,0.0871
22500,dave,concert,0.0002,0.0144,0.9853,0.0002,0.0564
22500,dave,default,0.0029,0.3357,0.6586,0.0027,0.4868
23000,alice,work,0.4900,0.3993,0.0041,0.1066,0.7051
23000,alice,home,0.0216,0.9608,0.0171,0.0004,0.1402
23000,alice,concert,0.1654,0.8105,0.0178,0.0063,0.4123
23000,alice,default,0.0555,0.6294,0.2899,0.0252,0.6519
23000,bob,work,0.3506,0.0001,0.0001,0.6491,0.4689
23000,bob,home,0.5514,0.0004,0.0002,0.4479,0.5002
23000,bob,concert,0.4597,0.0003,0.0002,0.5398,0.5009
23000,bob,default,0.4930,0.0047,0.0030,0.4992,0.5326
23000,carol,work,0.0003,0.9006,0.0989,0.0002,0.2359
23000,carol,home,0.0002,0.7089,0.2908,0.0002,0.4372
23000,carol,concert,0.0002,0.5074,0.4923,0.0002,0.5021
23000,carol,default,0.0031,0.5781,0.4160,0.0028,0.5166
23000,dave,work,0.0002,0.0247,0.9748,0.0002,0.0865
23000,dave,home,0.0002,0.0246,0.9750,0.0002,0.0857
23000,dave,concert,0.0002,0.0140,0.9857,0.0001,0.0554
23000,dave,default,0.0029,0.3304,0.6640,0.0027,0.4837
23500,alice,work,0.4922,0.3994,0.0041,0.1043,0.7023
23500,alice,home,0.0216,0.9612,0.0168,0.0004,0.1390
23500,alice,concert,0.1655,0.8109,0.0174,0.0062,0.4108
23500,alice,default,0.0555,0.6338,0.2860,0.0247,0.6486
23500,bob,work,0.3484,0.0001,0.0001,0.6514,0.4679
23500,bob,home,0.5514,0.0004,0.0002,0.4479,0.5001
23500,bob,concert,0.4596,0.0003,0.0002,0.5399,0.5008
23500,bob,default,0.4928,0.0046,0.0029,0.4996,0.5320
23500,carol,work,0.0003,0.9011,0.0985,0.0002,0.2352
23500,carol,home,0.0002,0.7090,0.2906,0.0002,0.4371
23500,carol,concert,0.0002,0.5073,0.4924,0.0002,0.5020
23500,carol,default,0.0030,0.5795,0.4147,0.0028,0.5158
23500,dave,work,0.0002,0.0242,0.9754,0.0002,0.0850
23500,dave,home,0.0002,0.0241,0.9756,0.0001,0.0842
23500,dave,concert,0.0002,0.0137,0.9860,0.0001,0.0544
23500,dave,default,0.0028,0.3250,0.6696,0.0026,0.4804
24000,alice,work,0.4944,0.3994,0.0040,0.1022,0.6996
24000,alice,home,0.0216,0.9616,0.0164,0.0004,0.1380
24000,alice,concert,0.1656,0.8113,0.0170,0.0060,0.4095
24000,alice,default,0.0556,0.6383,0.2819,0.0242,0.6451
24000,bob,work,0.3462,0.0001,0.0001,0.6535,0.4669
24000,bob,home,0.5514,0.0004,0.0002,0.4480,0.5000
24000,bob,concert,0.4594,0.0003,0.0002,0.5401,0.5007
24000,bob,default,0.4926,0.0045,0.0029,0.4999,0.5314
24000,carol,work,0.0002,0.9015,0.0980,0.0002,0.2344
24000,carol,home,0.0002,0.7092,0.2905,0.0002,0.4370
24000,carol,concert,0.0002,0.5072,0.4925,0.0001,0.5020
24000,carol,default,0.0030,0.5808,0.4135,0.0027,0.5150
24000,dave,work,0.0002,0.0237,0.9759,0.0002,0.0837
24000,dave,home,0.0002,0.0236,0.9761,0.0001,0.0829
24000,dave,concert,0.0002,0.0134,0.9863,0.0001,0.0534
24000,dave,default,0.0028,0.3195,0.6752,0.0026,0.4771
24500,alice,work,0.4965,0.3995,0.0039,0.1001,0.6970
24500,alice,home,0.0216,0.9619,0.0161,0.0004,0.1369
24500,alice,concert,0.1657,0.8117,0.0167,0.0059,0.4082
24500,alice,default,0.0556,0.6428,0.2778,0.0238,0.6416
24500,bob,work,0.3442,0.0001,0.0001,0.6556,0.4659
24500,bob,home,0.5514,0.0004,0.0002,0.4480,0.5000
24500,bob,concert,0.4593,0.0003,0.0002,0.5402,0.5007
24500,bob,default,0.4924,0.0045,0.0028,0.5003,0.5309
24500,carol,work,0.0002,0.9019,0.0976,0.0002,0.2337
24500,carol,home,0.0002,0.7093,0.2903,0.0001,0.4368
24500,carol,concert,0.0002,0.5071,0.4926,0.0001,0.5019
24500,carol,default,0.0029,0.5822,0.4123,0.0026,0.5143
24500,dave,work,0.0002,0.0232,0.9764,0.0002,0.0823
24500,dave,home,0.0002,0.0231,0.9766,0.0001,0.0815
24500,dave,concert,0.0001,0.0131,0.9866,0.0001,0.0525
24500,dave,default,0.0027,0.3138,0.6809,0.0025,0.4735
25000,alice,work,0.4987,0.3995,0.0038,0.0979,0.6941
25000,alice,home,0.0216,0.9622,0.0158,0.0004,0.1359
25000,alice,concert,0.1658,0.8120,0.0164,0.0058,0.4070
25000,alice,default,0.0557,0.6475,0.2735,0.0233,0.6379
25000,bob,work,0.3420,0.0001,0.0001,0.6578,0.4648
25000,bob,home,0.5514,0.0004,0.0002,0.4480,0.4999
25000,bob,concert,0.4592,0.0003,0.0002,0.5403,0.5006
25000,bob,default,0.4922,0.0044,0.0028,0.5007,0.5304
25000,carol,work,0.0002,0.9024,0.0972,0.0002,0.2329
25000,carol,home,0.0002,0.7095,0.2902,0.0001,0.4367
25000,carol,concert,0.0002,0.5071,0.4926,0.0001,0.5019
25000,carol,default,0.0029,0.5835,0.4110,0.0026,0.5135
25000,dave,work,0.0002,0.0227,0.9769,0.0002,0.0809
25000,dave,home,0.0002,0.0227,0.9770,0.0001,0.0803
25000,dave,concert,0.0001,0.0129,0.9868,0.0001,0.0517
25000,dave,default,0.0026,0.3081,0.6868,0.0025,0.4698
25500,alice,work,0.5006,0.3996,0.0037,0.0961,0.6917
25500,alice,home,0.0216,0.9626,0.0155,0.0004,0.1349
25500,alice,concert,0.1659,0.8124,0.0160,0.0057,0.4058
25500,alice,default,0.0557,0.6523,0.2691,0.0228,0.6341
25500,bob,work,0.3401,0.0001,0.0001,0.6597,0.4639
25500,bob,home,0.5514,0.0004,0.0002,0.4480,0.4998
25500,bob,concert,0.4591,0.0003,0.0002,0.5404,0.5005
25500,bob,default,0.4920,0.0043,0.0027,0.5010,0.5299
25500,carol,work,0.0002,0.9028,0.0968,0.0002,0.2322
25500,carol,home,0.0002,0.7096,0.2901,0.0001,0.4366
25500,carol,concert,0.0002,0.5070,0.4927,0.0001,0.5019
25500,carol,default,0.0028,0.5849,0.4097,0.0025,0.5128
25500,dave,work,0.0002,0.0223,0.9773,0.0002,0.0797
25500,dave,home,0.0002,0.0222,0.9775,0.0001,0.0790
25500,dave,concert,0.0001,0.0126,0.9871,0.0001,0.0509
25500,dave,default,0.0026,0.3022,0.6928,0.0024,0.4659
26000,alice,work,0.5023,0.3996,0.0037,0.0944,0.6894
26000,alice,home,0.0216,0.9630,0.0151,0.0004,0.1337
26000,alice,concert,0.1660,0.8127,0.0158,0.0056,0.4047
26000,alice,default,0.0558,0.6571,0.2647,0.0224,0.6304
26000,bob,work,0.3384,0.0001,0.0001,0.6614,0.4631
26000,bob,home,0.5514,0.0004,0.0002,0.4480,0.4998
26000,bob,concert,0.4590,0.0003,0.0002,0.5405,0.5005
26000,bob,default,0.4918,0.0042,0.0027,0.5014,0.5294
26000,carol,work,0.0002,0.9031,0.0965,0.0002,0.2317
26000,carol,home,0.0002,0.7098,0.2899,0.0001,0.4364
26000,carol,concert,0.0002,0.5069,0.4928,0.0001,0.5018
26000,carol,default,0.0028,0.5863,0.4085,0.0025,0.5121
26000,dave,work,0.0002,0.0219,0.9777,0.0002,0.0786
26000,dave,home,0.0002,0.0217,0.9780,0.0001,0.0776
26000,dave,concert,0.0001,0.0124,0.9873,0.0001,0.0501
26000,dave,default,0.0025,0.2964,0.6987,0.0024,0.4620
26500,alice,work,0.5040,0.3997,0.0036,0.0927,0.6872
26500,alice,home,0.0215,0.9633,0.0148,0.0004,0.1327
26500,alice,concert,0.1661,0.8130,0.0155,0.0055,0.4036
26500,alice,default,0.0560,0.6617,0.2604,0.0220,0.6267
26500,bob,work,0.3367,0.0001,0.0001,0.6631,0.4622
26500,bob,home,0.5514,0.0004,0.0002,0.4480,0.4997
