episode,agent,context,formal,casual,enthusiastic,quiet,entropy
13500,alice,work,0.9984,0.0012,0.0003,0.0001,0.0095
13500,alice,home,0.0001,0.9995,0.0002,0.0001,0.0033
13500,alice,concert,0.0001,0.0002,0.9996,0.0001,0.0028
13500,alice,default,0.0021,0.9683,0.0276,0.0021,0.1125
13500,bob,work,0.9993,0.0005,0.0001,0.0001,0.0045
13500,bob,home,0.0001,0.9987,0.0001,0.0011,0.0079
13500,bob,concert,0.0001,0.0003,0.9995,0.0001,0.0034
13500,bob,default,0.0018,0.9721,0.0243,0.0018,0.1015
13500,carol,work,0.9970,0.0028,0.0001,0.0001,0.0155
13500,carol,home,0.0001,0.9992,0.0006,0.0001,0.0052
13500,carol,concert,0.0001,0.0004,0.9994,0.0001,0.0039
13500,carol,default,0.0018,0.9590,0.0374,0.0018,0.1338
13500,dave,work,0.9974,0.0024,0.0001,0.0001,0.0138
13500,dave,home,0.0001,0.9992,0.0006,0.0001,0.0051
13500,dave,concert,0.0001,0.0003,0.9994,0.0001,0.0038
13500,dave,default,0.0018,0.9603,0.0362,0.0018,0.1309
14000,alice,work,0.9984,0.0011,0.0003,0.0001,0.0092
14000,alice,home,0.0001,0.9995,0.0002,0.0001,0.0032
14000,alice,concert,0.0001,0.0002,0.9996,0.0001,0.0028
14000,alice,default,0.0020,0.9693,0.0267,0.0020,0.1096
14000,bob,work,0.9993,0.0004,0.0001,0.0001,0.0044
14000,bob,home,0.0001,0.9987,0.0001,0.0010,0.0076
14000,bob,concert,0.0001,0.0003,0.9995,0.0001,0.0033
14000,bob,default,0.0017,0.9733,0.0232,0.0017,0.0981
14000,carol,work,0.9971,0.0027,0.0001,0.0001,0.0151
14000,carol,home,0.0001,0.9992,0.0005,0.0001,0.0050
14000,carol,concert,0.0001,0.0003,0.9994,0.0001,0.0038
14000,carol,default,0.0017,0.9607,0.0359,0.0017,0.1295
14000,dave,work,0.9975,0.0023,0.0001,0.0001,0.0134
14000,dave,home,0.0001,0.9992,0.0005,0.0001,0.0050
14000,dave,concert,0.0001,0.0003,0.9995,0.0001,0.0037
14000,dave,default,0.0017,0.9614,0.0352,0.0017,0.1280
14500,alice,work,0.9985,0.0011,0.0003,0.0001,0.0090
14500,alice,home,0.0001,0.9996,0.0002,0.0001,0.0031
14500,alice,concert,0.0001,0.0002,0.9996,0.0001,0.0027
14500,alice,default,0.0019,0.9709,0.0253,0.0019,0.1049
14500,bob,work,0.9994,0.0004,0.0001,0.0001,0.0043
14500,bob,home,0.0001,0.9988,0.0001,0.0010,0.0073
14500,bob,concert,0.0001,0.0003,0.9995,0.0001,0.0032
14500,bob,default,0.0017,0.9740,0.0226,0.0017,0.0959
14500,carol,work,0.9972,0.0026,0.0001,0.0001,0.0147
14500,carol,home,0.0001,0.9993,0.0005,0.0001,0.0048
14500,carol,concert,0.0001,0.0003,0.9995,0.0001,0.0037
14500,carol,default,0.0016,0.9622,0.0345,0.0016,0.1256
14500,dave,work,0.9975,0.0023,0.0001,0.0001,0.0131
14500,dave,home,0.0001,0.9993,0.0005,0.0001,0.0048
14500,dave,concert,0.0001,0.0003,0.9995,0.0001,0.0036
14500,dave,default,0.0017,0.9622,0.0344,0.0017,0.1260
15000,alice,work,0.9985,0.0010,0.0003,0.0001,0.0087
15000,alice,home,0.0001,0.9996,0.0002,0.0001,0.0030
15000,alice,concert,0.0001,0.0002,0.9996,0.0001,0.0026
15000,alice,default,0.0018,0.9722,0.0242,0.0018,0.1013
15000,bob,work,0.9994,0.0004,0.0001,0.0001,0.0041
15000,bob,home,0.0001,0.9988,0.0001,0.0009,0.0071
15000,bob,concert,0.0001,0.0002,0.9996,0.0001,0.0031
15000,bob,default,0.0017,0.9745,0.0222,0.0017,0.0944
15000,carol,work,0.9973,0.0026,0.0001,0.0001,0.0143
15000,carol,home,0.0001,0.9993,0.0005,0.0001,0.0047
15000,carol,concert,0.0001,0.0003,0.9995,0.0001,0.0036
15000,carol,default,0.0016,0.9632,0.0336,0.0016,0.1231
15000,dave,work,0.9976,0.0022,0.0001,0.0001,0.0127
15000,dave,home,0.0001,0.9993,0.0005,0.0001,0.0047
15000,dave,concert,0.0001,0.0003,0.9995,0.0001,0.0035
15000,dave,default,0.0016,0.9639,0.0329,0.0016,0.1216
15500,alice,work,0.9986,0.0010,0.0003,0.0001,0.0085
15500,alice,home,0.0001,0.9996,0.0002,0.0001,0.0029
15500,alice,concert,0.0001,0.0002,0.9996,0.0001,0.0025
15500,alice,default,0.0018,0.9732,0.0233,0.0018,0.0984
15500,bob,work,0.9994,0.0004,0.0001,0.0001,0.0040
15500,bob,home,0.0001,0.9989,0.0001,0.0009,0.0069
15500,bob,concert,0.0001,0.0002,0.9996,0.0001,0.0030
15500,bob,default,0.0016,0.9752,0.0216,0.0016,0.0924
15500,carol,work,0.9973,0.0025,0.0001,0.0001,0.0139
15500,carol,home,0.0001,0.9993,0.0005,0.0001,0.0045
15500,carol,concert,0.0001,0.0003,0.9995,0.0001,0.0035
15500,carol,default,0.0015,0.9641,0.0328,0.0015,0.1207
15500,dave,work,0.9977,0.0021,0.0001,0.0001,0.0124
15500,dave,home,0.0001,0.9993,0.0005,0.0001,0.0045
15500,dave,concert,0.0001,0.0003,0.9995,0.0001,0.0034
15500,dave,default,0.0015,0.9654,0.0315,0.0015,0.1174
16000,alice,work,0.9986,0.0010,0.0003,0.0001,0.0083
16000,alice,home,0.0001,0.9996,0.0002,0.0001,0.0028
16000,alice,concert,0.0001,0.0001,0.9997,0.0001,0.0025
16000,alice,default,0.0017,0.9741,0.0225,0.0017,0.0957
16000,bob,work,0.9994,0.0004,0.0001,0.0001,0.0039
16000,bob,home,0.0001,0.9989,0.0001,0.0009,0.0067
16000,bob,concert,0.0001,0.0002,0.9996,0.0001,0.0029
16000,bob,default,0.0016,0.9761,0.0208,0.0016,0.0896
16000,carol,work,0.9974,0.0024,0.0001,0.0001,0.0135
16000,carol,home,0.0001,0.9993,0.0005,0.0001,0.0044
16000,carol,concert,0.0001,0.0003,0.9995,0.0001,0.0034
16000,carol,default,0.0015,0.9654,0.0316,0.0015,0.1173
16000,dave,work,0.9977,0.0021,0.0001,0.0001,0.0121
16000,dave,home,0.0001,0.9993,0.0005,0.0001,0.0044
16000,dave,concert,0.0001,0.0003,0.9995,0.0001,0.0033
16000,dave,default,0.0015,0.9661,0.0309,0.0015,0.1157
16500,alice,work,0.9987,0.0010,0.0003,0.0001,0.0081
16500,alice,home,0.0001,0.9996,0.0002,0.0001,0.0027
16500,alice,concert,0.0001,0.0001,0.9997,0.0001,0.0024
16500,alice,default,0.0016,0.9751,0.0216,0.0016,0.0927
16500,bob,work,0.9994,0.0004,0.0001,0.0001,0.0038
16500,bob,home,0.0001,0.9989,0.0001,0.0009,0.0065
16500,bob,concert,0.0001,0.0002,0.9996,0.0001,0.0029
16500,bob,default,0.0015,0.9765,0.0204,0.0015,0.0883
16500,carol,work,0.9975,0.0023,0.0001,0.0001,0.0132
16500,carol,home,0.0001,0.9994,0.0004,0.0001,0.0042
16500,carol,concert,0.0001,0.0003,0.9995,0.0001,0.0033
16500,carol,default,0.0014,0.9664,0.0307,0.0014,0.1147
16500,dave,work,0.9978,0.0020,0.0001,0.0001,0.0117
16500,dave,home,0.0001,0.9994,0.0005,0.0001,0.0043
16500,dave,concert,0.0001,0.0003,0.9995,0.0001,0.0032
16500,dave,default,0.0015,0.9673,0.0298,0.0015,0.1125
17000,alice,work,0.9987,0.0009,0.0003,0.0001,0.0079
17000,alice,home,0.0001,0.9996,0.0002,0.0001,0.0026
17000,alice,concert,0.0001,0.0001,0.9997,0.0001,0.0023
17000,alice,default,0.0016,0.9762,0.0207,0.0016,0.0894
17000,bob,work,0.9995,0.0004,0.0001,0.0001,0.0037
17000,bob,home,0.0001,0.9990,0.0001,0.0008,0.0064
17000,bob,concert,0.0001,0.0002,0.9996,0.0001,0.0028
17000,bob,default,0.0015,0.9772,0.0198,0.0015,0.0862
17000,carol,work,0.9976,0.0023,0.0001,0.0001,0.0129
17000,carol,home,0.0001,0.9994,0.0004,0.0001,0.0041
17000,carol,concert,0.0001,0.0003,0.9995,0.0001,0.0032
17000,carol,default,0.0014,0.9670,0.0302,0.0014,0.1131
17000,dave,work,0.9979,0.0019,0.0001,0.0001,0.0115
17000,dave,home,0.0001,0.9994,0.0004,0.0001,0.0041
17000,dave,concert,0.0001,0.0003,0.9996,0.0001,0.0031
17000,dave,default,0.0014,0.9682,0.0290,0.0014,0.1100
17500,alice,work,0.9987,0.0009,0.0003,0.0001,0.0077
17500,alice,home,0.0001,0.9996,0.0002,0.0001,0.0025
17500,alice,concert,0.0001,0.0001,0.9997,0.0001,0.0023
17500,alice,default,0.0015,0.9766,0.0203,0.0015,0.0881
17500,bob,work,0.9995,0.0004,0.0001,0.0001,0.0036
17500,bob,home,0.0001,0.9990,0.0001,0.0008,0.0062
17500,bob,concert,0.0001,0.0002,0.9996,0.0001,0.0027
17500,bob,default,0.0014,0.9783,0.0189,0.0014,0.0830
17500,carol,work,0.9976,0.0022,0.0001,0.0001,0.0126
17500,carol,home,0.0001,0.9994,0.0004,0.0001,0.0040
17500,carol,concert,0.0001,0.0003,0.9996,0.0001,0.0031
17500,carol,default,0.0014,0.9677,0.0295,0.0014,0.1111
17500,dave,work,0.9979,0.0019,0.0001,0.0001,0.0112
17500,dave,home,0.0001,0.9994,0.0004,0.0001,0.0040
17500,dave,concert,0.0001,0.0003,0.9996,0.0001,0.0030
17500,dave,default,0.0014,0.9691,0.0282,0.0014,0.1076
18000,alice,work,0.9988,0.0009,0.0003,0.0001,0.0075
18000,alice,home,0.0001,0.9997,0.0002,0.0001,0.0025
18000,alice,concert,0.0001,0.0001,0.9997,0.0001,0.0022
18000,alice,default,0.0015,0.9772,0.0198,0.0015,0.0864
18000,bob,work,0.9995,0.0003,0.0001,0.0001,0.0035
18000,bob,home,0.0001,0.9990,0.0001,0.0008,0.0061
18000,bob,concert,0.0001,0.0002,0.9996,0.0001,0.0027
18000,bob,default,0.0014,0.9786,0.0186,0.0014,0.0819
18000,carol,work,0.9977,0.0021,0.0001,0.0001,0.0122
18000,carol,home,0.0001,0.9994,0.0004,0.0001,0.0039
18000,carol,concert,0.0001,0.0003,0.9996,0.0001,0.0030
18000,carol,default,0.0013,0.9689,0.0284,0.0013,0.1079
18000,dave,work,0.9980,0.0018,0.0001,0.0001,0.0109
18000,dave,home,0.0001,0.9994,0.0004,0.0001,0.0039
18000,dave,concert,0.0001,0.0003,0.9996,0.0001,0.0030
18000,dave,default,0.0013,0.9701,0.0273,0.0013,0.1049
18500,alice,work,0.9988,0.0009,0.0003,0.0001,0.0073
18500,alice,home,0.0001,0.9997,0.0002,0.0001,0.0024
18500,alice,concert,0.0001,0.0001,0.9997,0.0001,0.0022
18500,alice,default,0.0015,0.9777,0.0194,0.0015,0.0847
18500,bob,work,0.9995,0.0003,0.0001,0.0001,0.0034
18500,bob,home,0.0001,0.9990,0.0001,0.0008,0.0059
18500,bob,concert,0.0001,0.0002,0.9996,0.0001,0.0026
18500,bob,default,0.0014,0.9789,0.0184,0.0014,0.0811
18500,carol,work,0.9978,0.0021,0.0001,0.0001,0.0119
18500,carol,home,0.0001,0.9994,0.0004,0.0001,0.0038
18500,carol,concert,0.0001,0.0003,0.9996,0.0001,0.0030
18500,carol,default,0.0013,0.9702,0.0273,0.0013,0.1043
18500,dave,work,0.9981,0.0018,0.0001,0.0001,0.0106
18500,dave,home,0.0001,0.9994,0.0004,0.0001,0.0038
18500,dave,concert,0.0001,0.0002,0.9996,0.0001,0.0029
18500,dave,default,0.0013,0.9710,0.0264,0.0013,0.1023
19000,alice,work,0.9988,0.0008,0.0002,0.0001,0.0071
19000,alice,home,0.0001,0.9997,0.0002,0.0001,0.0024
19000,alice,concert,0.0001,0.0001,0.9997,0.0001,0.0021
19000,alice,default,0.0014,0.9785,0.0187,0.0014,0.0824
19000,bob,work,0.9995,0.0003,0.0001,0.0001,0.0033
19000,bob,home,0.0001,0.9991,0.0001,0.0007,0.0058
19000,bob,concert,0.0001,0.0002,0.9996,0.0001,0.0026
19000,bob,default,0.0014,0.9792,0.0181,0.0014,0.0801
19000,carol,work,0.9978,0.0020,0.0001,0.0001,0.0116
19000,carol,home,0.0001,0.9995,0.0004,0.0001,0.0037
19000,carol,concert,0.0001,0.0003,0.9996,0.0001,0.0029
19000,carol,default,0.0012,0.9712,0.0263,0.0012,0.1015
19000,dave,work,0.9981,0.0017,0.0001,0.0001,0.0103
19000,dave,home,0.0001,0.9994,0.0004,0.0001,0.0037
19000,dave,concert,0.0001,0.0002,0.9996,0.0001,0.0028
19000,dave,default,0.0013,0.9716,0.0259,0.0013,0.1006
19500,alice,work,0.9989,0.0008,0.0002,0.0001,0.0069
19500,alice,home,0.0001,0.9997,0.0002,0.0001,0.0023
19500,alice,concert,0.0001,0.0001,0.9997,0.0001,0.0021
19500,alice,default,0.0014,0.9791,0.0182,0.0014,0.0806
19500,bob,work,0.9995,0.0003,0.0001,0.0001,0.0033
19500,bob,home,0.0001,0.9991,0.0001,0.0007,0.0057
19500,bob,concert,0.0001,0.0002,0.9997,0.0001,0.0025
19500,bob,default,0.0013,0.9799,0.0175,0.0013,0.0780
19500,carol,work,0.9979,0.0020,0.0001,0.0001,0.0114
19500,carol,home,0.0001,0.9995,0.0004,0.0001,0.0036
19500,carol,concert,0.0001,0.0002,0.9996,0.0001,0.0028
19500,carol,default,0.0012,0.9716,0.0259,0.0012,0.1003
19500,dave,work,0.9982,0.0017,0.0001,0.0001,0.0101
19500,dave,home,0.0001,0.9995,0.0004,0.0001,0.0036
19500,dave,concert,0.0001,0.0002,0.9996,0.0001,0.0028
19500,dave,default,0.0012,0.9724,0.0251,0.0012,0.0983
20000,alice,work,0.9989,0.0008,0.0002,0.0001,0.0068
20000,alice,home,0.0001,0.9997,0.0002,0.0001,0.0023
20000,alice,concert,0.0001,0.0001,0.9997,0.0001,0.0020
20000,alice,default,0.0013,0.9795,0.0178,0.0013,0.0792
20000,bob,work,0.9995,0.0003,0.0001,0.0001,0.0032
20000,bob,home,0.0001,0.9991,0.0001,0.0007,0.0055
20000,bob,concert,0.0001,0.0002,0.9997,0.0001,0.0025
20000,bob,default,0.0013,0.9803,0.0171,0.0013,0.0767
20000,carol,work,0.9979,0.0019,0.0001,0.0001,0.0111
20000,carol,home,0.0001,0.9995,0.0004,0.0001,0.0035
20000,carol,concert,0.0001,0.0002,0.9996,0.0001,0.0028
20000,carol,default,0.0012,0.9727,0.0250,0.0012,0.0973
20000,dave,work,0.9982,0.0016,0.0001,0.0001,0.0100
20000,dave,home,0.0001,0.9995,0.0004,0.0001,0.0036
20000,dave,concert,0.0001,0.0002,0.9996,0.0001,0.0027
20000,dave,default,0.0012,0.9730,0.0246,0.0012,0.0968
20500,alice,work,0.9989,0.0008,0.0002,0.0001,0.0066
20500,alice,home,0.0001,0.9997,0.0002,0.0001,0.0022
20500,alice,concert,0.0001,0.0001,0.9997,0.0001,0.0020
20500,alice,default,0.0013,0.9803,0.0171,0.0013,0.0768
20500,bob,work,0.9995,0.0003,0.0001,0.0001,0.0031
20500,bob,home,0.0001,0.9991,0.0001,0.0007,0.0054
20500,bob,concert,0.0001,0.0002,0.9997,0.0001,0.0024
20500,bob,default,0.0013,0.9806,0.0169,0.0013,0.0757
20500,carol,work,0.9980,0.0019,0.0001,0.0001,0.0109
20500,carol,home,0.0001,0.9995,0.0004,0.0001,0.0034
20500,carol,concert,0.0001,0.0002,0.9996,0.0001,0.0027
20500,carol,default,0.0012,0.9729,0.0247,0.0012,0.0966
20500,dave,work,0.9983,0.0016,0.0001,0.0001,0.0097
20500,dave,home,0.0001,0.9995,0.0004,0.0001,0.0035
20500,dave,concert,0.0001,0.0002,0.9996,0.0001,0.0026
20500,dave,default,0.0012,0.9740,0.0237,0.0012,0.0939
21000,alice,work,0.9990,0.0007,0.0002,0.0001,0.0065
21000,alice,home,0.0001,0.9997,0.0001,0.0001,0.0021
21000,alice,concert,0.0001,0.0001,0.9997,0.0001,0.0019
21000,alice,default,0.0013,0.9809,0.0166,0.0013,0.0749
21000,bob,work,0.9996,0.0003,0.0001,0.0001,0.0031
21000,bob,home,0.0001,0.9992,0.0001,0.0007,0.0053
21000,bob,concert,0.0001,0.0002,0.9997,0.0001,0.0023
21000,bob,default,0.0012,0.9810,0.0165,0.0012,0.0745
21000,carol,work,0.9980,0.0018,0.0001,0.0001,0.0107
21000,carol,home,0.0001,0.9995,0.0003,0.0001,0.0033
21000,carol,concert,0.0001,0.0002,0.9996,0.0001,0.0027
21000,carol,default,0.0011,0.9736,0.0242,0.0011,0.0948
21000,dave,work,0.9983,0.0016,0.0001,0.0001,0.0095
21000,dave,home,0.0001,0.9995,0.0004,0.0001,0.0034
21000,dave,concert,0.0001,0.0002,0.9996,0.0001,0.0026
21000,dave,default,0.0011,0.9746,0.0232,0.0011,0.0922
21500,alice,work,0.9990,0.0007,0.0002,0.0001,0.0063
21500,alice,home,0.0001,0.9997,0.0001,0.0001,0.0021
21500,alice,concert,0.0001,0.0001,0.9997,0.0001,0.0019
21500,alice,default,0.0012,0.9814,0.0161,0.0012,0.0731
21500,bob,work,0.9996,0.0003,0.0001,0.0001,0.0030
21500,bob,home,0.0001,0.9992,0.0001,0.0007,0.0052
21500,bob,concert,0.0001,0.0002,0.9997,0.0001,0.0023
21500,bob,default,0.0012,0.9815,0.0161,0.0012,0.0727
21500,carol,work,0.9981,0.0018,0.0001,0.0001,0.0105
21500,carol,home,0.0001,0.9995,0.0003,0.0001,0.0033
21500,carol,concert,0.0001,0.0002,0.9996,0.0001,0.0026
21500,carol,default,0.0011,0.9742,0.0236,0.0011,0.0931
21500,dave,work,0.9983,0.0015,0.0001,0.0001,0.0093
21500,dave,home,0.0001,0.9995,0.0003,0.0001,0.0033
21500,dave,concert,0.0001,0.0002,0.9996,0.0001,0.0025
21500,dave,default,0.0011,0.9749,0.0229,0.0011,0.0912
22000,alice,work,0.9990,0.0007,0.0002,0.0001,0.0062
22000,alice,home,0.0001,0.9997,0.0001,0.0001,0.0021
22000,alice,concert,0.0001,0.0001,0.9998,0.0001,0.0019
22000,alice,default,0.0012,0.9817,0.0159,0.0012,0.0723
22000,bob,work,0.9996,0.0003,0.0001,0.0001,0.0029
22000,bob,home,0.0001,0.9992,0.0001,0.0006,0.0051
22000,bob,concert,0.0001,0.0002,0.9997,0.0001,0.0022
22000,bob,default,0.0012,0.9819,0.0157,0.0012,0.0716
22000,carol,work,0.9981,0.0017,0.0001,0.0001,0.0103
22000,carol,home,0.0001,0.9995,0.0003,0.0001,0.0032
22000,carol,concert,0.0001,0.0002,0.9996,0.0001,0.0026
22000,carol,default,0.0011,0.9748,0.0230,0.0011,0.0912
22000,dave,work,0.9984,0.0015,0.0001,0.0001,0.0092
22000,dave,home,0.0001,0.9995,0.0003,0.0001,0.0033
22000,dave,concert,0.0001,0.0002,0.9997,0.0001,0.0025
22000,dave,default,0.0011,0.9757,0.0222,0.0011,0.0890
22500,alice,work,0.9990,0.0007,0.0002,0.0001,0.0061
22500,alice,home,0.0001,0.9997,0.0001,0.0001,0.0020
22500,alice,concert,0.0001,0.0001,0.9998,0.0001,0.0018
22500,alice,default,0.0012,0.9820,0.0156,0.0012,0.0712
22500,bob,work,0.9996,0.0003,0.0001,0.0001,0.0029
22500,bob,home,0.0001,0.9992,0.0001,0.0006,0.0050
22500,bob,concert,0.0001,0.0002,0.9997,0.0001,0.0022
22500,bob,default,0.0012,0.9822,0.0155,0.0012,0.0705
22500,carol,work,0.9982,0.0017,0.0001,0.0001,0.0101
22500,carol,home,0.0001,0.9995,0.0003,0.0001,0.0031
22500,carol,concert,0.0001,0.0002,0.9996,0.0001,0.0025
22500,carol,default,0.0011,0.9756,0.0223,0.0011,0.0891
22500,dave,work,0.9984,0.0015,0.0001,0.0001,0.0090
22500,dave,home,0.0001,0.9995,0.0003,0.0001,0.0032
22500,dave,concert,0.0001,0.0002,0.9997,0.0001,0.0025
22500,dave,default,0.0011,0.9762,0.0217,0.0011,0.0874
23000,alice,work,0.9990,0.0007,0.0002,0.0001,0.0060
23000,alice,home,0.0001,0.9997,0.0001,0.0001,0.0020
23000,alice,concert,0.0001,0.0001,0.9998,0.0001,0.0018
23000,alice,default,0.0012,0.9824,0.0153,0.0012,0.0698
23000,bob,work,0.9996,0.0003,0.0001,0.0001,0.0028
23000,bob,home,0.0001,0.9992,0.0001,0.0006,0.0049
23000,bob,concert,0.0001,0.0002,0.9997,0.0001,0.0021
23000,bob,default,0.0011,0.9825,0.0152,0.0011,0.0697
23000,carol,work,0.9982,0.0017,0.0001,0.0001,0.0099
23000,carol,home,0.0001,0.9996,0.0003,0.0001,0.0031
23000,carol,concert,0.0001,0.0002,0.9997,0.0001,0.0025
23000,carol,default,0.0010,0.9760,0.0220,0.0010,0.0879
23000,dave,work,0.9984,0.0014,0.0001,0.0001,0.0088
23000,dave,home,0.0001,0.9995,0.0003,0.0001,0.0031
23000,dave,concert,0.0001,0.0002,0.9997,0.0001,0.0024
23000,dave,default,0.0010,0.9770,0.0210,0.0010,0.0851
23500,alice,work,0.9991,0.0007,0.0002,0.0001,0.0059
23500,alice,home,0.0001,0.9997,0.0001,0.0001,0.0019
23500,alice,concert,0.0001,0.0001,0.9998,0.0001,0.0018
23500,alice,default,0.0011,0.9827,0.0150,0.0011,0.0690
23500,bob,work,0.9996,0.0003,0.0001,0.0001,0.0028
23500,bob,home,0.0001,0.9992,0.0001,0.0006,0.0048
23500,bob,concert,0.0001,0.0002,0.9997,0.0001,0.0021
23500,bob,default,0.0011,0.9831,0.0147,0.0011,0.0677
23500,carol,work,0.9982,0.0016,0.0001,0.0001,0.0097
23500,carol,home,0.0001,0.9996,0.0003,0.0001,0.0030
23500,carol,concert,0.0001,0.0002,0.9997,0.0001,0.0024
23500,carol,default,0.0010,0.9765,0.0215,0.0010,0.0864
23500,dave,work,0.9985,0.0014,0.0001,0.0001,0.0086
23500,dave,home,0.0001,0.9995,0.0003,0.0001,0.0031
23500,dave,concert,0.0001,0.0002,0.9997,0.0001,0.0024
23500,dave,default,0.0010,0.9773,0.0206,0.0010,0.0840
24000,alice,work,0.9991,0.0007,0.0002,0.0001,0.0057
24000,alice,home,0.0001,0.9997,0.0001,0.0001,0.0019
24000,alice,concert,0.0001,0.0001,0.9998,0.0001,0.0017
24000,alice,default,0.0011,0.9829,0.0148,0.0011,0.0683
24000,bob,work,0.9996,0.0003,0.0001,0.0001,0.0027
24000,bob,home,0.0001,0.9993,0.0001,0.0006,0.0047
24000,bob,concert,0.0001,0.0002,0.9997,0.0001,0.0021
24000,bob,default,0.0011,0.9837,0.0142,0.0011,0.0658
24000,carol,work,0.9983,0.0016,0.0001,0.0001,0.0095
24000,carol,home,0.0001,0.9996,0.0003,0.0001,0.0030
24000,carol,concert,0.0001,0.0002,0.9997,0.0001,0.0024
24000,carol,default,0.0010,0.9767,0.0213,0.0010,0.0856
24000,dave,work,0.9985,0.0014,0.0001,0.0001,0.0084
24000,dave,home,0.0001,0.9996,0.0003,0.0001,0.0030
24000,dave,concert,0.0001,0.0002,0.9997,0.0001,0.0023
24000,dave,default,0.0010,0.9779,0.0202,0.0010,0.0824
24500,alice,work,0.9991,0.0006,0.0002,0.0001,0.0056
24500,alice,home,0.0001,0.9997,0.0001,0.0001,0.0019
24500,alice,concert,0.0001,0.0001,0.9998,0.0001,0.0017
24500,alice,default,0.0011,0.9834,0.0145,0.0011,0.0668
24500,bob,work,0.9996,0.0003,0.0001,0.0001,0.0027
24500,bob,home,0.0001,0.9993,0.0001,0.0006,0.0047
24500,bob,concert,0.0001,0.0002,0.9997,0.0001,0.0020
24500,bob,default,0.0011,0.9838,0.0141,0.0011,0.0654
24500,carol,work,0.9983,0.0016,0.0001,0.0001,0.0093
24500,carol,home,0.0001,0.9996,0.0003,0.0001,0.0029
24500,carol,concert,0.0001,0.0002,0.9997,0.0001,0.0023
24500,carol,default,0.0010,0.9775,0.0206,0.0010,0.0835
24500,dave,work,0.9985,0.0013,0.0001,0.0001,0.0083
24500,dave,home,0.0001,0.9996,0.0003,0.0001,0.0030
24500,dave,concert,0.0001,0.0002,0.9997,0.0001,0.0023
24500,dave,default,0.0010,0.9782,0.0198,0.0010,0.0814
25000,alice,work,0.9991,0.0006,0.0002,0.0001,0.0056
25000,alice,home,0.0001,0.9998,0.0001,0.0001,0.0018
25000,alice,concert,0.0001,0.0001,0.9998,0.0001,0.0017
25000,alice,default,0.0011,0.9837,0.0141,0.0011,0.0656
25000,bob,work,0.9996,0.0002,0.0001,0.0001,0.0026
25000,bob,home,0.0001,0.9993,0.0001,0.0006,0.0046
25000,bob,concert,0.0001,0.0002,0.9997,0.0001,0.0020
25000,bob,default,0.0010,0.9841,0.0138,0.0010,0.0642
25000,carol,work,0.9984,0.0015,0.0001,0.0001,0.0092
25000,carol,home,0.0001,0.9996,0.0003,0.0001,0.0029
25000,carol,concert,0.0001,0.0002,0.9997,0.0001,0.0023
25000,carol,default,0.0010,0.9778,0.0203,0.0010,0.0825
25000,dave,work,0.9986,0.0013,0.0001,0.0001,0.0082
25000,dave,home,0.0001,0.9996,0.0003,0.0001,0.0029
25000,dave,concert,0.0001,0.0002,0.9997,0.0001,0.0022
25000,dave,default,0.0010,0.9787,0.0194,0.0010,0.0799
25500,alice,work,0.9991,0.0006,0.0002,0.0001,0.0054
25500,alice,home,0.0001,0.9998,0.0001,0.0001,0.0018
25500,alice,concert,0.0001,0.0001,0.9998,0.0001,0.0016
25500,alice,default,0.0011,0.9839,0.0140,0.0011,0.0650
25500,bob,work,0.9996,0.0002,0.0001,0.0001,0.0026
25500,bob,home,0.0001,0.9993,0.0001,0.0006,0.0045
25500,bob,concert,0.0001,0.0001,0.9997,0.0001,0.0019
25500,bob,default,0.0010,0.9843,0.0136,0.0010,0.0636
25500,carol,work,0.9984,0.0015,0.0001,0.0001,0.0090
25500,carol,home,0.0001,0.9996,0.0003,0.0001,0.0028
25500,carol,concert,0.0001,0.0002,0.9997,0.0001,0.0023
25500,carol,default,0.0009,0.9784,0.0198,0.0009,0.0807
25500,dave,work,0.9986,0.0013,0.0001,0.0001,0.0080
25500,dave,home,0.0001,0.9996,0.0003,0.0001,0.0029
25500,dave,concert,0.0001,0.0002,0.9997,0.0001,0.0022
25500,dave,default,0.0009,0.9793,0.0189,0.0009,0.0782
26000,alice,work,0.9992,0.0006,0.0002,0.0001,0.0054
26000,alice,home,0.0001,0.9998,0.0001,0.0001,0.0018
26000,alice,concert,0.0001,0.0001,0.9998,0.0001,0.0016
26000,alice,default,0.0010,0.9843,0.0137,0.0010,0.0639
26000,bob,work,0.9996,0.0002,0.0001,0.0001,0.0025
26000,bob,home,0.0001,0.9993,0.0001,0.0005,0.0044
26000,bob,concert,0.0001,0.0001,0.9997,0.0001,0.0019
26000,bob,default,0.0010,0.9848,0.0132,0.0010,0.0621
26000,carol,work,0.9984,0.0015,0.0001,0.0001,0.0089
26000,carol,home,0.0001,0.9996,0.0003,0.0001,0.0028
26000,carol,concert,0.0001,0.0002,0.9997,0.0001,0.0022
26000,carol,default,0.0009,0.9788,0.0194,0.0009,0.0795
26000,dave,work,0.9986,0.0013,0.0001,0.0001,0.0079
26000,dave,home,0.0001,0.9996,0.0003,0.0001,0.0028
26000,dave,concert,0.0001,0.0002,0.9997,0.0001,0.0022
26000,dave,default,0.0009,0.9795,0.0187,0.0009,0.0775
26500,alice,work,0.9992,0.0006,0.0002,0.0001,0.0053
26500,alice,home,0.0001,0.9998,0.0001,0.0001,0.0018
26500,alice,concert,0.0001,0.0001,0.9998,0.0001,0.0016
26500,alice,default,0.0010,0.9846,0.0134,0.0010,0.0628
