circumstance,outcome,authenticity,cost,positive_pct,neutral_pct,negative_pct
work,-1.1944,-0.1033,-0.1564,0.1120,0.2981,0.5898
home,-0.8519,-0.1033,-0.1542,0.1472,0.3648,0.4880
conference,-0.6898,-0.1032,-0.1632,0.2037,0.3167,0.4796
