circumstance,outcome,authenticity,cost,positive_pct,neutral_pct,negative_pct
work,-1.1829,-0.1146,-0.1352,0.1222,0.2824,0.5954
home,-1.1551,-0.1149,-0.1387,0.1148,0.3083,0.5769
conference,-1.0671,-0.1162,-0.1395,0.1398,0.2935,0.5667
