episode,mask,o,c,e,a,n,norm
0,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1,mask_work,-0.00038,0.04000,0.00080,-0.04000,0.02909,0.06362
1,mask_home,0.04000,-0.02284,0.04000,-0.03113,0.00014,0.06849
1,mask_conference,0.03288,0.03763,0.04000,0.00651,0.01274,0.06559
2,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2,mask_work,-0.00253,0.07680,-0.00035,-0.07680,0.05722,0.12279
2,mask_home,0.07680,-0.02625,0.07680,-0.04657,0.00248,0.12108
2,mask_conference,0.05858,0.07197,0.07680,0.00601,0.02756,0.12371
3,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
3,mask_work,-0.00697,0.11066,-0.00470,-0.11066,0.08462,0.17811
3,mask_home,0.11066,-0.02184,0.11066,-0.05511,0.00557,0.16744
3,mask_conference,0.08046,0.10621,0.10525,-0.00170,0.04323,0.17523
4,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
4,mask_work,-0.01207,0.14180,-0.01003,-0.14180,0.11048,0.22949
4,mask_home,0.14180,-0.00984,0.14180,-0.05701,0.00941,0.20893
4,mask_conference,0.09982,0.13771,0.12971,-0.00898,0.05799,0.22180
5,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
5,mask_work,-0.01685,0.17046,-0.01523,-0.17046,0.13438,0.27692
5,mask_home,0.17046,0.00383,0.17046,-0.05679,0.01326,0.24805
5,mask_conference,0.11495,0.16670,0.14897,-0.01893,0.07258,0.26234
6,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
6,mask_work,-0.02140,0.19682,-0.02004,-0.19682,0.15640,0.32062
6,mask_home,0.19682,0.01942,0.19682,-0.05432,0.01719,0.28478
6,mask_conference,0.12724,0.19336,0.16526,-0.02950,0.08651,0.29874
7,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
7,mask_work,-0.02581,0.22108,-0.02460,-0.22108,0.17674,0.36091
7,mask_home,0.22108,0.03382,0.22108,-0.05201,0.02081,0.31942
7,mask_conference,0.13769,0.21789,0.17892,-0.04047,0.09967,0.33169
8,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
8,mask_work,-0.03016,0.24339,-0.02893,-0.24339,0.19554,0.39807
8,mask_home,0.24339,0.04837,0.24339,-0.04891,0.02430,0.35185
8,mask_conference,0.14667,0.24046,0.19065,-0.05249,0.11263,0.36211
9,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
9,mask_work,-0.03427,0.26392,-0.03297,-0.26392,0.21288,0.43230
9,mask_home,0.26392,0.06465,0.26392,-0.04388,0.02788,0.38235
9,mask_conference,0.15550,0.26122,0.20147,-0.06426,0.12486,0.39080
10,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
10,mask_work,-0.03816,0.28281,-0.03679,-0.28281,0.22897,0.46389
10,mask_home,0.28281,0.08356,0.28281,-0.03631,0.03166,0.41141
10,mask_conference,0.16361,0.28033,0.21112,-0.07576,0.13650,0.41748
11,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
11,mask_work,-0.04176,0.30018,-0.04039,-0.30018,0.24385,0.49301
11,mask_home,0.30018,0.10130,0.30018,-0.02909,0.03518,0.43882
11,mask_conference,0.17079,0.29790,0.21980,-0.08636,0.14735,0.44204
12,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
12,mask_work,-0.04505,0.31617,-0.04370,-0.31617,0.25759,0.51982
12,mask_home,0.31617,0.11933,0.31617,-0.02116,0.03863,0.46487
12,mask_conference,0.17746,0.31407,0.22774,-0.09602,0.15734,0.46472
13,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
13,mask_work,-0.04810,0.33087,-0.04675,-0.33087,0.27025,0.54450
13,mask_home,0.33087,0.13521,0.33087,-0.01440,0.04172,0.48906
13,mask_conference,0.18366,0.32894,0.23499,-0.10474,0.16653,0.48565
14,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
14,mask_work,-0.05075,0.34440,-0.04951,-0.34440,0.28195,0.56723
14,mask_home,0.34440,0.15105,0.34440,-0.00725,0.04471,0.51195
14,mask_conference,0.18944,0.34263,0.24175,-0.11231,0.17498,0.50493
15,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
15,mask_work,-0.05310,0.35685,-0.05204,-0.35685,0.29283,0.58819
15,mask_home,0.35685,0.16646,0.35685,-0.00005,0.04757,0.53353
15,mask_conference,0.19520,0.35522,0.24839,-0.11895,0.18252,0.52292
16,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
16,mask_work,-0.05523,0.36830,-0.05442,-0.36830,0.30294,0.60752
16,mask_home,0.36830,0.18077,0.36830,0.00667,0.05022,0.55366
16,mask_conference,0.20057,0.36680,0.25457,-0.12478,0.18944,0.53947
17,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
17,mask_work,-0.05704,0.37884,-0.05660,-0.37884,0.31230,0.62532
17,mask_home,0.37884,0.19493,0.37884,0.01361,0.05278,0.57272
17,mask_conference,0.20586,0.37746,0.26093,-0.12963,0.19556,0.55496
18,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
18,mask_work,-0.05859,0.38853,-0.05857,-0.38853,0.32092,0.64169
18,mask_home,0.38853,0.20801,0.38853,0.02002,0.05514,0.59044
18,mask_conference,0.21091,0.38726,0.26687,-0.13406,0.20110,0.56928
19,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
19,mask_work,-0.05995,0.39745,-0.06036,-0.39745,0.32891,0.65677
19,mask_home,0.39745,0.22027,0.39745,0.02528,0.05762,0.60697
19,mask_conference,0.21552,0.39628,0.27237,-0.13806,0.20621,0.58245
20,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
20,mask_work,-0.06118,0.40565,-0.06202,-0.40565,0.33627,0.67065
20,mask_home,0.40565,0.23183,0.40565,0.02935,0.06037,0.62238
20,mask_conference,0.22013,0.40458,0.27774,-0.14139,0.21073,0.59471
21,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
21,mask_work,-0.06230,0.41320,-0.06358,-0.41320,0.34312,0.68347
21,mask_home,0.41320,0.24284,0.41320,0.03189,0.06349,0.63678
21,mask_conference,0.22433,0.41221,0.28263,-0.14419,0.21494,0.60590
22,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
22,mask_work,-0.06326,0.42014,-0.06502,-0.42014,0.34947,0.69527
22,mask_home,0.41912,0.25334,0.42014,0.03248,0.06718,0.64956
22,mask_conference,0.22852,0.41923,0.28744,-0.14642,0.21866,0.61632
23,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
23,mask_work,-0.06413,0.42653,-0.06637,-0.42653,0.35538,0.70617
23,mask_home,0.42397,0.26331,0.42653,0.03252,0.07090,0.66113
23,mask_conference,0.23248,0.42569,0.29176,-0.14815,0.22208,0.62583
24,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
24,mask_work,-0.06488,0.43241,-0.06761,-0.43241,0.36082,0.71619
24,mask_home,0.42735,0.27296,0.43241,0.03144,0.07492,0.67136
24,mask_conference,0.23643,0.43164,0.29591,-0.14927,0.22511,0.63461
25,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
25,mask_work,-0.06544,0.43782,-0.06877,-0.43782,0.36584,0.72541
25,mask_home,0.43032,0.28139,0.43782,0.02971,0.07871,0.68052
25,mask_conference,0.24040,0.43711,0.29983,-0.14984,0.22777,0.64272
26,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
26,mask_work,-0.06576,0.44279,-0.06982,-0.44279,0.37045,0.73387
26,mask_home,0.43218,0.28915,0.44279,0.02700,0.08267,0.68849
26,mask_conference,0.24453,0.44214,0.30365,-0.14958,0.23004,0.65021
27,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
27,mask_work,-0.06579,0.44737,-0.07061,-0.44737,0.37459,0.74156
27,mask_home,0.43286,0.29627,0.44737,0.02319,0.08690,0.69525
27,mask_conference,0.24910,0.44677,0.30757,-0.14825,0.23182,0.65724
28,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
28,mask_work,-0.06543,0.45158,-0.07109,-0.45158,0.37827,0.74851
28,mask_home,0.43216,0.30303,0.45158,0.01833,0.09156,0.70088
28,mask_conference,0.25428,0.45103,0.31154,-0.14564,0.23310,0.66384
29,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
29,mask_work,-0.06469,0.45545,-0.07124,-0.45545,0.38149,0.75477
29,mask_home,0.43088,0.30909,0.45545,0.01291,0.09620,0.70573
29,mask_conference,0.25943,0.45494,0.31556,-0.14273,0.23409,0.67009
30,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
30,mask_work,-0.06360,0.45902,-0.07108,-0.45902,0.38431,0.76039
30,mask_home,0.42949,0.31437,0.45902,0.00734,0.10060,0.71004
30,mask_conference,0.26435,0.45855,0.31948,-0.13991,0.23489,0.67599
31,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
31,mask_work,-0.06220,0.46230,-0.07066,-0.46230,0.38675,0.76542
31,mask_home,0.42727,0.31920,0.46230,0.00104,0.10517,0.71360
31,mask_conference,0.26889,0.46187,0.32316,-0.13729,0.23560,0.68148
32,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
32,mask_work,-0.06056,0.46531,-0.07000,-0.46531,0.38886,0.76994
32,mask_home,0.42453,0.32353,0.46531,-0.00575,0.10977,0.71659
32,mask_conference,0.27328,0.46492,0.32677,-0.13459,0.23616,0.68665
33,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
33,mask_work,-0.05864,0.46809,-0.06912,-0.46809,0.39067,0.77398
33,mask_home,0.42176,0.32753,0.46809,-0.01228,0.11415,0.71933
33,mask_conference,0.27740,0.46772,0.33015,-0.13214,0.23663,0.69149
34,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
