circumstance,style,early_pct,late_pct,shift
depleted,push_through,0.1111,0.0000,-0.1111
depleted,steady_recovery,0.3889,0.3571,-0.0317
depleted,patient_recovery,0.5000,0.6429,0.1429
rested,push_through,0.0000,0.0000,0.0000
rested,steady_recovery,0.0000,1.0000,1.0000
rested,patient_recovery,0.0000,0.0000,0.0000
