circumstance,outcome,authenticity,cost,positive_pct,neutral_pct,negative_pct
work,-0.6505,-0.1071,-0.1446,0.1704,0.3991,0.4306
home,-0.6829,-0.1029,-0.1670,0.1602,0.4065,0.4333
conference,-0.6343,-0.1053,-0.1501,0.1963,0.3537,0.4500
