circumstance,outcome,authenticity,cost,positive_pct,neutral_pct,negative_pct
work,-1.3056,-0.1020,-0.1754,0.1148,0.2481,0.6370
home,-0.6736,-0.1026,-0.1725,0.1759,0.3787,0.4454
conference,-0.5602,-0.1010,-0.1794,0.2028,0.3704,0.4269
