circumstance,outcome,authenticity,cost,positive_pct,neutral_pct,negative_pct
work,-1.0208,-0.1023,-0.1581,0.1352,0.3213,0.5435
home,-0.7940,-0.1037,-0.1629,0.1528,0.3769,0.4704
conference,-0.8125,-0.1042,-0.1569,0.1796,0.3157,0.5046
