circumstance,outcome,authenticity,cost,positive_pct,neutral_pct,negative_pct
work,-0.6412,-0.1043,-0.1624,0.1731,0.3972,0.4296
home,-0.4630,-0.1046,-0.1743,0.1944,0.4259,0.3796
conference,-0.2731,-0.1064,-0.1606,0.2472,0.3963,0.3565
