episode,interactions,total_reward,mean_reward,entropy_work,entropy_home,entropy_conference
1,27,-23.9710,-0.8878,1.8366,2.4194,1.8911
2,27,-19.5290,-0.7233,2.4613,2.6144,2.4807
3,27,-17.1730,-0.6360,2.4564,2.5450,2.5336
4,27,-37.4670,-1.3877,2.4491,2.4812,2.6395
5,27,-38.1690,-1.4137,2.4875,2.5572,2.6975
6,27,-27.7490,-1.0277,2.4573,2.5355,2.6810
7,27,-39.5890,-1.4663,2.4784,2.5677,2.7021
8,27,-32.4010,-1.2000,2.4923,2.5779,2.6700
9,27,-34.6490,-1.2833,2.4949,2.5892,2.6134
10,27,-9.8470,-0.3647,2.5337,2.5935,2.6027
11,27,-16.9450,-0.6276,2.5817,2.6264,2.5596
12,27,-32.3050,-1.1965,2.6073,2.6339,2.5890
13,27,-14.8230,-0.5490,2.6422,2.6214,2.5238
14,27,-23.1210,-0.8563,2.6382,2.6184,2.5202
15,27,-25.3390,-0.9385,2.6311,2.6015,2.4974
16,27,-20.1530,-0.7464,2.6665,2.6121,2.4608
17,27,-22.4490,-0.8314,2.6515,2.5853,2.4219
18,27,-30.2130,-1.1190,2.6988,2.5464,2.4477
19,27,-24.7930,-0.9183,2.7022,2.5079,2.4557
20,27,-24.4510,-0.9056,2.6832,2.5025,2.5113
21,27,-27.0830,-1.0031,2.6735,2.5552,2.5750
22,27,-27.1790,-1.0066,2.6341,2.5964,2.5209
23,27,-14.9970,-0.5554,2.6199,2.6025,2.4893
24,27,-14.9970,-0.5554,2.6110,2.5959,2.4748
25,27,-27.2510,-1.0093,2.5921,2.6603,2.4954
26,27,-39.9430,-1.4794,2.5974,2.6748,2.5777
27,27,-12.5990,-0.4666,2.5398,2.6625,2.6126
28,27,-32.0050,-1.1854,2.4950,2.6726,2.6048
29,27,-27.8390,-1.0311,2.4609,2.6686,2.6320
30,27,-27.5210,-1.0193,2.4817,2.6011,2.6364
31,27,-16.8250,-0.6231,2.4736,2.5649,2.5791
32,27,-39.9250,-1.4787,2.4889,2.5662,2.5981
33,27,-32.1130,-1.1894,2.5205,2.5459,2.6399
34,27,-37.9530,-1.4057,2.5870,2.5567,2.6496
35,27,-39.9670,-1.4803,2.5918,2.4870,2.6491
36,27,-37.5030,-1.3890,2.5475,2.4767,2.5596
37,27,-27.0470,-1.0017,2.5155,2.5108,2.5113
38,27,-19.9010,-0.7371,2.5174,2.4539,2.5846
39,27,-35.2370,-1.3051,2.5855,2.4390,2.5711
40,27,-32.3650,-1.1987,2.5424,2.4860,2.5050
41,27,-40.5250,-1.5009,2.5463,2.4689,2.5135
42,27,-42.2810,-1.5660,2.5257,2.4812,2.6038
43,27,-44.4570,-1.6466,2.5222,2.4653,2.6411
44,27,-22.8630,-0.8468,2.5257,2.4926,2.6765
45,27,-32.3770,-1.1991,2.5208,2.4934,2.7083
