episode,interactions,total_reward,mean_reward,entropy_work,entropy_home,entropy_conference
1,27,-20.1200,-0.7452,1.5305,1.8366,1.2244
2,27,-25.3840,-0.9401,1.9455,2.0782,1.7689
3,27,-20.2160,-0.7487,2.1255,2.1679,1.9651
4,27,-33.1060,-1.2261,2.3026,2.1921,1.9718
5,27,-37.6380,-1.3940,2.3547,2.2302,2.0920
6,27,-24.4840,-0.9068,2.4235,2.2425,2.2780
7,27,-7.7580,-0.2873,2.4692,2.2642,2.3063
8,27,-38.2800,-1.4178,2.4422,2.2394,2.3782
9,27,-11.9420,-0.4423,2.4657,2.2322,2.4064
10,27,-27.1760,-1.0065,2.5062,2.2860,2.3858
11,27,-15.5700,-0.5767,2.5173,2.2862,2.3891
12,27,-10.3840,-0.3846,2.5276,2.2763,2.4036
13,27,-34.8860,-1.2921,2.4937,2.3101,2.4774
14,27,-29.7360,-1.1013,2.4851,2.3700,2.5112
15,27,-10.1320,-0.3753,2.5065,2.3682,2.5166
16,27,-12.5180,-0.4636,2.4774,2.3555,2.5100
17,27,-12.6440,-0.4683,2.4472,2.3437,2.5272
18,27,-25.2520,-0.9353,2.3869,2.3512,2.5089
19,27,-7.1940,-0.2664,2.3050,2.3825,2.5305
20,27,-31.4380,-1.1644,2.3058,2.4427,2.5340
21,27,-51.9480,-1.9240,2.3828,2.4731,2.5234
22,27,-12.3620,-0.4579,2.3791,2.4738,2.5449
23,27,-29.1060,-1.0780,2.2673,2.4368,2.5902
24,27,0.2520,0.0093,2.2153,2.4292,2.5827
25,27,-20.0360,-0.7421,2.2693,2.4195,2.6414
26,27,-22.4580,-0.8318,2.3154,2.4309,2.6518
27,27,-7.4760,-0.2769,2.2817,2.4251,2.6281
28,27,-21.8700,-0.8100,2.3176,2.5305,2.6417
29,27,-22.2660,-0.8247,2.2422,2.5410,2.6596
30,27,-6.5580,-0.2429,2.2207,2.4712,2.6943
31,27,-12.5540,-0.4650,2.1897,2.4513,2.6775
32,27,-34.6820,-1.2845,2.2330,2.4825,2.6940
33,27,-4.4900,-0.1663,2.1850,2.4464,2.6645
34,27,-22.1280,-0.8196,2.2187,2.4535,2.6655
35,27,-25.1620,-0.9319,2.0828,2.4490,2.6356
36,27,-16.9300,-0.6270,2.0336,2.4439,2.6073
37,27,-12.1580,-0.4503,2.0288,2.4904,2.5687
38,27,-27.6740,-1.0250,2.0703,2.4665,2.5229
39,27,-16.4980,-0.6110,2.1700,2.4217,2.5135
40,27,-20.1680,-0.7470,2.1883,2.5291,2.4934
41,27,-28.7820,-1.0660,2.2711,2.5346,2.5358
42,27,-7.1100,-0.2633,2.2949,2.4833,2.5243
43,27,-19.2680,-0.7136,2.3143,2.5443,2.5522
44,27,-27.9260,-1.0343,2.2912,2.5562,2.6171
45,27,-25.0780,-0.9288,2.3689,2.5778,2.6250
46,27,-27.2660,-1.0099,2.3620,2.6017,2.6333
47,27,-19.8260,-0.7343,2.3919,2.5659,2.6215
48,27,-15.4020,-0.5704,2.3925,2.4944,2.6088
49,27,-14.3220,-0.5304,2.3823,2.5313,2.5218
50,27,-37.2900,-1.3811,2.3964,2.4699,2.5421
51,27,-26.5340,-0.9827,2.3477,2.4630,2.5378
52,27,-27.7100,-1.0263,2.3227,2.4827,2.5959
53,27,-19.1540,-0.7094,2.3552,2.4016,2.5812
54,27,-17.8480,-0.6610,2.3813,2.3959,2.5620
55,27,-20.2280,-0.7492,2.3482,2.3868,2.5620
56,27,-12.5240,-0.4639,2.3661,2.2937,2.6058
57,27,-16.6420,-0.6164,2.3915,2.3068,2.6194
58,27,-0.3660,-0.0136,2.3899,2.2932,2.6227
59,27,-34.7960,-1.2887,2.4068,2.3787,2.6632
60,27,-23.9320,-0.8864,2.4558,2.4418,2.6946
61,27,-22.3560,-0.8280,2.4783,2.4402,2.6648
62,27,-35.0840,-1.2994,2.4772,2.4625,2.6334
63,27,-15.0600,-0.5578,2.4567,2.4830,2.5945
64,27,-6.9240,-0.2564,2.4451,2.4746,2.5930
65,27,-15.1560,-0.5613,2.4216,2.5225,2.5702
66,27,-12.0920,-0.4479,2.4354,2.5555,2.4809
67,27,-14.7300,-0.5456,2.4764,2.5283,2.5430
68,27,-4.8500,-0.1796,2.4733,2.5624,2.5918
69,27,-40.1260,-1.4861,2.4486,2.5329,2.5660
70,27,-17.6740,-0.6546,2.3833,2.4968,2.4806
71,27,-12.4160,-0.4599,2.3237,2.4878,2.5174
72,27,-17.3140,-0.6413,2.2879,2.4693,2.5899
73,27,-25.0240,-0.9268,2.2765,2.4179,2.6507
74,27,-24.9700,-0.9248,2.2272,2.4772,2.6438
75,27,-20.0600,-0.7430,2.2312,2.4501,2.6382
76,27,-27.3020,-1.0112,2.2944,2.4417,2.6300
77,27,-21.8040,-0.8076,2.1566,2.4551,2.6008
78,27,-9.9220,-0.3675,2.2118,2.5033,2.5891
79,27,-19.6460,-0.7276,2.1898,2.4409,2.6188
80,27,-22.3920,-0.8293,2.1748,2.4639,2.6360
81,27,-22.4100,-0.8300,2.2020,2.4524,2.6058
82,27,-16.9120,-0.6264,2.2849,2.4771,2.5937
83,27,-37.6800,-1.3956,2.2477,2.4948,2.5691
84,27,-30.2940,-1.1220,2.2797,2.4828,2.5433
85,27,-0.4800,-0.0178,2.2116,2.4575,2.5042
86,27,-32.7520,-1.2130,2.1621,2.4577,2.5622
87,27,-6.5580,-0.2429,2.2212,2.4289,2.5997
88,27,-5.4080,-0.2003,2.1877,2.3441,2.6245
89,27,-28.6680,-1.0618,2.2179,2.4330,2.5886
90,27,-21.6960,-0.8036,2.2309,2.4268,2.5756
91,27,-12.5240,-0.4639,2.2115,2.4786,2.5549
92,27,-29.6640,-1.0987,2.2399,2.4606,2.5390
93,27,-37.6440,-1.3942,2.3087,2.4790,2.5676
94,27,-17.4100,-0.6448,2.3253,2.5028,2.5689
95,27,-20.4500,-0.7574,2.3948,2.4723,2.5592
96,27,-4.5920,-0.1701,2.4079,2.5509,2.5035
97,27,-22.3260,-0.8269,2.3470,2.5720,2.4877
98,27,-22.4340,-0.8309,2.3419,2.6564,2.4767
99,27,-22.4700,-0.8322,2.3231,2.6207,2.5029
100,27,-21.9780,-0.8140,2.3806,2.6317,2.4994
101,27,-2.1580,-0.0799,2.3998,2.6385,2.5153
102,27,-11.7020,-0.4334,2.3657,2.6405,2.5151
103,27,-19.4120,-0.7190,2.3369,2.6257,2.5726
104,27,-15.0900,-0.5589,2.3070,2.6247,2.5817
105,27,-16.7320,-0.6197,2.2969,2.6911,2.6165
106,27,-10.4500,-0.3870,2.2962,2.5937,2.5619
107,27,-21.7500,-0.8056,2.3503,2.5696,2.5675
108,27,-22.1160,-0.8191,2.4120,2.5278,2.5906
109,27,-22.2000,-0.8222,2.4065,2.5827,2.5760
110,27,-32.2300,-1.1937,2.3357,2.5661,2.5898
111,27,-19.4660,-0.7210,2.3139,2.5334,2.6251
112,27,-22.4340,-0.8309,2.3554,2.5419,2.6124
113,27,-27.5120,-1.0190,2.3672,2.5560,2.5736
114,27,-16.9360,-0.6273,2.3592,2.5054,2.5887
115,27,-12.6200,-0.4674,2.3390,2.4722,2.5913
116,27,-17.7220,-0.6564,2.3422,2.5007,2.5991
117,27,-19.3340,-0.7161,2.3803,2.5023,2.6427
118,27,-5.2460,-0.1943,2.3688,2.4856,2.6107
119,27,-27.4700,-1.0174,2.3504,2.3547,2.6256
120,27,-19.3040,-0.7150,2.3379,2.3663,2.6598
