episode,mask,o,c,e,a,n,norm
66,mask_work,0.05434,0.57940,-0.04313,-0.49089,0.40021,0.86119
66,mask_home,0.22412,0.38301,0.38898,-0.20594,0.26274,0.67800
66,mask_conference,0.36755,0.51264,0.41624,-0.12305,0.21141,0.79434
67,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
67,mask_work,0.05522,0.57852,-0.04341,-0.49114,0.40053,0.86096
67,mask_home,0.22364,0.38215,0.38812,-0.20693,0.26323,0.67735
67,mask_conference,0.36784,0.51258,0.41656,-0.12296,0.21138,0.79459
68,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
68,mask_work,0.05606,0.57769,-0.04370,-0.49137,0.40083,0.86074
68,mask_home,0.22338,0.38126,0.38750,-0.20782,0.26355,0.67680
68,mask_conference,0.36815,0.51255,0.41687,-0.12284,0.21135,0.79485
69,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
69,mask_work,0.05687,0.57689,-0.04399,-0.49157,0.40112,0.86053
69,mask_home,0.22314,0.38036,0.38689,-0.20877,0.26385,0.67627
69,mask_conference,0.36834,0.51261,0.41707,-0.12276,0.21136,0.79507
70,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
70,mask_work,0.05762,0.57608,-0.04428,-0.49182,0.40141,0.86033
70,mask_home,0.22287,0.37946,0.38625,-0.20970,0.26416,0.67572
70,mask_conference,0.36845,0.51277,0.41718,-0.12268,0.21142,0.79528
71,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
71,mask_work,0.05841,0.57531,-0.04456,-0.49203,0.40169,0.86013
71,mask_home,0.22259,0.37856,0.38561,-0.21062,0.26446,0.67517
71,mask_conference,0.36859,0.51291,0.41731,-0.12259,0.21145,0.79550
72,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
72,mask_work,0.05914,0.57456,-0.04484,-0.49224,0.40196,0.85994
72,mask_home,0.22231,0.37772,0.38502,-0.21142,0.26477,0.67464
72,mask_conference,0.36873,0.51302,0.41743,-0.12250,0.21148,0.79570
73,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
73,mask_work,0.05985,0.57383,-0.04511,-0.49241,0.40220,0.85973
73,mask_home,0.22205,0.37691,0.38446,-0.21218,0.26505,0.67413
73,mask_conference,0.36891,0.51320,0.41756,-0.12237,0.21148,0.79595
74,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
74,mask_work,0.06061,0.57312,-0.04537,-0.49255,0.40244,0.85951
74,mask_home,0.22184,0.37605,0.38394,-0.21298,0.26530,0.67363
74,mask_conference,0.36900,0.51344,0.41765,-0.12222,0.21153,0.79618
75,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
75,mask_work,0.06137,0.57246,-0.04561,-0.49264,0.40265,0.85929
75,mask_home,0.22170,0.37536,0.38352,-0.21368,0.26548,0.67326
75,mask_conference,0.36902,0.51362,0.41768,-0.12215,0.21160,0.79633
76,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
76,mask_work,0.06208,0.57178,-0.04588,-0.49275,0.40286,0.85906
76,mask_home,0.22153,0.37476,0.38312,-0.21429,0.26567,0.67291
76,mask_conference,0.36896,0.51380,0.41766,-0.12213,0.21169,0.79642
77,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
77,mask_work,0.06278,0.57108,-0.04618,-0.49282,0.40306,0.85881
77,mask_home,0.22136,0.37418,0.38274,-0.21488,0.26585,0.67257
77,mask_conference,0.36889,0.51404,0.41761,-0.12208,0.21180,0.79654
78,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
78,mask_work,0.06344,0.57037,-0.04646,-0.49290,0.40327,0.85853
78,mask_home,0.22127,0.37357,0.38242,-0.21551,0.26597,0.67227
78,mask_conference,0.36888,0.51430,0.41765,-0.12194,0.21187,0.79672
79,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
79,mask_work,0.06417,0.56967,-0.04673,-0.49293,0.40345,0.85824
79,mask_home,0.22116,0.37294,0.38206,-0.21615,0.26611,0.67193
79,mask_conference,0.36882,0.51460,0.41765,-0.12181,0.21195,0.79689
80,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
80,mask_work,0.06484,0.56896,-0.04701,-0.49297,0.40364,0.85795
80,mask_home,0.22102,0.37238,0.38169,-0.21680,0.26624,0.67163
80,mask_conference,0.36871,0.51487,0.41762,-0.12171,0.21206,0.79701
81,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
81,mask_work,0.06548,0.56823,-0.04729,-0.49305,0.40384,0.85767
81,mask_home,0.22080,0.37184,0.38123,-0.21752,0.26642,0.67130
81,mask_conference,0.36860,0.51513,0.41758,-0.12162,0.21216,0.79712
82,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
82,mask_work,0.06616,0.56754,-0.04754,-0.49305,0.40401,0.85736
82,mask_home,0.22056,0.37136,0.38075,-0.21823,0.26660,0.67099
82,mask_conference,0.36851,0.51530,0.41756,-0.12157,0.21224,0.79720
83,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
83,mask_work,0.06679,0.56685,-0.04781,-0.49309,0.40419,0.85707
83,mask_home,0.22026,0.37089,0.38020,-0.21900,0.26682,0.67065
83,mask_conference,0.36838,0.51542,0.41749,-0.12159,0.21235,0.79721
84,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
84,mask_work,0.06743,0.56622,-0.04806,-0.49306,0.40433,0.85677
84,mask_home,0.21992,0.37051,0.37962,-0.21977,0.26704,0.67035
84,mask_conference,0.36825,0.51554,0.41743,-0.12160,0.21244,0.79722
85,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
85,mask_work,0.06801,0.56561,-0.04832,-0.49304,0.40448,0.85648
85,mask_home,0.21961,0.37012,0.37907,-0.22053,0.26725,0.67005
85,mask_conference,0.36815,0.51560,0.41741,-0.12161,0.21251,0.79722
86,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
86,mask_work,0.06858,0.56502,-0.04857,-0.49300,0.40461,0.85619
86,mask_home,0.21928,0.36982,0.37853,-0.22127,0.26745,0.66980
86,mask_conference,0.36798,0.51567,0.41731,-0.12168,0.21262,0.79718
87,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
87,mask_work,0.06915,0.56447,-0.04881,-0.49293,0.40473,0.85591
87,mask_home,0.21889,0.36958,0.37792,-0.22203,0.26769,0.66954
87,mask_conference,0.36785,0.51575,0.41727,-0.12170,0.21270,0.79717
88,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
88,mask_work,0.06972,0.56392,-0.04902,-0.49286,0.40484,0.85561
88,mask_home,0.21857,0.36934,0.37739,-0.22274,0.26788,0.66932
88,mask_conference,0.36770,0.51579,0.41724,-0.12172,0.21279,0.79713
89,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
89,mask_work,0.07025,0.56333,-0.04923,-0.49284,0.40497,0.85533
89,mask_home,0.21833,0.36906,0.37694,-0.22343,0.26802,0.66912
89,mask_conference,0.36746,0.51590,0.41710,-0.12180,0.21292,0.79707
90,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
90,mask_work,0.07079,0.56274,-0.04944,-0.49283,0.40510,0.85506
90,mask_home,0.21808,0.36878,0.37648,-0.22412,0.26817,0.66891
