circumstance,outcome,authenticity,cost,positive_pct,neutral_pct,negative_pct
work,-1.2176,-0.1018,-0.1756,0.1380,0.2370,0.6250
home,-0.7477,-0.1037,-0.1743,0.1407,0.4194,0.4398
conference,-0.4491,-0.1037,-0.1718,0.2296,0.3611,0.4093
