circumstance,outcome,authenticity,cost,positive_pct,neutral_pct,negative_pct
work,-0.6597,-0.1100,-0.1369,0.1537,0.4287,0.4176
home,-0.6713,-0.1024,-0.1656,0.1556,0.4204,0.4241
conference,-0.5880,-0.1039,-0.1483,0.1981,0.3685,0.4333
