circumstance,outcome,authenticity,cost,positive_pct,neutral_pct,negative_pct
work,-1.3125,-0.1136,-0.1411,0.0954,0.2843,0.6204
home,-1.1528,-0.1151,-0.1336,0.1241,0.2907,0.5852
conference,-0.9190,-0.1143,-0.1375,0.1806,0.2713,0.5481
