circumstance,outcome,authenticity,cost,positive_pct,neutral_pct,negative_pct
work,-1.3634,-0.1167,-0.1371,0.0889,0.2769,0.6343
home,-1.1134,-0.1153,-0.1362,0.1315,0.2917,0.5769
conference,-0.9954,-0.1161,-0.1338,0.1648,0.2722,0.5630
