circumstance,outcome,authenticity,cost,positive_pct,neutral_pct,negative_pct
work,-0.6574,-0.1053,-0.1600,0.1806,0.3759,0.4435
home,-0.7153,-0.1042,-0.1675,0.1630,0.3880,0.4491
conference,-0.3657,-0.1053,-0.1656,0.2241,0.4056,0.3704
