circumstance,outcome,authenticity,cost,positive_pct,neutral_pct,negative_pct
work,-1.2616,-0.1035,-0.1723,0.1259,0.2435,0.6306
home,-0.6921,-0.1027,-0.1700,0.1750,0.3731,0.4519
conference,-0.5463,-0.1031,-0.1782,0.2037,0.3741,0.4222
