circumstance,outcome,authenticity,cost,positive_pct,neutral_pct,negative_pct
work,-1.1736,-0.1032,-0.1575,0.1204,0.2898,0.5898
home,-0.8032,-0.1028,-0.1546,0.1556,0.3676,0.4769
conference,-0.6296,-0.1052,-0.1553,0.2083,0.3315,0.4602
