circumstance,outcome,authenticity,cost,positive_pct,neutral_pct,negative_pct
work,-1.2824,-0.1028,-0.1751,0.1231,0.2407,0.6361
home,-0.7199,-0.1018,-0.1761,0.1704,0.3713,0.4583
conference,-0.4144,-0.1024,-0.1728,0.2352,0.3639,0.4009
