episode,interactions,total_reward,mean_reward,entropy_work,entropy_home,entropy_conference
1,27,-43.0950,-1.5961,2.2810,2.7255,2.1972
2,27,-23.9770,-0.8880,2.8583,2.8911,2.6214
3,27,-31.5370,-1.1680,2.8625,2.8895,2.6984
4,27,-31.8490,-1.1796,2.8090,2.8980,2.9609
5,27,-69.9070,-2.5891,2.8712,2.9125,3.0167
6,27,-21.7950,-0.8072,2.8647,2.9184,3.0571
7,27,-31.5970,-1.1703,2.9355,2.9519,3.0719
8,27,-46.2310,-1.7123,2.9200,2.9488,3.0684
9,27,-36.3270,-1.3454,2.9447,2.9718,3.0253
10,27,-46.0810,-1.7067,2.9621,2.9769,3.0039
11,27,-41.2610,-1.5282,2.9774,2.9718,2.9494
12,27,-43.9830,-1.6290,3.0102,2.9806,3.0202
13,27,-41.6390,-1.5422,3.0409,2.9919,3.0198
14,27,-32.3170,-1.1969,3.0360,3.0240,2.9864
15,27,-29.6490,-1.0981,3.0587,2.9836,2.9794
16,27,-26.4350,-0.9791,3.0559,3.0569,2.8889
17,27,-28.6530,-1.0612,3.0180,3.0411,2.8921
18,27,-34.1810,-1.2660,3.0295,3.0379,2.9174
19,27,-38.6230,-1.4305,3.0284,3.0464,2.9142
20,27,-31.1830,-1.1549,3.0332,3.0285,2.9821
21,27,-13.6710,-0.5063,3.0420,3.0484,3.0242
22,27,-21.6690,-0.8026,3.0311,3.0756,2.9920
23,27,-39.3010,-1.4556,3.0057,3.0485,2.9629
24,27,-23.8690,-0.8840,3.0029,3.0415,2.9734
25,27,-13.8330,-0.5123,2.9465,3.0348,2.9732
26,27,-33.9470,-1.2573,2.9411,3.0097,2.9686
27,27,-29.0970,-1.0777,2.9153,3.0691,2.9663
28,27,-31.0750,-1.1509,2.8977,3.0620,3.0066
29,27,-34.3070,-1.2706,2.8855,3.0569,3.0476
30,27,-29.6790,-1.0992,2.8695,3.0844,3.0139
31,27,-40.9790,-1.5177,2.9344,3.0930,2.9918
32,27,-36.3210,-1.3452,2.9497,3.0699,2.9896
33,27,-31.1650,-1.1543,2.9499,3.0477,3.0184
34,27,-44.6490,-1.6537,2.9930,3.0320,3.0338
35,27,-46.2670,-1.7136,3.0155,3.0258,3.0665
36,27,-29.1210,-1.0786,2.9815,2.9982,3.0552
37,27,-53.9110,-1.9967,2.9845,2.9491,3.0562
38,27,-29.2410,-1.0830,2.9893,2.9130,3.0351
39,27,-36.4290,-1.3492,3.0154,2.9225,3.0246
40,27,-31.7710,-1.1767,2.9735,2.9248,3.0542
41,27,-36.8610,-1.3652,2.9289,2.9206,3.0675
42,27,-31.3210,-1.1600,2.9559,2.9230,3.0786
43,27,-38.8390,-1.4385,2.9850,2.9264,3.0814
44,27,-32.4010,-1.2000,2.9810,3.0144,3.0727
45,27,-41.8310,-1.5493,2.9792,3.0425,3.0506
46,27,-51.9750,-1.9250,3.0169,3.0594,3.0282
47,27,-36.7950,-1.3628,2.9909,3.0231,3.0043
48,27,-29.3910,-1.0886,2.9909,2.9663,3.0186
49,27,-41.6150,-1.5413,3.0006,2.9972,3.0250
50,27,-41.1590,-1.5244,2.9832,2.9993,2.9554
51,27,-41.5790,-1.5400,2.9682,2.9939,2.9670
52,27,-26.5610,-0.9837,2.9950,3.0123,2.9938
53,27,-36.7890,-1.3626,3.0003,2.9569,2.9993
54,27,-35.0870,-1.2995,3.0236,2.8567,2.9695
55,27,-39.0610,-1.4467,2.9937,2.8578,2.9450
56,27,-31.4530,-1.1649,2.9816,2.7962,2.9734
57,27,-34.2290,-1.2677,2.9991,2.8569,2.9972
58,27,-49.4510,-1.8315,3.0015,2.9160,2.9721
59,27,-33.6770,-1.2473,3.0366,2.8760,2.9588
60,27,-44.5290,-1.6492,3.0236,2.9798,2.9891
61,27,-24.8170,-0.9191,3.0392,3.0038,2.9600
62,27,-51.2790,-1.8992,3.0173,3.0106,3.0287
63,27,-28.8150,-1.0672,3.0012,3.0208,3.0288
64,27,-39.1330,-1.4494,3.0051,3.0107,2.9992
65,27,-26.4170,-0.9784,3.0334,2.9730,3.0006
66,27,-27.0890,-1.0033,3.0514,2.9781,2.9980
67,27,-37.1190,-1.3748,3.0562,2.9937,3.0026
68,27,-39.2290,-1.4529,3.0607,3.0007,2.9699
69,27,-34.1270,-1.2640,3.0605,2.9856,3.0027
70,27,-54.0370,-2.0014,3.0654,2.9537,3.0190
71,27,-39.3070,-1.4558,3.0858,2.9603,3.0004
72,27,-26.0330,-0.9642,3.0793,2.9506,2.9256
73,27,-19.0490,-0.7055,3.0546,2.9198,2.8885
74,27,-24.0550,-0.8909,3.0010,2.9854,2.8957
75,27,-34.4750,-1.2769,3.0128,3.0201,2.8821
76,27,-33.2330,-1.2309,3.0007,3.0261,2.8952
77,27,-41.6030,-1.5409,2.9937,3.0330,2.9110
78,27,-34.5890,-1.2811,2.9899,3.0111,2.9301
79,27,-52.2330,-1.9346,3.0294,3.0061,2.9323
80,27,-31.1110,-1.1523,2.9846,2.9899,2.9132
81,27,-34.1570,-1.2651,2.9502,2.9687,2.9218
82,27,-40.9370,-1.5162,2.9321,2.9615,2.9360
83,27,-36.4890,-1.3514,2.9695,2.9789,2.9513
84,27,-38.6890,-1.4329,2.9760,2.9522,2.8998
85,27,-18.9230,-0.7009,2.9320,2.9254,2.8982
86,27,-43.9110,-1.6263,2.9748,2.9416,2.9422
87,27,-31.5430,-1.1683,3.0142,2.9314,2.9101
88,27,-41.3450,-1.5313,2.9901,2.9815,2.8996
89,27,-39.0370,-1.4458,3.0306,2.9671,2.8616
90,27,-49.4390,-1.8311,3.0768,3.0119,2.8545
91,27,-38.6530,-1.4316,3.0414,3.0400,2.8734
92,27,-31.2310,-1.1567,3.0464,3.0394,2.9029
93,27,-49.1750,-1.8213,3.0449,3.0429,2.8957
94,27,-36.4590,-1.3503,3.0615,3.0416,2.8702
95,27,-35.6970,-1.3221,3.0285,3.0698,2.8661
96,27,-21.8070,-0.8077,3.0147,3.0435,2.8445
97,27,-44.0970,-1.6332,3.0294,3.0407,2.8552
98,27,-21.0090,-0.7781,3.0271,3.0075,2.8566
99,27,-33.8570,-1.2540,3.0106,3.0263,2.8312
100,27,-29.3610,-1.0874,2.9598,2.9633,2.8993
101,27,-31.5790,-1.1696,2.9939,2.9039,2.8950
102,27,-36.1050,-1.3372,3.0241,2.8929,2.9209
103,27,-44.4330,-1.6457,2.9810,2.9390,2.9139
104,27,-29.5290,-1.0937,2.9829,2.9516,2.9257
105,27,-29.4930,-1.0923,3.0176,2.9038,2.9508
106,27,-26.4230,-0.9786,3.0118,2.9304,2.9393
107,27,-36.3210,-1.3452,2.9593,2.9460,2.9489
108,27,-44.3490,-1.6426,2.9593,2.9445,2.9721
109,27,-41.2610,-1.5282,2.9685,2.8970,2.9777
110,27,-33.3770,-1.2362,3.0021,2.8808,2.9602
111,27,-34.2230,-1.2675,2.9365,2.8736,2.9558
112,27,-48.6950,-1.8035,2.9513,2.8770,2.9306
113,27,-51.1830,-1.8957,3.0356,2.9626,2.8690
114,27,-47.0890,-1.7440,3.0306,3.0066,2.8635
115,27,-24.4930,-0.9071,3.0025,3.0135,2.8606
116,27,-33.4970,-1.2406,3.0466,3.0308,2.8791
117,27,-7.0770,-0.2621,3.0078,3.0483,2.8819
118,27,-16.8010,-0.6223,3.0124,3.0567,2.8757
119,27,-36.2910,-1.3441,2.9831,3.0832,2.8862
120,27,-43.6950,-1.6183,2.9667,3.0972,2.9233
